0,1,2,3,4,5,6,7,8,9
OPP-000148,ACC-000048,PROD-0029,999,New Business,2022-10-12 19:21:57,,Proposal,89425.640625,0.33000001311302185
OPP-000151,ACC-000009,PROD-0025,837,Upsell,2025-04-17 13:18:53,,Proposal,70616.703125,0.44999998807907104
OPP-000152,ACC-000041,PROD-0021,350,Renewal,2024-03-13 21:07:14,,Open,74905.796875,0.5199999809265137
OPP-000153,ACC-000010,PROD-0017,210,Upsell,2025-06-17 07:48:42,,Open,64653.0390625,0.49000000953674316
OPP-000154,ACC-000019,PROD-0009,398,Cross-sell,2024-08-18 13:01:29,,Proposal,39057.55078125,0.5199999809265137
OPP-000158,ACC-000004,PROD-0070,61,Expansion,2021-12-11 10:27:23,,Proposal,42300.8984375,0.3400000035762787
OPP-000159,ACC-000058,PROD-0041,751,Upsell,2022-01-18 22:06:53,,Open,41228.8515625,0.27000001072883606
OPP-000161,ACC-000001,PROD-0007,396,Renewal,2021-08-08 06:28:09,,Proposal,34420.26953125,0.41999998688697815
OPP-000163,ACC-000020,PROD-0034,71,Upsell,2024-02-11 23:09:42,,Proposal,61550.609375,0.30000001192092896
OPP-000164,ACC-000013,PROD-0068,417,Renewal,2022-08-17 03:05:17,,Proposal,2681.8701171875,0.550000011920929
OPP-000172,ACC-000038,PROD-0081,780,Cross-sell,2023-01-07 15:57:44,,Proposal,14895.23046875,0.30000001192092896
OPP-000176,ACC-000005,PROD-0066,921,New Business,2023-08-17 21:44:48,,Open,99349.546875,0.5099999904632568
OPP-000177,ACC-000049,PROD-0093,133,New Business,2025-02-02 00:02:55,,Proposal,78884.078125,0.41999998688697815
OPP-000179,ACC-000024,PROD-0093,562,Upsell,2024-07-08 15:43:33,,Open,75917.65625,0.20000000298023224
OPP-000180,ACC-000014,PROD-0013,870,Expansion,2024-04-02 15:23:59,,Open,70279.59375,0.33000001311302185
OPP-000183,ACC-000054,PROD-0003,956,Expansion,2023-02-20 11:17:43,,Open,24321.08984375,0.3799999952316284
OPP-000184,ACC-000040,PROD-0065,969,Cross-sell,2023-08-01 00:08:55,,Proposal,98088.90625,0.3700000047683716
OPP-000185,ACC-000003,PROD-0091,833,New Business,2023-07-04 16:01:21,,Open,82568.28125,0.6200000047683716
OPP-000186,ACC-000043,PROD-0071,288,Renewal,2022-01-28 04:34:29,,Open,58511.5703125,0.5199999809265137
OPP-000187,ACC-000021,PROD-0041,208,Upsell,2022-03-10 00:07:39,,Proposal,8662.0,0.5600000023841858
OPP-000189,ACC-000038,PROD-0039,379,Upsell,2021-08-17 15:20:01,,Proposal,76448.453125,0.3499999940395355
OPP-000190,ACC-000017,PROD-0071,525,Renewal,2023-03-25 07:02:12,,Open,21330.939453125,0.10999999940395355
OPP-000191,ACC-000006,PROD-0020,244,Renewal,2024-09-28 05:48:11,,Proposal,68444.6171875,0.5799999833106995
OPP-000197,ACC-000021,PROD-0059,524,Renewal,2024-09-17 17:41:16,,Proposal,86362.96875,0.5600000023841858
OPP-000203,ACC-000013,PROD-0052,549,Cross-sell,2024-06-01 03:06:33,,Open,33105.640625,0.550000011920929
OPP-000208,ACC-000061,PROD-0064,375,Expansion,2023-04-23 18:09:36,,Open,60540.578125,0.5199999809265137
OPP-000211,ACC-000048,PROD-0048,71,New Business,2021-09-01 13:07:31,,Proposal,63056.05078125,0.3700000047683716
OPP-000214,ACC-000060,PROD-0079,118,Cross-sell,2023-02-09 11:06:20,,Open,44753.390625,0.30000001192092896
OPP-000215,ACC-000043,PROD-0013,415,Upsell,2024-07-21 08:45:54,,Proposal,8108.72021484375,0.38999998569488525
OPP-000217,ACC-000045,PROD-0063,831,New Business,2023-03-02 20:43:56,,Open,3557.2099609375,0.699999988079071
OPP-000220,ACC-000058,PROD-0025,426,Renewal,2024-08-24 22:56:12,,Open,46508.2890625,0.46000000834465027
OPP-000228,ACC-000032,PROD-0088,450,New Business,2023-09-15 08:56:02,,Open,81377.390625,0.2800000011920929
OPP-000231,ACC-000037,PROD-0001,308,Expansion,2025-01-03 06:54:00,,Open,95713.5,0.14000000059604645
OPP-000233,ACC-000051,PROD-0076,469,Upsell,2021-09-02 11:06:31,,Proposal,47189.12109375,0.36000001430511475
OPP-000238,ACC-000041,PROD-0068,328,New Business,2021-08-28 13:08:07,,Open,13758.51953125,0.5600000023841858
OPP-000239,ACC-000054,PROD-0001,147,Upsell,2023-11-11 22:19:38,,Open,65998.0234375,0.25
OPP-000247,ACC-000024,PROD-0024,530,Cross-sell,2025-01-04 05:40:35,,Open,79864.1015625,0.1899999976158142
OPP-000251,ACC-000016,PROD-0036,678,Upsell,2022-09-28 22:29:30,,Proposal,64060.6484375,0.49000000953674316
OPP-000253,ACC-000005,PROD-0035,500,Expansion,2025-05-26 05:45:21,,Open,37603.4609375,0.25
OPP-000255,ACC-000011,PROD-0037,900,New Business,2024-06-04 09:02:22,,Open,92456.59375,0.3400000035762787
OPP-000259,ACC-000061,PROD-0085,294,Upsell,2025-01-07 18:24:04,,Open,33523.83984375,0.550000011920929
OPP-000260,ACC-000007,PROD-0051,749,Expansion,2024-03-28 06:08:20,,Proposal,30307.470703125,0.49000000953674316
OPP-000264,ACC-000058,PROD-0092,20,Expansion,2022-04-03 20:05:31,,Proposal,39273.1484375,0.36000001430511475
OPP-000266,ACC-000054,PROD-0019,767,Expansion,2025-06-24 11:01:47,,Proposal,39471.44140625,0.4000000059604645
OPP-000267,ACC-000013,PROD-0077,112,Expansion,2025-04-17 20:41:38,,Open,75057.0703125,0.44999998807907104
OPP-000268,ACC-000014,PROD-0051,841,New Business,2024-06-13 22:44:42,,Proposal,51057.078125,0.6000000238418579
OPP-000275,ACC-000035,PROD-0012,107,Cross-sell,2024-07-09 14:39:52,,Open,97556.640625,0.44999998807907104
OPP-000277,ACC-000027,PROD-0016,414,Cross-sell,2022-05-08 06:17:58,,Proposal,75050.9765625,0.49000000953674316
OPP-000282,ACC-000009,PROD-0039,928,Cross-sell,2025-05-07 19:11:48,,Open,16995.630859375,0.6600000262260437
OPP-000283,ACC-000008,PROD-0017,861,Renewal,2024-07-07 19:14:36,,Proposal,85257.3515625,0.3400000035762787
OPP-000284,ACC-000050,PROD-0078,219,Renewal,2024-11-16 20:53:15,,Open,85064.1796875,0.3199999928474426
OPP-000292,ACC-000023,PROD-0085,940,Expansion,2021-11-08 02:11:14,,Open,37196.41015625,0.5699999928474426
OPP-000295,ACC-000008,PROD-0029,6,Upsell,2024-11-08 10:49:44,,Open,65179.921875,0.6800000071525574
OPP-000299,ACC-000001,PROD-0069,285,New Business,2023-02-09 19:47:12,,Open,86766.4921875,0.41999998688697815
OPP-000302,ACC-000062,PROD-0100,967,Expansion,2022-12-01 06:38:05,,Open,17308.470703125,0.49000000953674316
OPP-000304,ACC-000002,PROD-0017,949,Cross-sell,2024-04-18 02:48:07,,Proposal,85297.2421875,0.38999998569488525
OPP-000310,ACC-000047,PROD-0052,611,Cross-sell,2022-04-02 10:21:54,,Proposal,32574.7109375,0.4000000059604645
OPP-000314,ACC-000029,PROD-0006,85,New Business,2023-04-11 08:52:05,,Open,15246.259765625,0.3499999940395355
OPP-000315,ACC-000020,PROD-0076,921,Cross-sell,2022-10-20 03:07:13,,Proposal,14861.330078125,0.3100000023841858
OPP-000320,ACC-000025,PROD-0023,855,Upsell,2025-04-24 09:47:58,,Open,81090.28125,0.10999999940395355
OPP-000323,ACC-000054,PROD-0018,620,Renewal,2021-07-04 01:26:41,,Open,19198.279296875,0.6299999952316284
OPP-000334,ACC-000051,PROD-0095,122,New Business,2023-07-07 13:33:26,,Proposal,94553.109375,0.5
OPP-000335,ACC-000006,PROD-0086,463,Renewal,2023-06-03 10:19:32,,Open,96950.453125,0.5299999713897705
OPP-000337,ACC-000031,PROD-0071,57,Cross-sell,2021-10-29 22:09:31,,Open,79918.203125,0.4699999988079071
OPP-000338,ACC-000026,PROD-0062,642,Renewal,2024-01-18 12:42:25,,Proposal,3380.0,0.4399999976158142
OPP-000342,ACC-000037,PROD-0097,551,Expansion,2023-10-26 20:06:11,,Proposal,87496.453125,0.3199999928474426
OPP-000343,ACC-000039,PROD-0085,642,Renewal,2022-09-03 14:31:50,,Proposal,38618.94921875,0.5899999737739563
OPP-000345,ACC-000022,PROD-0027,942,Expansion,2024-03-01 02:57:22,,Proposal,5083.169921875,0.3799999952316284
OPP-000349,ACC-000029,PROD-0066,301,Renewal,2021-09-12 13:33:14,,Proposal,16814.529296875,0.5400000214576721
OPP-000350,ACC-000008,PROD-0003,315,Expansion,2022-04-11 17:03:47,,Open,32175.240234375,0.6800000071525574
OPP-000352,ACC-000057,PROD-0054,729,Expansion,2021-09-22 02:39:40,,Open,60130.4296875,0.23999999463558197
OPP-000356,ACC-000009,PROD-0048,120,New Business,2025-02-13 22:47:31,,Proposal,70113.328125,0.3100000023841858
OPP-000357,ACC-000009,PROD-0012,300,Upsell,2021-08-17 22:53:05,,Open,68382.796875,0.6700000166893005
OPP-000363,ACC-000011,PROD-0089,554,Renewal,2021-09-12 17:45:02,,Proposal,50377.76953125,0.33000001311302185
OPP-000365,ACC-000024,PROD-0054,287,Cross-sell,2023-04-07 07:00:34,,Proposal,12258.740234375,0.3799999952316284
OPP-000368,ACC-000035,PROD-0007,222,Upsell,2024-02-02 20:48:22,,Proposal,58130.62890625,0.5199999809265137
OPP-000370,ACC-000054,PROD-0043,196,Cross-sell,2024-06-06 19:13:30,,Proposal,28169.609375,0.4399999976158142
OPP-000371,ACC-000004,PROD-0026,44,Cross-sell,2024-06-19 17:54:33,,Proposal,11207.8203125,0.5799999833106995
OPP-000373,ACC-000043,PROD-0014,415,Upsell,2023-12-04 13:58:12,,Proposal,69697.5703125,0.36000001430511475
OPP-000374,ACC-000007,PROD-0047,529,Renewal,2024-11-02 14:40:58,,Open,98114.3125,0.4099999964237213
OPP-000378,ACC-000016,PROD-0075,672,Upsell,2024-09-04 14:57:19,,Proposal,17146.349609375,0.41999998688697815
OPP-000381,ACC-000011,PROD-0060,184,Renewal,2021-11-20 05:43:42,,Open,43569.75,0.4399999976158142
OPP-000383,ACC-000016,PROD-0001,824,Renewal,2022-11-12 01:23:59,,Proposal,82000.2578125,0.30000001192092896
OPP-000385,ACC-000051,PROD-0061,481,Cross-sell,2023-02-07 05:36:42,,Open,12966.1904296875,0.5600000023841858
OPP-000386,ACC-000031,PROD-0084,517,Expansion,2024-12-23 19:24:54,,Open,1108.5699462890625,0.46000000834465027
OPP-000388,ACC-000023,PROD-0095,675,Renewal,2024-09-18 18:29:44,,Open,98560.109375,0.1599999964237213
OPP-000389,ACC-000028,PROD-0016,695,Upsell,2023-04-23 09:30:58,,Proposal,63458.78125,0.4099999964237213
OPP-000390,ACC-000026,PROD-0052,789,Renewal,2025-01-28 14:35:26,,Open,30303.5703125,0.46000000834465027
OPP-000392,ACC-000061,PROD-0018,691,New Business,2021-10-07 10:20:26,,Open,20431.390625,0.3799999952316284
OPP-000399,ACC-000046,PROD-0065,947,Renewal,2023-04-02 07:44:30,,Open,85453.3125,0.5099999904632568
OPP-000410,ACC-000035,PROD-0083,26,Cross-sell,2025-06-18 07:44:02,,Proposal,14892.7197265625,0.49000000953674316
OPP-000413,ACC-000016,PROD-0002,883,Renewal,2023-04-22 23:26:28,,Proposal,50222.26953125,0.4300000071525574
OPP-000418,ACC-000060,PROD-0052,177,Expansion,2024-02-21 17:57:17,,Proposal,19223.470703125,0.4300000071525574
OPP-000424,ACC-000036,PROD-0075,193,Cross-sell,2023-08-10 18:51:45,,Proposal,95386.34375,0.5899999737739563
OPP-000425,ACC-000023,PROD-0012,548,Renewal,2023-08-02 15:37:32,,Proposal,8947.599609375,0.5899999737739563
OPP-000427,ACC-000061,PROD-0058,575,New Business,2025-04-01 07:05:55,,Open,64305.75,0.699999988079071
OPP-000429,ACC-000054,PROD-0081,37,New Business,2024-07-03 07:46:10,,Open,17920.619140625,0.550000011920929
OPP-000431,ACC-000057,PROD-0006,14,Expansion,2021-07-01 00:40:11,,Open,2961.47998046875,0.18000000715255737
OPP-000434,ACC-000061,PROD-0085,985,New Business,2023-06-20 17:55:17,,Proposal,90227.8515625,0.5699999928474426
OPP-000436,ACC-000018,PROD-0049,672,Upsell,2021-12-28 18:19:06,,Open,97543.1328125,0.5
OPP-000438,ACC-000023,PROD-0084,561,Expansion,2025-02-05 00:03:44,,Open,85612.921875,0.6000000238418579
OPP-000450,ACC-000026,PROD-0046,190,New Business,2022-09-09 01:32:00,,Open,15749.73046875,0.36000001430511475
OPP-000456,ACC-000021,PROD-0061,384,Expansion,2024-10-02 02:46:37,,Open,76344.0,0.25
OPP-000457,ACC-000017,PROD-0068,122,Renewal,2021-07-08 02:19:08,,Proposal,39833.23828125,0.49000000953674316
OPP-000458,ACC-000006,PROD-0078,853,Expansion,2021-12-22 09:52:15,,Open,2997.580078125,0.6100000143051147
OPP-000461,ACC-000018,PROD-0030,848,Upsell,2023-03-05 19:31:04,,Proposal,53528.671875,0.44999998807907104
OPP-000464,ACC-000030,PROD-0024,621,Cross-sell,2021-08-12 19:18:12,,Proposal,11909.7099609375,0.47999998927116394
OPP-000471,ACC-000023,PROD-0018,579,Renewal,2023-07-12 20:10:47,,Proposal,49245.0703125,0.38999998569488525
OPP-000473,ACC-000009,PROD-0100,662,Upsell,2023-07-05 16:23:16,,Open,25159.55078125,0.4000000059604645
OPP-000477,ACC-000005,PROD-0032,851,Expansion,2024-02-27 21:27:28,,Proposal,45194.30859375,0.5600000023841858
OPP-000482,ACC-000046,PROD-0040,664,Renewal,2023-06-16 23:51:46,,Open,48732.12890625,0.12999999523162842
OPP-000485,ACC-000006,PROD-0098,113,Cross-sell,2025-06-08 20:14:46,,Proposal,62599.359375,0.38999998569488525
OPP-000486,ACC-000039,PROD-0061,146,Renewal,2024-08-25 03:17:28,,Proposal,35067.6015625,0.33000001311302185
OPP-000487,ACC-000006,PROD-0031,450,Cross-sell,2021-09-23 14:23:27,,Open,69121.7578125,0.5099999904632568
OPP-000488,ACC-000016,PROD-0075,363,Cross-sell,2025-01-15 20:43:38,,Open,14312.73046875,0.3400000035762787
OPP-000495,ACC-000060,PROD-0003,222,Upsell,2021-07-27 15:36:09,,Open,56314.5390625,0.6800000071525574
OPP-000499,ACC-000029,PROD-0022,132,Expansion,2025-05-21 19:38:07,,Proposal,28795.8203125,0.36000001430511475
OPP-000500,ACC-000045,PROD-0075,792,Cross-sell,2025-04-08 01:52:01,,Open,84950.25,0.38999998569488525
OPP-000507,ACC-000055,PROD-0089,728,Upsell,2024-02-26 19:44:46,,Proposal,88818.890625,0.46000000834465027
OPP-000510,ACC-000034,PROD-0043,275,Cross-sell,2023-12-02 13:28:02,,Proposal,75676.9765625,0.5099999904632568
OPP-000512,ACC-000062,PROD-0031,697,Upsell,2023-02-23 17:48:44,,Proposal,55267.7109375,0.3499999940395355
OPP-000515,ACC-000061,PROD-0033,853,Renewal,2025-03-02 16:07:04,,Open,89905.0,0.6399999856948853
OPP-000517,ACC-000053,PROD-0027,741,New Business,2022-10-20 11:17:35,,Proposal,32515.560546875,0.41999998688697815
OPP-000518,ACC-000001,PROD-0099,821,Upsell,2024-06-28 03:57:28,,Open,40594.33984375,0.5
OPP-000525,ACC-000001,PROD-0013,913,Cross-sell,2023-01-26 19:22:07,,Proposal,65232.5390625,0.3799999952316284
OPP-000527,ACC-000039,PROD-0040,450,New Business,2025-01-07 02:08:40,,Open,70453.6171875,0.6600000262260437
OPP-000530,ACC-000006,PROD-0088,649,Cross-sell,2022-10-11 04:58:19,,Proposal,51348.51953125,0.41999998688697815
OPP-000534,ACC-000005,PROD-0081,843,Expansion,2024-10-18 19:51:23,,Proposal,61274.1484375,0.49000000953674316
OPP-000537,ACC-000061,PROD-0095,540,Renewal,2021-11-19 10:15:38,,Open,90350.4609375,0.25
OPP-000540,ACC-000055,PROD-0072,649,Upsell,2021-08-06 07:21:52,,Proposal,98880.921875,0.5600000023841858
OPP-000541,ACC-000056,PROD-0002,255,Renewal,2024-11-20 19:33:01,,Proposal,80860.1875,0.5899999737739563
OPP-000542,ACC-000039,PROD-0013,860,Renewal,2023-07-18 08:43:00,,Open,33485.58984375,0.25999999046325684
OPP-000543,ACC-000003,PROD-0098,607,New Business,2025-05-04 08:55:35,,Proposal,28122.900390625,0.5799999833106995
OPP-000544,ACC-000019,PROD-0095,748,Renewal,2023-08-14 09:06:17,,Proposal,67029.2421875,0.4300000071525574
OPP-000554,ACC-000021,PROD-0091,503,Expansion,2021-11-28 04:48:45,,Open,75801.421875,0.6200000047683716
OPP-000557,ACC-000055,PROD-0098,145,Upsell,2022-05-13 07:39:31,,Open,58232.44921875,0.46000000834465027
OPP-000559,ACC-000034,PROD-0049,778,Cross-sell,2021-08-24 08:30:22,,Open,89261.8203125,0.33000001311302185
OPP-000563,ACC-000023,PROD-0060,473,Expansion,2023-09-18 00:09:26,,Open,67845.0,0.6299999952316284
OPP-000564,ACC-000021,PROD-0090,43,Upsell,2021-12-25 12:24:27,,Proposal,90271.15625,0.5699999928474426
OPP-000567,ACC-000049,PROD-0031,488,Renewal,2025-06-15 21:47:04,,Open,42569.26953125,0.38999998569488525
OPP-000568,ACC-000056,PROD-0062,432,New Business,2021-09-04 23:17:05,,Open,8971.1904296875,0.46000000834465027
OPP-000571,ACC-000017,PROD-0044,251,New Business,2021-11-10 20:09:12,,Proposal,65814.71875,0.3700000047683716
OPP-000572,ACC-000056,PROD-0087,134,Renewal,2022-11-28 07:40:17,,Open,98401.4765625,0.47999998927116394
OPP-000573,ACC-000062,PROD-0005,267,Cross-sell,2023-06-23 20:07:26,,Open,85691.25,0.4399999976158142
OPP-000576,ACC-000029,PROD-0036,412,Cross-sell,2021-12-05 17:40:51,,Open,31883.939453125,0.2800000011920929
OPP-000577,ACC-000049,PROD-0083,419,Renewal,2023-09-15 06:16:21,,Proposal,67224.03125,0.4399999976158142
OPP-000579,ACC-000038,PROD-0048,18,Upsell,2024-08-29 18:01:25,,Proposal,7712.14013671875,0.5099999904632568
OPP-000581,ACC-000016,PROD-0080,548,Expansion,2023-12-12 18:43:12,,Open,91547.953125,0.14000000059604645
OPP-000589,ACC-000045,PROD-0016,501,Upsell,2023-10-03 10:24:33,,Proposal,33458.96875,0.5400000214576721
OPP-000591,ACC-000034,PROD-0015,386,New Business,2024-10-11 01:19:12,,Open,76031.9375,0.20999999344348907
OPP-000592,ACC-000015,PROD-0040,546,Cross-sell,2023-05-14 19:42:40,,Proposal,55225.4296875,0.3100000023841858
OPP-000594,ACC-000011,PROD-0014,706,New Business,2021-12-28 08:04:12,,Proposal,57849.08984375,0.3700000047683716
OPP-000596,ACC-000006,PROD-0038,742,Cross-sell,2022-02-28 05:36:21,,Open,20467.5390625,0.15000000596046448
OPP-000599,ACC-000021,PROD-0041,468,Renewal,2023-11-14 22:05:22,,Open,24500.7109375,0.5799999833106995
OPP-000601,ACC-000022,PROD-0020,57,New Business,2022-05-15 11:29:30,,Open,68759.15625,0.6600000262260437
OPP-000602,ACC-000007,PROD-0089,767,Renewal,2023-10-19 08:39:55,,Open,69312.1484375,0.1599999964237213
OPP-000605,ACC-000042,PROD-0049,856,Upsell,2022-08-23 15:17:01,,Proposal,78130.578125,0.3100000023841858
OPP-000607,ACC-000060,PROD-0082,361,Expansion,2024-06-26 17:56:16,,Open,76246.2734375,0.4300000071525574
OPP-000609,ACC-000052,PROD-0025,570,Cross-sell,2022-09-11 14:42:50,,Open,15330.0595703125,0.3100000023841858
OPP-000610,ACC-000003,PROD-0043,694,Cross-sell,2023-12-07 09:05:32,,Proposal,70943.2109375,0.49000000953674316
OPP-000611,ACC-000025,PROD-0006,295,Cross-sell,2022-07-13 21:28:09,,Proposal,18176.75,0.3499999940395355
OPP-000612,ACC-000055,PROD-0039,908,New Business,2022-03-21 15:19:22,,Open,45664.359375,0.5799999833106995
OPP-000615,ACC-000033,PROD-0072,504,Upsell,2025-04-14 14:57:46,,Proposal,92747.859375,0.5600000023841858
OPP-000623,ACC-000001,PROD-0072,262,Upsell,2021-12-10 02:58:14,,Proposal,40997.19921875,0.5199999809265137
OPP-000626,ACC-000014,PROD-0006,448,Upsell,2023-02-27 09:26:41,,Proposal,34941.9609375,0.38999998569488525
OPP-000627,ACC-000059,PROD-0053,655,Upsell,2022-04-02 14:41:54,,Open,2828.739990234375,0.6700000166893005
OPP-000628,ACC-000018,PROD-0094,288,New Business,2024-06-27 06:00:49,,Proposal,83264.140625,0.3400000035762787
OPP-000631,ACC-000057,PROD-0021,439,New Business,2024-01-05 09:16:57,,Open,76300.6796875,0.6000000238418579
OPP-000636,ACC-000034,PROD-0036,778,Expansion,2022-10-26 22:21:38,,Proposal,31225.66015625,0.3499999940395355
OPP-000647,ACC-000022,PROD-0011,683,Upsell,2023-11-27 14:26:54,,Proposal,93877.6796875,0.3199999928474426
OPP-000650,ACC-000022,PROD-0085,585,New Business,2024-12-12 07:00:40,,Open,44557.5,0.36000001430511475
OPP-000652,ACC-000015,PROD-0099,443,Renewal,2025-05-27 06:13:17,,Proposal,66067.03125,0.5600000023841858
OPP-000653,ACC-000010,PROD-0093,3,New Business,2024-06-17 19:24:09,,Proposal,77000.4921875,0.3199999928474426
OPP-000659,ACC-000024,PROD-0048,358,Cross-sell,2024-07-05 20:29:48,,Proposal,83565.0,0.4699999988079071
OPP-000660,ACC-000048,PROD-0077,309,New Business,2024-10-01 06:40:39,,Open,92868.640625,0.1599999964237213
OPP-000662,ACC-000062,PROD-0082,310,Cross-sell,2023-06-29 12:57:02,,Open,30757.720703125,0.3799999952316284
OPP-000667,ACC-000048,PROD-0005,963,Renewal,2022-08-03 10:37:59,,Open,57705.078125,0.49000000953674316
OPP-000668,ACC-000039,PROD-0023,967,New Business,2025-05-16 15:40:35,,Proposal,32067.7890625,0.5699999928474426
OPP-000674,ACC-000050,PROD-0094,582,Renewal,2025-03-30 08:07:49,,Open,77093.9296875,0.6299999952316284
