0,1,2,3,4,5,6,7,8,9
OPP-000330,ACC-000010,PROD-0024,862,Renewal,2024-01-29 01:00:45,,Negotiation,71838.671875,0.8199999928474426
OPP-000331,ACC-000023,PROD-0077,317,Renewal,2025-03-30 19:16:44,2025-07-05 15:00:03,Closed Lost,58357.33984375,0.0
OPP-000335,ACC-000006,PROD-0086,463,Renewal,2023-06-03 10:19:32,,Open,96950.453125,0.5299999713897705
OPP-000338,ACC-000026,PROD-0062,642,Renewal,2024-01-18 12:42:25,,Proposal,3380.0,0.4399999976158142
OPP-000339,ACC-000009,PROD-0020,204,Renewal,2024-01-16 19:09:25,,Qualified,13187.3095703125,0.46000000834465027
OPP-000343,ACC-000039,PROD-0085,642,Renewal,2022-09-03 14:31:50,,Proposal,38618.94921875,0.5899999737739563
OPP-000346,ACC-000052,PROD-0046,168,Renewal,2023-11-11 16:38:56,,Qualified,39899.01171875,0.4399999976158142
OPP-000347,ACC-000057,PROD-0048,66,Renewal,2024-12-23 14:04:13,2025-06-02 20:01:32,Closed Won,19124.7890625,1.0
OPP-000348,ACC-000016,PROD-0063,973,Renewal,2022-05-17 03:01:11,,Negotiation,32087.51953125,0.6800000071525574
OPP-000349,ACC-000029,PROD-0066,301,Renewal,2021-09-12 13:33:14,,Proposal,16814.529296875,0.5400000214576721
OPP-000359,ACC-000032,PROD-0052,785,Renewal,2025-01-20 09:10:17,,Qualified,2163.320068359375,0.4000000059604645
OPP-000363,ACC-000011,PROD-0089,554,Renewal,2021-09-12 17:45:02,,Proposal,50377.76953125,0.33000001311302185
OPP-000367,ACC-000022,PROD-0038,401,Renewal,2024-05-07 15:04:43,2024-07-02 20:23:16,Closed Lost,35153.078125,0.0
OPP-000374,ACC-000007,PROD-0047,529,Renewal,2024-11-02 14:40:58,,Open,98114.3125,0.4099999964237213
OPP-000377,ACC-000035,PROD-0009,603,Renewal,2023-06-05 21:57:12,,Negotiation,33387.76171875,0.8899999856948853
OPP-000381,ACC-000011,PROD-0060,184,Renewal,2021-11-20 05:43:42,,Open,43569.75,0.4399999976158142
OPP-000383,ACC-000016,PROD-0001,824,Renewal,2022-11-12 01:23:59,,Proposal,82000.2578125,0.30000001192092896
OPP-000384,ACC-000009,PROD-0093,863,Renewal,2023-01-22 02:59:34,2023-07-16 09:47:04,Closed Lost,76787.046875,0.0
OPP-000388,ACC-000023,PROD-0095,675,Renewal,2024-09-18 18:29:44,,Open,98560.109375,0.1599999964237213
OPP-000390,ACC-000026,PROD-0052,789,Renewal,2025-01-28 14:35:26,,Open,30303.5703125,0.46000000834465027
OPP-000399,ACC-000046,PROD-0065,947,Renewal,2023-04-02 07:44:30,,Open,85453.3125,0.5099999904632568
OPP-000400,ACC-000006,PROD-0064,710,Renewal,2023-09-21 13:57:26,2023-11-02 07:54:27,Closed Won,42904.98046875,1.0
OPP-000401,ACC-000017,PROD-0076,924,Renewal,2024-06-13 12:07:58,2024-07-25 02:22:51,Closed Won,67311.2421875,1.0
OPP-000405,ACC-000055,PROD-0084,932,Renewal,2024-03-01 15:45:02,2024-06-13 08:49:13,Closed Won,60229.0,1.0
OPP-000411,ACC-000056,PROD-0098,586,Renewal,2024-11-03 23:23:22,,Negotiation,89518.8203125,0.8600000143051147
OPP-000413,ACC-000016,PROD-0002,883,Renewal,2023-04-22 23:26:28,,Proposal,50222.26953125,0.4300000071525574
OPP-000419,ACC-000037,PROD-0090,705,Renewal,2022-12-30 06:20:15,2023-01-25 10:50:40,Closed Won,64714.55078125,1.0
OPP-000425,ACC-000023,PROD-0012,548,Renewal,2023-08-02 15:37:32,,Proposal,8947.599609375,0.5899999737739563
OPP-000433,ACC-000002,PROD-0090,829,Renewal,2021-08-04 20:01:17,,Negotiation,88528.828125,0.6899999976158142
OPP-000444,ACC-000013,PROD-0073,47,Renewal,2023-11-16 03:31:59,,Qualified,45236.8203125,0.23999999463558197
OPP-000454,ACC-000049,PROD-0088,226,Renewal,2023-08-24 16:29:14,,Qualified,70155.21875,0.3400000035762787
OPP-000457,ACC-000017,PROD-0068,122,Renewal,2021-07-08 02:19:08,,Proposal,39833.23828125,0.49000000953674316
OPP-000460,ACC-000059,PROD-0017,937,Renewal,2022-12-10 20:36:40,,Qualified,44630.609375,0.25
OPP-000468,ACC-000062,PROD-0044,829,Renewal,2022-11-24 00:12:53,2023-05-05 22:07:20,Closed Lost,22149.3203125,0.0
OPP-000471,ACC-000023,PROD-0018,579,Renewal,2023-07-12 20:10:47,,Proposal,49245.0703125,0.38999998569488525
OPP-000480,ACC-000008,PROD-0093,799,Renewal,2025-04-20 08:22:05,,Qualified,23004.099609375,0.3700000047683716
OPP-000481,ACC-000006,PROD-0084,961,Renewal,2022-12-01 03:31:20,,Qualified,99045.359375,0.3400000035762787
OPP-000482,ACC-000046,PROD-0040,664,Renewal,2023-06-16 23:51:46,,Open,48732.12890625,0.12999999523162842
OPP-000483,ACC-000046,PROD-0013,800,Renewal,2024-10-28 10:57:30,2025-04-05 13:14:59,Closed Lost,91419.1484375,0.0
OPP-000486,ACC-000039,PROD-0061,146,Renewal,2024-08-25 03:17:28,,Proposal,35067.6015625,0.33000001311302185
OPP-000489,ACC-000015,PROD-0004,382,Renewal,2023-09-16 00:44:48,,Negotiation,21539.849609375,0.7400000095367432
OPP-000491,ACC-000062,PROD-0009,310,Renewal,2023-11-23 04:19:01,,Negotiation,88688.890625,0.6000000238418579
OPP-000492,ACC-000061,PROD-0088,114,Renewal,2024-07-28 18:21:05,2024-12-08 10:58:53,Closed Lost,42193.5,0.0
OPP-000494,ACC-000017,PROD-0062,28,Renewal,2023-10-09 00:59:15,,Negotiation,32006.1796875,0.8700000047683716
OPP-000506,ACC-000020,PROD-0078,421,Renewal,2022-12-07 10:14:50,2023-02-19 06:59:45,Closed Won,91471.7421875,1.0
OPP-000515,ACC-000061,PROD-0033,853,Renewal,2025-03-02 16:07:04,,Open,89905.0,0.6399999856948853
OPP-000521,ACC-000013,PROD-0043,667,Renewal,2024-07-05 06:28:58,2024-07-12 09:52:51,Closed Lost,40645.55078125,0.0
OPP-000522,ACC-000013,PROD-0055,464,Renewal,2022-08-24 07:53:10,2022-11-13 16:39:29,Closed Lost,69548.6484375,0.0
OPP-000524,ACC-000057,PROD-0093,236,Renewal,2025-03-22 00:28:32,2025-05-08 03:58:07,Closed Lost,67697.2265625,0.0
OPP-000537,ACC-000061,PROD-0095,540,Renewal,2021-11-19 10:15:38,,Open,90350.4609375,0.25
OPP-000541,ACC-000056,PROD-0002,255,Renewal,2024-11-20 19:33:01,,Proposal,80860.1875,0.5899999737739563
OPP-000542,ACC-000039,PROD-0013,860,Renewal,2023-07-18 08:43:00,,Open,33485.58984375,0.25999999046325684
OPP-000544,ACC-000019,PROD-0095,748,Renewal,2023-08-14 09:06:17,,Proposal,67029.2421875,0.4300000071525574
OPP-000545,ACC-000038,PROD-0034,468,Renewal,2022-02-22 22:09:53,2022-04-01 20:36:55,Closed Lost,70378.828125,0.0
OPP-000547,ACC-000014,PROD-0068,267,Renewal,2024-08-09 09:06:39,,Qualified,11160.26953125,0.33000001311302185
OPP-000567,ACC-000049,PROD-0031,488,Renewal,2025-06-15 21:47:04,,Open,42569.26953125,0.38999998569488525
OPP-000570,ACC-000055,PROD-0036,757,Renewal,2024-01-07 18:22:32,2024-06-26 01:36:28,Closed Lost,37887.4609375,0.0
OPP-000572,ACC-000056,PROD-0087,134,Renewal,2022-11-28 07:40:17,,Open,98401.4765625,0.47999998927116394
OPP-000577,ACC-000049,PROD-0083,419,Renewal,2023-09-15 06:16:21,,Proposal,67224.03125,0.4399999976158142
OPP-000580,ACC-000012,PROD-0074,722,Renewal,2022-10-26 23:51:27,2022-11-01 08:37:23,Closed Won,42858.48828125,1.0
OPP-000586,ACC-000056,PROD-0053,424,Renewal,2022-11-09 01:00:58,,Negotiation,48427.53125,0.7099999785423279
OPP-000593,ACC-000035,PROD-0009,839,Renewal,2024-05-06 03:02:48,,Negotiation,19718.779296875,0.6899999976158142
OPP-000599,ACC-000021,PROD-0041,468,Renewal,2023-11-14 22:05:22,,Open,24500.7109375,0.5799999833106995
OPP-000602,ACC-000007,PROD-0089,767,Renewal,2023-10-19 08:39:55,,Open,69312.1484375,0.1599999964237213
OPP-000608,ACC-000002,PROD-0006,984,Renewal,2024-11-28 13:07:38,,Qualified,91374.03125,0.3499999940395355
OPP-000618,ACC-000054,PROD-0076,284,Renewal,2022-01-16 15:14:21,,Qualified,90352.53125,0.20000000298023224
OPP-000637,ACC-000037,PROD-0081,533,Renewal,2022-11-26 19:58:02,,Negotiation,65835.78125,0.75
OPP-000641,ACC-000055,PROD-0035,954,Renewal,2024-12-06 18:36:47,,Qualified,63666.2109375,0.38999998569488525
OPP-000645,ACC-000036,PROD-0018,92,Renewal,2024-09-14 13:52:03,2025-02-11 00:21:41,Closed Won,19056.91015625,1.0
OPP-000646,ACC-000033,PROD-0035,296,Renewal,2023-06-22 00:06:37,,Qualified,1250.239990234375,0.20999999344348907
OPP-000652,ACC-000015,PROD-0099,443,Renewal,2025-05-27 06:13:17,,Proposal,66067.03125,0.5600000023841858
OPP-000666,ACC-000025,PROD-0013,20,Renewal,2025-04-19 23:52:38,2025-08-18 19:02:08,Closed Lost,35445.53125,0.0
OPP-000667,ACC-000048,PROD-0005,963,Renewal,2022-08-03 10:37:59,,Open,57705.078125,0.49000000953674316
OPP-000674,ACC-000050,PROD-0094,582,Renewal,2025-03-30 08:07:49,,Open,77093.9296875,0.6299999952316284
OPP-000677,ACC-000012,PROD-0086,426,Renewal,2023-07-25 21:17:50,2023-08-01 18:20:17,Closed Won,81168.03125,1.0
OPP-000678,ACC-000033,PROD-0098,536,Renewal,2021-10-08 02:43:12,,Open,93958.4609375,0.1599999964237213
OPP-000683,ACC-000045,PROD-0044,88,Renewal,2025-02-01 10:10:50,2025-03-07 14:10:24,Closed Won,92215.2734375,1.0
OPP-000689,ACC-000035,PROD-0031,795,Renewal,2022-01-12 11:19:17,,Open,15293.740234375,0.46000000834465027
OPP-000694,ACC-000003,PROD-0073,737,Renewal,2024-07-12 03:45:34,,Qualified,64872.12109375,0.4399999976158142
OPP-000696,ACC-000026,PROD-0070,146,Renewal,2021-12-11 18:16:50,,Proposal,46990.140625,0.3799999952316284
OPP-000697,ACC-000016,PROD-0009,613,Renewal,2022-11-16 19:01:58,2023-03-05 18:52:44,Closed Won,73133.921875,1.0
OPP-000701,ACC-000031,PROD-0040,347,Renewal,2023-10-04 03:55:23,,Negotiation,57817.1015625,0.8600000143051147
OPP-000703,ACC-000061,PROD-0082,597,Renewal,2024-01-01 22:30:18,,Qualified,57059.87890625,0.4399999976158142
OPP-000707,ACC-000036,PROD-0034,119,Renewal,2022-07-12 03:11:24,,Proposal,76632.4375,0.4399999976158142
OPP-000710,ACC-000012,PROD-0034,595,Renewal,2023-02-14 19:26:37,,Open,33999.76953125,0.550000011920929
OPP-000717,ACC-000001,PROD-0078,520,Renewal,2024-11-02 15:23:54,,Negotiation,53314.05078125,0.7099999785423279
OPP-000718,ACC-000038,PROD-0094,612,Renewal,2022-12-12 03:54:02,2023-03-28 21:34:47,Closed Won,7700.25,1.0
OPP-000719,ACC-000040,PROD-0099,883,Renewal,2024-06-10 20:53:19,,Open,89146.6875,0.36000001430511475
OPP-000725,ACC-000015,PROD-0088,940,Renewal,2024-07-08 11:36:48,2024-10-28 23:31:28,Closed Lost,61585.23046875,0.0
OPP-000730,ACC-000009,PROD-0047,342,Renewal,2022-11-16 00:42:12,2023-03-04 19:35:58,Closed Lost,56155.94921875,0.0
OPP-000736,ACC-000035,PROD-0072,519,Renewal,2021-10-14 16:53:22,2022-02-08 20:58:45,Closed Lost,1444.4200439453125,0.0
OPP-000745,ACC-000047,PROD-0014,580,Renewal,2021-10-02 01:57:08,,Open,61321.140625,0.6100000143051147
OPP-000747,ACC-000015,PROD-0091,153,Renewal,2024-12-18 18:56:56,,Proposal,84335.9375,0.4699999988079071
OPP-000753,ACC-000016,PROD-0098,947,Renewal,2024-09-16 15:37:55,,Qualified,71119.7265625,0.4300000071525574
OPP-000765,ACC-000027,PROD-0088,426,Renewal,2025-03-22 14:31:01,,Qualified,78964.1484375,0.3100000023841858
OPP-000770,ACC-000046,PROD-0096,63,Renewal,2024-05-19 05:31:19,,Qualified,44844.58984375,0.47999998927116394
OPP-000776,ACC-000003,PROD-0042,938,Renewal,2023-12-20 19:21:55,2023-12-23 09:12:13,Closed Lost,5771.580078125,0.0
OPP-000784,ACC-000054,PROD-0056,124,Renewal,2025-04-28 08:15:56,,Qualified,14278.66015625,0.46000000834465027
OPP-000800,ACC-000006,PROD-0065,50,Renewal,2023-03-21 07:43:24,,Qualified,21741.400390625,0.20999999344348907
OPP-000806,ACC-000030,PROD-0031,533,Renewal,2023-07-06 06:13:06,,Proposal,14375.3603515625,0.41999998688697815
OPP-000809,ACC-000037,PROD-0073,985,Renewal,2023-11-08 09:20:46,,Qualified,32095.099609375,0.25
OPP-000826,ACC-000037,PROD-0096,282,Renewal,2021-11-07 02:12:39,2021-12-04 17:42:13,Closed Lost,45870.30078125,0.0
OPP-000831,ACC-000026,PROD-0039,73,Renewal,2025-04-16 16:53:52,2025-09-17 21:34:14,Closed Lost,2675.219970703125,0.0
OPP-000833,ACC-000006,PROD-0004,547,Renewal,2024-01-23 12:29:39,,Proposal,64756.69921875,0.5400000214576721
OPP-000837,ACC-000005,PROD-0057,498,Renewal,2022-04-03 21:03:39,2022-07-02 02:41:31,Closed Won,32006.66015625,1.0
OPP-000840,ACC-000052,PROD-0046,343,Renewal,2023-11-03 03:38:44,,Proposal,45326.1484375,0.3700000047683716
OPP-000843,ACC-000052,PROD-0075,598,Renewal,2023-01-01 12:32:33,2023-02-15 08:34:17,Closed Won,63024.26953125,1.0
OPP-000844,ACC-000048,PROD-0079,490,Renewal,2022-04-13 04:31:14,,Qualified,24300.44921875,0.3700000047683716
OPP-000848,ACC-000018,PROD-0074,206,Renewal,2023-08-11 10:21:59,2024-01-23 20:45:30,Closed Lost,91823.6875,0.0
OPP-000853,ACC-000045,PROD-0013,742,Renewal,2022-08-20 20:06:47,,Proposal,40355.73828125,0.5899999737739563
OPP-000860,ACC-000027,PROD-0047,993,Renewal,2021-08-26 09:26:22,,Negotiation,7950.52001953125,0.7599999904632568
OPP-000867,ACC-000012,PROD-0041,190,Renewal,2024-06-05 05:19:58,,Proposal,76399.421875,0.5099999904632568
OPP-000876,ACC-000042,PROD-0019,261,Renewal,2022-09-05 15:16:31,,Qualified,27673.80078125,0.4000000059604645
OPP-000880,ACC-000041,PROD-0072,143,Renewal,2024-02-01 06:48:35,,Proposal,23093.990234375,0.5600000023841858
OPP-000883,ACC-000036,PROD-0038,142,Renewal,2023-07-02 12:00:00,,Proposal,26085.05078125,0.4300000071525574
OPP-000884,ACC-000045,PROD-0056,781,Renewal,2024-03-04 06:32:38,2024-07-27 07:03:06,Closed Won,33298.46875,1.0
OPP-000886,ACC-000017,PROD-0091,132,Renewal,2021-10-27 20:50:01,2022-03-10 16:50:58,Closed Won,87834.2265625,1.0
OPP-000899,ACC-000011,PROD-0042,328,Renewal,2023-12-07 04:42:22,,Proposal,83647.5703125,0.5099999904632568
OPP-000906,ACC-000050,PROD-0088,107,Renewal,2021-08-22 10:47:11,2022-01-05 09:57:34,Closed Lost,1055.6700439453125,0.0
OPP-000912,ACC-000055,PROD-0029,217,Renewal,2022-08-07 03:45:10,,Proposal,75068.65625,0.5
OPP-000918,ACC-000029,PROD-0046,582,Renewal,2023-12-05 11:29:51,2023-12-16 12:03:48,Closed Lost,4068.260009765625,0.0
OPP-000920,ACC-000052,PROD-0078,721,Renewal,2022-09-24 19:04:36,,Proposal,37023.55078125,0.4399999976158142
OPP-000926,ACC-000006,PROD-0098,986,Renewal,2021-11-03 17:55:51,2021-11-29 08:57:39,Closed Won,32191.0390625,1.0
OPP-000927,ACC-000052,PROD-0016,292,Renewal,2023-08-22 23:43:05,,Proposal,16431.640625,0.3199999928474426
OPP-000929,ACC-000021,PROD-0048,353,Renewal,2024-10-28 02:31:29,,Qualified,98682.7578125,0.20999999344348907
OPP-000930,ACC-000031,PROD-0033,76,Renewal,2022-09-03 04:40:58,2022-10-23 03:19:31,Closed Won,97463.1328125,1.0
OPP-000932,ACC-000031,PROD-0087,750,Renewal,2022-09-08 01:07:18,2022-11-01 11:43:34,Closed Lost,33167.8515625,0.0
OPP-000935,ACC-000046,PROD-0043,439,Renewal,2024-08-23 08:12:42,2024-09-15 00:04:10,Closed Lost,50343.48046875,0.0
OPP-000936,ACC-000014,PROD-0030,662,Renewal,2024-01-22 13:49:39,2024-02-26 11:35:13,Closed Won,41584.30859375,1.0
OPP-000939,ACC-000061,PROD-0044,693,Renewal,2022-02-18 08:28:22,2022-06-27 08:21:38,Closed Lost,11314.16015625,0.0
OPP-000941,ACC-000003,PROD-0059,447,Renewal,2023-01-23 23:38:07,,Proposal,89510.6328125,0.4099999964237213
OPP-000949,ACC-000053,PROD-0089,842,Renewal,2025-02-26 15:57:22,2025-03-06 02:10:08,Closed Lost,88725.5390625,0.0
OPP-000950,ACC-000053,PROD-0044,182,Renewal,2022-12-13 04:01:42,,Negotiation,22534.369140625,0.7599999904632568
OPP-000954,ACC-000047,PROD-0010,725,Renewal,2024-12-26 01:48:41,,Qualified,26458.58984375,0.25999999046325684
OPP-000956,ACC-000005,PROD-0089,860,Renewal,2025-01-19 18:15:01,,Qualified,38421.890625,0.3700000047683716
OPP-000960,ACC-000045,PROD-0066,799,Renewal,2023-02-13 19:13:47,,Qualified,49103.98828125,0.20999999344348907
OPP-000961,ACC-000007,PROD-0093,972,Renewal,2022-07-03 05:03:08,2022-11-09 11:59:05,Closed Lost,82874.0078125,0.0
OPP-000962,ACC-000024,PROD-0094,454,Renewal,2023-05-13 09:00:55,,Proposal,45848.16015625,0.5699999928474426
OPP-000967,ACC-000022,PROD-0082,236,Renewal,2024-08-12 08:41:43,,Proposal,32807.8203125,0.6000000238418579
OPP-000968,ACC-000049,PROD-0022,355,Renewal,2025-01-26 07:32:21,2025-04-04 07:42:30,Closed Won,66647.546875,1.0
OPP-000971,ACC-000050,PROD-0030,890,Renewal,2022-08-13 07:06:26,,Open,79825.90625,0.3400000035762787
OPP-000972,ACC-000025,PROD-0069,118,Renewal,2024-09-14 04:12:40,,Qualified,76945.1328125,0.30000001192092896
OPP-000985,ACC-000028,PROD-0011,470,Renewal,2024-06-28 16:41:40,2024-09-13 10:33:16,Closed Won,34258.94921875,1.0
OPP-000986,ACC-000058,PROD-0024,434,Renewal,2023-07-05 19:42:39,,Open,62347.6796875,0.4000000059604645
OPP-000990,ACC-000045,PROD-0075,214,Renewal,2021-07-17 00:00:54,,Negotiation,89685.453125,0.6800000071525574
