0,1,2
Emerson Electric Co.,95188.4609375,0.8399999737739563
"Salesforce, Inc.",92960.5390625,0.8600000143051147
Electronic Arts Inc.,93966.078125,0.8500000238418579
"Citizens Financial Group, Inc.",98554.9609375,0.8100000023841858
"Citizens Financial Group, Inc.",95034.3515625,0.8399999737739563
International Business Machines Corporation,98471.453125,0.8100000023841858
"DoorDash, Inc.",92628.140625,0.8600000143051147
International Business Machines Corporation,99454.6484375,0.800000011920929
Fortive Corporation,98222.0390625,0.8100000023841858
SAP SE,91376.5390625,0.8700000047683716
Citigroup Inc.,89153.3984375,0.8899999856948853
Adobe Inc.,91180.8984375,0.8700000047683716
Oracle Corporation,93318.3203125,0.8500000238418579
Intuit Inc.,94406.609375,0.8399999737739563
Spotify Technology S.A.,99104.9765625,0.800000011920929
Edison International,91004.4609375,0.8700000047683716
SAP SE,92037.296875,0.8600000143051147
Alphabet Inc.,95353.7265625,0.8299999833106995
"ServiceNow, Inc.",99971.8203125,0.7900000214576721
"Fiserv, Inc.",97432.6875,0.8100000023841858
Equifax Inc.,88593.109375,0.8899999856948853
"D.R. Horton, Inc.",93840.0625,0.8399999737739563
International Business Machines Corporation,97241.796875,0.8100000023841858
"ServiceNow, Inc.",89465.046875,0.8799999952316284
Ford Motor Company,93693.25,0.8399999737739563
"Amazon.com, Inc.",94717.15625,0.8299999833106995
Dover Corporation,99303.2421875,0.7900000214576721
Edison International,95631.3671875,0.8199999928474426
CME Group Inc.,94472.03125,0.8299999833106995
The Clorox Company,90081.3984375,0.8700000047683716
Ford Motor Company,87926.28125,0.8899999856948853
"DoorDash, Inc.",87708.9765625,0.8899999856948853
Equifax Inc.,90765.71875,0.8600000143051147
"Cisco Systems, Inc.",94030.21875,0.8299999833106995
The Coca-Cola Company,93944.3203125,0.8299999833106995
"ServiceNow, Inc.",94996.109375,0.8199999928474426
"Fiserv, Inc.",99777.7734375,0.7799999713897705
SAP SE,98466.609375,0.7900000214576721
"Netflix, Inc.",92543.5234375,0.8399999737739563
"Elevance Health, Inc.",89338.75,0.8700000047683716
"EOG Resources, Inc.",92487.15625,0.8399999737739563
FirstEnergy Corp.,95858.4609375,0.8100000023841858
FirstEnergy Corp.,86105.53125,0.8999999761581421
Sigmasoft Infotech Pvt.Ltd,89054.2265625,0.8700000047683716
Hewlett Packard Enterprise Company,98063.1484375,0.7900000214576721
The Clorox Company,87025.6015625,0.8899999856948853
Ford Motor Company,92120.328125,0.8399999737739563
FirstEnergy Corp.,93201.8671875,0.8299999833106995
"ServiceNow, Inc.",99053.21875,0.7799999713897705
Atlassian Corporation,90875.1328125,0.8500000238418579
FirstEnergy Corp.,99013.2265625,0.7799999713897705
"DuPont de Nemours, Inc.",97734.921875,0.7900000214576721
"Enphase Energy, Inc.",91807.921875,0.8399999737739563
Duke Energy Corporation,88635.7578125,0.8700000047683716
Dover Corporation,93915.3125,0.8199999928474426
"Dropbox, Inc.",95074.078125,0.8100000023841858
"Enphase Energy, Inc.",89518.8203125,0.8600000143051147
"ServiceNow, Inc.",90540.1328125,0.8500000238418579
Eastman Chemical Company,93844.859375,0.8199999928474426
"DuPont de Nemours, Inc.",87374.3984375,0.8799999952316284
Tata Consultancy Services Limited,92628.3203125,0.8299999833106995
Zoom Communications Inc.,94855.5625,0.8100000023841858
Eastman Chemical Company,85351.140625,0.8999999761581421
SAP SE,99730.6015625,0.7699999809265137
Fortive Corporation,85298.1875,0.8999999761581421
"D.R. Horton, Inc.",98387.6484375,0.7799999713897705
"Workday, Inc.",93526.2265625,0.8199999928474426
Ford Motor Company,94675.46875,0.8100000023841858
International Business Machines Corporation,87137.046875,0.8799999952316284
Dell Technologies Inc.,89061.1015625,0.8600000143051147
"Citizens Financial Group, Inc.",85030.0078125,0.8999999761581421
Cognizant Technology Solutions Corporation,98021.546875,0.7799999713897705
Cognizant Technology Solutions Corporation,86706.453125,0.8799999952316284
"ServiceNow, Inc.",99017.46875,0.7699999809265137
Zoom Communications Inc.,98999.4375,0.7699999809265137
Eastman Chemical Company,98997.7421875,0.7699999809265137
"DuPont de Nemours, Inc.",97696.3125,0.7799999713897705
Slack Technologies Inc,85419.953125,0.8899999856948853
"Workday, Inc.",87300.421875,0.8700000047683716
Microsoft Corporation,89294.3125,0.8500000238418579
Edwards Lifesciences Corporation,91407.96875,0.8299999833106995
Spotify Technology S.A.,94834.421875,0.800000011920929
Snowflake Inc.,97265.0390625,0.7799999713897705
"Salesforce, Inc.",97258.359375,0.7799999713897705
"EPAM Systems, Inc.",98459.4375,0.7699999809265137
Edison International,89026.9765625,0.8500000238418579
"Coinbase Global, Inc.",93397.90625,0.8100000023841858
Adobe Inc.,90059.15625,0.8399999737739563
Atlassian Corporation,91119.1796875,0.8299999833106995
Zoom Communications Inc.,93349.46875,0.8100000023841858
"DoorDash, Inc.",87917.890625,0.8600000143051147
"Citizens Financial Group, Inc.",93343.609375,0.8100000023841858
DTE Energy Company,93268.9921875,0.8100000023841858
Adobe Inc.,95573.0625,0.7900000214576721
EQT Corporation,94354.7421875,0.800000011920929
DTE Energy Company,96769.9765625,0.7799999713897705
"Dropbox, Inc.",91879.7265625,0.8199999928474426
"EPAM Systems, Inc.",95346.25,0.7900000214576721
"ServiceNow, Inc.",94096.65625,0.800000011920929
CME Group Inc.,97757.7890625,0.7699999809265137
"First Solar, Inc.",84505.84375,0.8899999856948853
The Coca-Cola Company,84399.8828125,0.8899999856948853
Spotify Technology S.A.,84356.7421875,0.8899999856948853
Emerson Electric Co.,86256.140625,0.8700000047683716
SAP SE,87255.4921875,0.8600000143051147
"DuPont de Nemours, Inc.",99977.171875,0.75
Dover Corporation,94899.2109375,0.7900000214576721
Hewlett Packard Enterprise Company,93622.4609375,0.800000011920929
Snowflake Inc.,87049.6328125,0.8600000143051147
"Fiserv, Inc.",94747.21875,0.7900000214576721
CME Group Inc.,84995.640625,0.8799999952316284
"EPAM Systems, Inc.",97048.421875,0.7699999809265137
Duke Energy Corporation,99587.1875,0.75
The Clorox Company,91066.0,0.8199999928474426
DTE Energy Company,96907.59375,0.7699999809265137
Slack Technologies Inc,93156.6328125,0.800000011920929
EQT Corporation,87662.84375,0.8500000238418579
DTE Energy Company,94290.4296875,0.7900000214576721
Zoom Communications Inc.,96730.109375,0.7699999809265137
"Dropbox, Inc.",87492.9609375,0.8500000238418579
The Clorox Company,99149.859375,0.75
The Coca-Cola Company,88494.921875,0.8399999737739563
"Enphase Energy, Inc.",89527.671875,0.8299999833106995
Electronic Arts Inc.,96493.53125,0.7699999809265137
Edison International,87407.4921875,0.8500000238418579
Snowflake Inc.,84413.6796875,0.8799999952316284
FirstEnergy Corp.,89465.40625,0.8299999833106995
"Dropbox, Inc.",90539.46875,0.8199999928474426
Oracle Corporation,82450.578125,0.8999999761581421
"Citizens Financial Group, Inc.",98926.8984375,0.75
Dell Technologies Inc.,96354.9296875,0.7699999809265137
Wipro Limited,90461.8828125,0.8199999928474426
Edison International,82411.0,0.8999999761581421
Tata Consultancy Services Limited,85238.296875,0.8700000047683716
"Fortinet, Inc.",86175.0078125,0.8600000143051147
Wipro Limited,93738.3828125,0.7900000214576721
DTE Energy Company,84143.359375,0.8799999952316284
Fortive Corporation,97377.953125,0.7599999904632568
Snowflake Inc.,95997.90625,0.7699999809265137
"Netflix, Inc.",85922.171875,0.8600000143051147
"Fiserv, Inc.",90111.96875,0.8199999928474426
Adobe Inc.,94723.9296875,0.7799999713897705
"Vmware, Inc",88934.1484375,0.8299999833106995
"Elevance Health, Inc.",87861.3515625,0.8399999737739563
Microsoft Corporation,84830.5,0.8700000047683716
Tata Consultancy Services Limited,92241.7421875,0.800000011920929
"Citizens Financial Group, Inc.",84801.109375,0.8700000047683716
DTE Energy Company,88877.953125,0.8299999833106995
Oracle Corporation,82862.6875,0.8899999856948853
"HubSpot, Inc.",97024.9765625,0.7599999904632568
Tata Consultancy Services Limited,99581.15625,0.7400000095367432
EQT Corporation,98143.6015625,0.75
Sigmasoft Infotech Pvt.Ltd,90848.453125,0.8100000023841858
"Fiserv, Inc.",89691.0625,0.8199999928474426
Alphabet Inc.,83555.390625,0.8799999952316284
"Amazon.com, Inc.",93007.2109375,0.7900000214576721
Edwards Lifesciences Corporation,96662.203125,0.7599999904632568
"Citizens Financial Group, Inc.",96591.3671875,0.7599999904632568
Hewlett Packard Enterprise Company,87289.6484375,0.8399999737739563
Edwards Lifesciences Corporation,81463.9375,0.8999999761581421
"Elevance Health, Inc.",96459.21875,0.7599999904632568
Duke Energy Corporation,87269.859375,0.8399999737739563
Entergy Corporation,87217.6015625,0.8399999737739563
"Fiserv, Inc.",96354.28125,0.7599999904632568
Alphabet Inc.,95099.03125,0.7699999809265137
"DoorDash, Inc.",88157.9609375,0.8299999833106995
EQT Corporation,89203.9296875,0.8199999928474426
Eastman Chemical Company,89180.5703125,0.8199999928474426
The Clorox Company,92532.0625,0.7900000214576721
Emerson Electric Co.,92512.7578125,0.7900000214576721
Dover Corporation,92477.4921875,0.7900000214576721
Emerson Electric Co.,81126.4609375,0.8999999761581421
DTE Energy Company,90106.7421875,0.8100000023841858
Eastman Chemical Company,93521.25,0.7799999713897705
FirstEnergy Corp.,98534.671875,0.7400000095367432
Sigmasoft Infotech Pvt.Ltd,98391.890625,0.7400000095367432
"Netflix, Inc.",88791.8515625,0.8199999928474426
"Fortinet, Inc.",92162.84375,0.7900000214576721
"Vmware, Inc",89881.3671875,0.8100000023841858
"Vmware, Inc",84646.2265625,0.8600000143051147
"ServiceNow, Inc.",93285.1875,0.7799999713897705
"Salesforce, Inc.",85597.59375,0.8500000238418579
FirstEnergy Corp.,93273.0390625,0.7799999713897705
Hewlett Packard Enterprise Company,90928.2265625,0.800000011920929
"D.R. Horton, Inc.",90874.4296875,0.800000011920929
"ServiceNow, Inc.",82593.6171875,0.8799999952316284
Entergy Corporation,99559.0078125,0.7300000190734863
Fortive Corporation,91989.7890625,0.7900000214576721
Atlassian Corporation,98190.8828125,0.7400000095367432
"D.R. Horton, Inc.",98100.2265625,0.7400000095367432
Spotify Technology S.A.,81469.8125,0.8899999856948853
EQT Corporation,97932.5703125,0.7400000095367432
Snowflake Inc.,99149.8671875,0.7300000190734863
Colgate-Palmolive Company,99132.5234375,0.7300000190734863
"Fortinet, Inc.",96488.1875,0.75
SAP SE,87159.1015625,0.8299999833106995
"HubSpot, Inc.",95033.0234375,0.7599999904632568
"Fiserv, Inc.",85942.578125,0.8399999737739563
Emerson Electric Co.,93739.390625,0.7699999809265137
Hewlett Packard Enterprise Company,97497.2421875,0.7400000095367432
Alphabet Inc.,86748.7890625,0.8299999833106995
EQT Corporation,84696.9921875,0.8500000238418579
"Dropbox, Inc.",97156.0703125,0.7400000095367432
"Salesforce, Inc.",85570.0234375,0.8399999737739563
DTE Energy Company,89830.4921875,0.800000011920929
"Vmware, Inc",89752.4921875,0.800000011920929
"EOG Resources, Inc.",95482.34375,0.75
"ServiceNow, Inc.",95468.421875,0.75
SAP SE,80356.7421875,0.8899999856948853
The Clorox Company,84066.7265625,0.8500000238418579
DTE Energy Company,92793.140625,0.7699999809265137
"Amazon.com, Inc.",80251.0078125,0.8899999856948853
"Netflix, Inc.",87070.4296875,0.8199999928474426
"ServiceNow, Inc.",90358.9375,0.7900000214576721
Microsoft Corporation,83938.671875,0.8500000238418579
"Fiserv, Inc.",82006.328125,0.8700000047683716
Eastman Chemical Company,95060.078125,0.75
"Workday, Inc.",83830.296875,0.8500000238418579
Tata Consultancy Services Limited,92439.578125,0.7699999809265137
"Citizens Financial Group, Inc.",80808.5390625,0.8799999952316284
Spotify Technology S.A.,86700.2578125,0.8199999928474426
"ServiceNow, Inc.",92324.4296875,0.7699999809265137
"Fiserv, Inc.",94708.8984375,0.75
"HubSpot, Inc.",92241.078125,0.7699999809265137
Adobe Inc.,98539.1328125,0.7200000286102295
"DoorDash, Inc.",94585.5078125,0.75
"Enphase Energy, Inc.",92104.6875,0.7699999809265137
"DuPont de Nemours, Inc.",94499.921875,0.75
Electronic Arts Inc.,90858.4921875,0.7799999713897705
Citigroup Inc.,83356.4609375,0.8500000238418579
Emerson Electric Co.,85316.5,0.8299999833106995
Tata Consultancy Services Limited,80365.8828125,0.8799999952316284
"Fortinet, Inc.",88401.8828125,0.800000011920929
Atlassian Corporation,89492.2109375,0.7900000214576721
Oracle Corporation,89465.109375,0.7900000214576721
Eastman Chemical Company,84120.59375,0.8399999737739563
Infosys Limited,80201.1796875,0.8799999952316284
"Amazon.com, Inc.",88201.359375,0.800000011920929
The Clorox Company,97972.2109375,0.7200000286102295
"First Solar, Inc.",96597.609375,0.7300000190734863
CME Group Inc.,95179.796875,0.7400000095367432
"Cisco Systems, Inc.",82786.078125,0.8500000238418579
The Clorox Company,89063.25,0.7900000214576721
Citigroup Inc.,91352.171875,0.7699999809265137
"EPAM Systems, Inc.",85729.328125,0.8199999928474426
"Citizens Financial Group, Inc.",82698.0625,0.8500000238418579
Atlassian Corporation,86743.96875,0.8100000023841858
Alphabet Inc.,84593.6171875,0.8299999833106995
Tata Consultancy Services Limited,79764.921875,0.8799999952316284
"Enphase Energy, Inc.",98836.4296875,0.7099999785423279
"Meta Platforms, Inc.",80585.609375,0.8700000047683716
Entergy Corporation,92220.5625,0.7599999904632568
International Business Machines Corporation,84431.359375,0.8299999833106995
Microsoft Corporation,97216.9921875,0.7200000286102295
"Fortinet, Inc.",85267.2109375,0.8199999928474426
"Netflix, Inc.",94343.8671875,0.7400000095367432
Electronic Arts Inc.,87211.3203125,0.800000011920929
Citigroup Inc.,81105.7890625,0.8600000143051147
Sigmasoft Infotech Pvt.Ltd,86084.5625,0.8100000023841858
"Salesforce, Inc.",90530.3984375,0.7699999809265137
Colgate-Palmolive Company,88197.34375,0.7900000214576721
Dover Corporation,94119.046875,0.7400000095367432
EQT Corporation,96729.828125,0.7200000286102295
Alphabet Inc.,80039.359375,0.8700000047683716
The Clorox Company,98054.7421875,0.7099999785423279
Zoom Communications Inc.,94072.03125,0.7400000095367432
Duke Energy Corporation,92781.3984375,0.75
Dell Technologies Inc.,95296.109375,0.7300000190734863
Infosys Limited,85878.6328125,0.8100000023841858
Dover Corporation,80873.1328125,0.8600000143051147
SAP SE,85817.8984375,0.8100000023841858
"DuPont de Nemours, Inc.",99302.0625,0.699999988079071
Electronic Arts Inc.,78082.7578125,0.8899999856948853
Dover Corporation,99249.21875,0.699999988079071
Dell Technologies Inc.,78058.953125,0.8899999856948853
"Meta Platforms, Inc.",84713.4609375,0.8199999928474426
Eastman Chemical Company,79828.453125,0.8700000047683716
"ServiceNow, Inc.",78031.8828125,0.8899999856948853
"Dominion Energy, Inc.",78888.9296875,0.8799999952316284
Duke Energy Corporation,84630.953125,0.8199999928474426
"Fortinet, Inc.",80662.7109375,0.8600000143051147
DTE Energy Company,81562.15625,0.8500000238418579
"EOG Resources, Inc.",89998.6015625,0.7699999809265137
Ford Motor Company,84494.328125,0.8199999928474426
Edwards Lifesciences Corporation,94894.2890625,0.7300000190734863
"EOG Resources, Inc.",87666.8984375,0.7900000214576721
Tata Consultancy Services Limited,84363.1484375,0.8199999928474426
SAP SE,96079.9765625,0.7200000286102295
Sigmasoft Infotech Pvt.Ltd,76859.328125,0.8999999761581421
"Citizens Financial Group, Inc.",87535.859375,0.7900000214576721
Wipro Limited,88638.8671875,0.7799999713897705
"Elevance Health, Inc.",94668.609375,0.7300000190734863
"EOG Resources, Inc.",90925.6328125,0.7599999904632568
Emerson Electric Co.,97323.5625,0.7099999785423279
Edwards Lifesciences Corporation,87463.7734375,0.7900000214576721
"HubSpot, Inc.",90868.703125,0.7599999904632568
Hewlett Packard Enterprise Company,76666.25,0.8999999761581421
CME Group Inc.,91907.0,0.75
Edwards Lifesciences Corporation,90586.359375,0.7599999904632568
Spotify Technology S.A.,81932.859375,0.8399999737739563
"DuPont de Nemours, Inc.",94262.46875,0.7300000190734863
EQT Corporation,84769.1015625,0.8100000023841858
Hewlett Packard Enterprise Company,95303.4296875,0.7200000286102295
CME Group Inc.,82644.671875,0.8299999833106995
Wipro Limited,93781.59375,0.7300000190734863
Edwards Lifesciences Corporation,99184.359375,0.6899999976158142
"EOG Resources, Inc.",91215.953125,0.75
DTE Energy Company,81422.078125,0.8399999737739563
Tata Consultancy Services Limited,85427.0390625,0.800000011920929
"ServiceNow, Inc.",83270.90625,0.8199999928474426
"Amazon.com, Inc.",90990.7734375,0.75
Colgate-Palmolive Company,93449.171875,0.7300000190734863
International Business Machines Corporation,88494.5234375,0.7699999809265137
Hewlett Packard Enterprise Company,83083.75,0.8199999928474426
Hewlett Packard Enterprise Company,87283.4765625,0.7799999713897705
Ford Motor Company,85077.421875,0.800000011920929
Edwards Lifesciences Corporation,98622.2421875,0.6899999976158142
"Dominion Energy, Inc.",80043.2265625,0.8500000238418579
"Fiserv, Inc.",83964.15625,0.8100000023841858
Wipro Limited,87152.09375,0.7799999713897705
"Meta Platforms, Inc.",79041.2109375,0.8600000143051147
Eastman Chemical Company,77226.1484375,0.8799999952316284
Electronic Arts Inc.,99907.2109375,0.6800000071525574
SAP SE,98453.7109375,0.6899999976158142
Emerson Electric Co.,98423.359375,0.6899999976158142
Oracle Corporation,83825.8125,0.8100000023841858
"Amazon.com, Inc.",89338.2734375,0.7599999904632568
The Coca-Cola Company,82764.2734375,0.8199999928474426
"Cisco Systems, Inc.",77104.296875,0.8799999952316284
CMS Energy Corporation,85863.5,0.7900000214576721
Edison International,95519.53125,0.7099999785423279
Dover Corporation,90387.6328125,0.75
"Enphase Energy, Inc.",79695.578125,0.8500000238418579
SAP SE,78762.5703125,0.8600000143051147
The Coca-Cola Company,96750.4765625,0.699999988079071
Zoom Communications Inc.,77820.65625,0.8700000047683716
"DuPont de Nemours, Inc.",86769.5234375,0.7799999713897705
"DoorDash, Inc.",93997.7265625,0.7200000286102295
CME Group Inc.,98061.8125,0.6899999976158142
"Elevance Health, Inc.",76884.15625,0.8799999952316284
"ServiceNow, Inc.",96640.7109375,0.699999988079071
"Coinbase Global, Inc.",76839.5625,0.8799999952316284
"D.R. Horton, Inc.",91362.1484375,0.7400000095367432
Electronic Arts Inc.,85541.2109375,0.7900000214576721
Cognizant Technology Solutions Corporation,80444.9765625,0.8399999737739563
Infosys Limited,78539.3671875,0.8600000143051147
"Dominion Energy, Inc.",79458.546875,0.8500000238418579
Citigroup Inc.,93802.453125,0.7200000286102295
"Coinbase Global, Inc.",84420.0390625,0.800000011920929
Oracle Corporation,84406.328125,0.800000011920929
Slack Technologies Inc,77590.84375,0.8700000047683716
Adobe Inc.,92454.4921875,0.7300000190734863
Emerson Electric Co.,81296.9609375,0.8299999833106995
"Coinbase Global, Inc.",92367.7265625,0.7300000190734863
"Amazon.com, Inc.",96318.8671875,0.699999988079071
"HubSpot, Inc.",97700.9765625,0.6899999976158142
"DoorDash, Inc.",84243.1796875,0.800000011920929
Sigmasoft Infotech Pvt.Ltd,97647.0625,0.6899999976158142
"DoorDash, Inc.",87440.828125,0.7699999809265137
Hewlett Packard Enterprise Company,98987.0625,0.6800000071525574
"Netflix, Inc.",96158.640625,0.699999988079071
Colgate-Palmolive Company,80131.6015625,0.8399999737739563
Infosys Limited,82073.140625,0.8199999928474426
Entergy Corporation,83053.203125,0.8100000023841858
Cognizant Technology Solutions Corporation,84085.8671875,0.800000011920929
Oracle Corporation,81977.2890625,0.8199999928474426
"Fortinet, Inc.",98854.6875,0.6800000071525574
Infosys Limited,95968.1875,0.699999988079071
Wipro Limited,79899.2578125,0.8399999737739563
"Cisco Systems, Inc.",83878.5,0.800000011920929
Eastman Chemical Company,97201.890625,0.6899999976158142
Electronic Arts Inc.,85959.890625,0.7799999713897705
Entergy Corporation,93057.9375,0.7200000286102295
Emerson Electric Co.,82715.3203125,0.8100000023841858
"Dominion Energy, Inc.",89317.7109375,0.75
The Coca-Cola Company,90509.7578125,0.7400000095367432
Wipro Limited,80654.1875,0.8299999833106995
Electronic Arts Inc.,98412.3203125,0.6800000071525574
Sigmasoft Infotech Pvt.Ltd,86878.6796875,0.7699999809265137
"DuPont de Nemours, Inc.",84649.0625,0.7900000214576721
Hewlett Packard Enterprise Company,87987.2421875,0.7599999904632568
Equifax Inc.,77752.6875,0.8600000143051147
"Coinbase Global, Inc.",95508.546875,0.699999988079071
Microsoft Corporation,78648.65625,0.8500000238418579
"DuPont de Nemours, Inc.",91566.7265625,0.7300000190734863
"Fiserv, Inc.",95486.65625,0.699999988079071
Ford Motor Company,85665.90625,0.7799999713897705
Electronic Arts Inc.,79509.1015625,0.8399999737739563
"Workday, Inc.",98188.2265625,0.6800000071525574
DTE Energy Company,81268.90625,0.8199999928474426
SAP SE,79327.65625,0.8399999737739563
"Netflix, Inc.",82241.59375,0.8100000023841858
Microsoft Corporation,87625.4765625,0.7599999904632568
"HubSpot, Inc.",96497.8125,0.6899999976158142
Alphabet Inc.,76527.8984375,0.8700000047683716
Cognizant Technology Solutions Corporation,99336.5,0.6700000166893005
FirstEnergy Corp.,82119.140625,0.8100000023841858
Equifax Inc.,79169.5703125,0.8399999737739563
International Business Machines Corporation,96377.9921875,0.6899999976158142
"Workday, Inc.",80090.0703125,0.8299999833106995
Slack Technologies Inc,97688.2734375,0.6800000071525574
"Workday, Inc.",97638.140625,0.6800000071525574
"HubSpot, Inc.",93508.59375,0.7099999785423279
Edwards Lifesciences Corporation,99036.21875,0.6700000166893005
"Cisco Systems, Inc.",74539.2109375,0.8899999856948853
Tata Consultancy Services Limited,83912.5078125,0.7900000214576721
EQT Corporation,97397.421875,0.6800000071525574
"Enphase Energy, Inc.",85974.25,0.7699999809265137
SAP SE,91855.34375,0.7200000286102295
"Enphase Energy, Inc.",78729.6484375,0.8399999737739563
Intuit Inc.,76874.328125,0.8600000143051147
Infosys Limited,77776.078125,0.8500000238418579
"Amazon.com, Inc.",78697.8515625,0.8399999737739563
Oracle Corporation,82626.4375,0.800000011920929
EQT Corporation,94426.28125,0.699999988079071
Dover Corporation,94421.4375,0.699999988079071
Dell Technologies Inc.,96974.6015625,0.6800000071525574
"Netflix, Inc.",86754.6484375,0.7599999904632568
Microsoft Corporation,90309.890625,0.7300000190734863
"Meta Platforms, Inc.",74887.2421875,0.8799999952316284
"Elevance Health, Inc.",78441.2421875,0.8399999737739563
"EPAM Systems, Inc.",78440.359375,0.8399999737739563
"DoorDash, Inc.",82322.1015625,0.800000011920929
Entergy Corporation,93911.15625,0.699999988079071
CME Group Inc.,96650.3203125,0.6800000071525574
"Meta Platforms, Inc.",82122.546875,0.800000011920929
Sigmasoft Infotech Pvt.Ltd,95192.6171875,0.6899999976158142
FirstEnergy Corp.,78182.453125,0.8399999737739563
"Enphase Energy, Inc.",74625.109375,0.8799999952316284
"Fortinet, Inc.",87558.3125,0.75
