0,1,2,3,4,5,6,7,8,9
OPP-000945,ACC-000012,PROD-0059,799,New Business,2024-06-21 04:30:35,2024-08-07 01:15:44,Closed Lost,29321.119140625,0.0
OPP-000985,ACC-000028,PROD-0011,470,Renewal,2024-06-28 16:41:40,2024-09-13 10:33:16,Closed Won,34258.94921875,1.0
OPP-000996,ACC-000056,PROD-0046,429,Cross-sell,2024-05-17 13:47:47,2024-07-18 21:00:43,Closed Won,80180.2734375,1.0
OPP-001065,ACC-000032,PROD-0099,91,Cross-sell,2024-06-13 05:34:34,2024-07-20 00:18:14,Closed Won,40632.1484375,1.0
OPP-001098,ACC-000036,PROD-0072,909,Expansion,2024-03-27 07:05:09,2024-07-01 20:14:20,Closed Lost,34723.05859375,0.0
OPP-001118,ACC-000045,PROD-0092,907,Cross-sell,2024-04-07 18:18:45,2024-08-11 02:29:28,Closed Lost,54778.609375,0.0
OPP-001153,ACC-000001,PROD-0039,602,Expansion,2024-05-22 18:24:27,2024-07-21 13:41:19,Closed Lost,48217.0,0.0
OPP-001176,ACC-000011,PROD-0012,67,Cross-sell,2024-03-04 04:50:12,2024-07-16 23:04:32,Closed Won,84412.2890625,1.0
OPP-001182,ACC-000010,PROD-0078,281,New Business,2024-08-13 20:36:05,2024-09-20 15:34:11,Closed Lost,15164.4404296875,0.0
OPP-001208,ACC-000005,PROD-0088,863,Renewal,2024-04-30 05:05:17,2024-08-10 19:00:08,Closed Won,55989.08984375,1.0
OPP-001314,ACC-000044,PROD-0087,752,Expansion,2024-02-27 21:07:42,2024-08-07 08:49:15,Closed Won,94102.671875,1.0
OPP-001419,ACC-000059,PROD-0041,196,Cross-sell,2024-02-03 13:08:54,2024-07-29 09:26:53,Closed Won,56414.8984375,1.0
OPP-001510,ACC-000018,PROD-0004,166,Upsell,2024-08-14 12:52:44,2024-08-26 04:19:11,Closed Won,96534.09375,1.0
OPP-001578,ACC-000046,PROD-0022,607,Renewal,2024-06-15 10:50:01,2024-07-15 04:20:57,Closed Won,80369.0625,1.0
OPP-001587,ACC-000019,PROD-0068,305,New Business,2024-05-23 15:34:14,2024-09-06 18:50:25,Closed Won,5877.759765625,1.0
OPP-001610,ACC-000014,PROD-0041,997,Upsell,2024-04-27 22:36:55,2024-09-11 06:14:05,Closed Lost,37278.640625,0.0
OPP-001651,ACC-000002,PROD-0022,176,Upsell,2024-07-01 01:36:34,2024-07-08 19:16:20,Closed Lost,57763.859375,0.0
OPP-001674,ACC-000026,PROD-0087,356,Expansion,2024-06-28 10:51:42,2024-08-25 20:15:23,Closed Won,60678.23828125,1.0
OPP-001794,ACC-000034,PROD-0007,314,Cross-sell,2024-03-19 15:21:28,2024-08-29 15:12:44,Closed Lost,78178.46875,0.0
OPP-001841,ACC-000044,PROD-0005,235,Cross-sell,2024-03-12 22:44:28,2024-09-07 01:27:24,Closed Lost,71619.6328125,0.0
OPP-001900,ACC-000045,PROD-0003,264,Expansion,2024-06-06 01:57:59,2024-08-16 11:39:30,Closed Lost,35669.23046875,0.0
OPP-001972,ACC-000043,PROD-0054,611,Renewal,2024-09-26 05:31:44,2024-09-29 22:42:01,Closed Lost,19038.279296875,0.0
OPP-001974,ACC-000001,PROD-0085,524,Cross-sell,2024-07-14 13:07:15,2024-08-21 17:47:49,Closed Lost,71604.09375,0.0
OPP-002009,ACC-000053,PROD-0045,769,New Business,2024-07-24 08:55:54,2024-08-02 06:10:52,Closed Lost,54750.71875,0.0
OPP-002034,ACC-000021,PROD-0043,1000,Cross-sell,2024-05-10 20:11:41,2024-08-15 07:26:31,Closed Lost,68925.6796875,0.0
OPP-002137,ACC-000054,PROD-0055,266,Cross-sell,2024-07-14 09:49:24,2024-09-28 23:04:11,Closed Lost,7301.47998046875,0.0
OPP-002140,ACC-000046,PROD-0009,857,New Business,2024-05-12 04:28:09,2024-08-16 10:36:54,Closed Lost,87974.8984375,0.0
OPP-002199,ACC-000037,PROD-0023,50,Renewal,2024-06-13 16:56:29,2024-09-13 21:54:05,Closed Lost,64952.87109375,0.0
OPP-002259,ACC-000005,PROD-0085,82,Cross-sell,2024-04-24 05:11:14,2024-08-08 01:31:31,Closed Lost,72208.3203125,0.0
OPP-002416,ACC-000032,PROD-0091,541,Renewal,2024-03-17 03:28:34,2024-08-01 04:35:13,Closed Lost,15744.349609375,0.0
OPP-002463,ACC-000044,PROD-0035,820,Upsell,2024-06-17 15:01:56,2024-08-08 07:14:27,Closed Won,57011.9609375,1.0
OPP-002495,ACC-000034,PROD-0031,664,New Business,2024-05-28 20:28:04,2024-08-17 12:40:47,Closed Lost,39741.53125,0.0
OPP-002545,ACC-000060,PROD-0070,469,Renewal,2024-05-09 23:43:53,2024-08-14 22:37:58,Closed Won,83615.3828125,1.0
OPP-002659,ACC-000017,PROD-0036,486,Cross-sell,2024-03-13 13:50:34,2024-08-16 13:49:06,Closed Lost,38697.19921875,0.0
OPP-002695,ACC-000030,PROD-0051,413,New Business,2024-04-23 17:17:36,2024-08-16 10:44:52,Closed Won,1695.010009765625,1.0
OPP-002724,ACC-000036,PROD-0063,375,Cross-sell,2024-04-18 03:08:13,2024-07-21 07:25:25,Closed Won,70121.8515625,1.0
OPP-002747,ACC-000007,PROD-0009,536,Upsell,2024-08-27 00:36:09,2024-09-10 18:12:02,Closed Lost,39996.25,0.0
OPP-002775,ACC-000025,PROD-0075,574,Cross-sell,2024-05-27 14:57:39,2024-09-22 19:32:17,Closed Lost,87548.78125,0.0
OPP-002914,ACC-000041,PROD-0028,928,Upsell,2024-02-26 02:54:20,2024-08-11 18:21:28,Closed Lost,69393.0625,0.0
OPP-002940,ACC-000018,PROD-0028,940,Renewal,2024-03-03 21:06:45,2024-08-16 11:21:08,Closed Won,1096.25,1.0
OPP-002991,ACC-000001,PROD-0094,289,Expansion,2024-05-27 15:24:49,2024-08-02 11:58:52,Closed Won,95665.96875,1.0
OPP-003006,ACC-000030,PROD-0082,827,Renewal,2024-04-07 04:41:56,2024-08-28 20:06:41,Closed Lost,60511.6796875,0.0
OPP-003017,ACC-000043,PROD-0045,130,Renewal,2024-04-29 19:23:45,2024-08-02 13:49:30,Closed Won,25754.4609375,1.0
OPP-003055,ACC-000029,PROD-0033,371,Cross-sell,2024-06-29 22:24:47,2024-07-10 17:23:48,Closed Lost,70757.53125,0.0
OPP-003064,ACC-000016,PROD-0058,683,New Business,2024-01-31 15:20:46,2024-07-02 12:27:30,Closed Lost,20513.119140625,0.0
OPP-003107,ACC-000013,PROD-0089,633,New Business,2024-03-02 08:58:04,2024-07-10 12:04:13,Closed Lost,61706.51953125,0.0
OPP-003121,ACC-000010,PROD-0008,231,Renewal,2024-05-23 07:56:15,2024-08-02 13:55:41,Closed Lost,63733.87109375,0.0
OPP-003135,ACC-000035,PROD-0080,626,Cross-sell,2024-09-19 22:28:21,2024-09-28 03:20:30,Closed Won,90704.0234375,1.0
OPP-003172,ACC-000060,PROD-0021,214,Cross-sell,2024-06-16 01:19:52,2024-08-23 02:18:56,Closed Won,27328.990234375,1.0
OPP-003208,ACC-000015,PROD-0015,386,Expansion,2024-08-08 16:09:04,2024-08-21 07:31:06,Closed Won,14243.9599609375,1.0
OPP-003227,ACC-000049,PROD-0043,963,Expansion,2024-02-28 17:44:04,2024-07-07 23:17:05,Closed Won,30130.2890625,1.0
OPP-003264,ACC-000010,PROD-0001,159,Renewal,2024-05-14 23:29:54,2024-08-26 04:01:37,Closed Lost,9919.6796875,0.0
OPP-003355,ACC-000038,PROD-0091,930,Expansion,2024-02-24 02:51:31,2024-07-03 03:39:49,Closed Won,64223.08984375,1.0
OPP-003519,ACC-000044,PROD-0008,678,Renewal,2024-06-17 13:03:39,2024-07-12 10:10:30,Closed Won,33723.05859375,1.0
OPP-003530,ACC-000028,PROD-0065,877,Cross-sell,2024-05-23 04:17:49,2024-07-29 17:05:34,Closed Won,57270.671875,1.0
OPP-003595,ACC-000006,PROD-0086,89,Cross-sell,2024-07-04 06:32:18,2024-09-12 18:06:18,Closed Won,22233.2109375,1.0
OPP-003642,ACC-000039,PROD-0025,851,Expansion,2024-05-16 09:30:03,2024-08-28 21:11:17,Closed Won,65157.05859375,1.0
OPP-003650,ACC-000047,PROD-0010,977,Expansion,2024-05-09 04:42:27,2024-09-13 10:04:01,Closed Lost,7664.06982421875,0.0
OPP-003760,ACC-000006,PROD-0092,253,Cross-sell,2024-04-04 17:50:18,2024-08-14 23:10:59,Closed Won,37846.3515625,1.0
OPP-003820,ACC-000015,PROD-0070,478,Renewal,2024-06-07 07:25:51,2024-09-07 01:41:01,Closed Lost,11881.6298828125,0.0
OPP-003870,ACC-000025,PROD-0040,234,Expansion,2024-07-19 05:54:09,2024-08-23 02:07:38,Closed Won,73860.2109375,1.0
OPP-003938,ACC-000041,PROD-0017,944,Renewal,2024-08-01 09:23:02,2024-08-18 04:46:16,Closed Lost,77735.28125,0.0
OPP-003942,ACC-000039,PROD-0065,48,Upsell,2024-04-24 06:53:01,2024-08-22 16:27:43,Closed Won,31012.6796875,1.0
OPP-003948,ACC-000013,PROD-0001,625,Expansion,2024-03-26 15:44:23,2024-08-20 12:17:18,Closed Won,18917.3203125,1.0
OPP-004082,ACC-000040,PROD-0029,124,New Business,2024-06-16 18:51:55,2024-09-06 21:25:54,Closed Won,6021.58984375,1.0
OPP-004092,ACC-000033,PROD-0057,854,Upsell,2024-08-17 17:05:43,2024-08-20 14:12:45,Closed Won,46166.87890625,1.0
OPP-004102,ACC-000024,PROD-0080,195,Upsell,2024-06-05 06:07:42,2024-09-18 15:32:40,Closed Lost,11553.73046875,0.0
OPP-004113,ACC-000047,PROD-0045,277,Expansion,2024-01-21 07:18:07,2024-07-17 17:41:44,Closed Won,46559.58984375,1.0
OPP-004134,ACC-000059,PROD-0039,265,New Business,2024-06-02 22:25:33,2024-09-29 02:18:19,Closed Lost,38807.2109375,0.0
OPP-004143,ACC-000019,PROD-0022,400,New Business,2024-04-18 04:16:36,2024-07-30 00:08:15,Closed Lost,13972.5302734375,0.0
OPP-004166,ACC-000046,PROD-0071,684,Expansion,2024-04-26 06:59:42,2024-07-28 11:37:49,Closed Lost,91727.3515625,0.0
OPP-004173,ACC-000019,PROD-0078,654,Cross-sell,2024-05-27 10:15:46,2024-08-25 13:09:17,Closed Lost,98214.90625,0.0
OPP-004199,ACC-000015,PROD-0030,696,New Business,2024-02-05 21:03:03,2024-07-15 18:30:39,Closed Won,55648.1796875,1.0
OPP-004205,ACC-000015,PROD-0026,237,New Business,2024-02-13 04:36:55,2024-07-05 13:46:47,Closed Lost,81848.203125,0.0
OPP-004289,ACC-000041,PROD-0081,112,Cross-sell,2024-05-15 20:24:10,2024-07-08 21:51:02,Closed Won,17766.119140625,1.0
OPP-004295,ACC-000039,PROD-0085,597,Renewal,2024-05-12 05:11:53,2024-08-24 13:53:25,Closed Lost,60171.3515625,0.0
OPP-004327,ACC-000001,PROD-0051,40,Renewal,2024-05-19 20:27:26,2024-09-27 17:59:15,Closed Won,58398.640625,1.0
OPP-004334,ACC-000009,PROD-0086,847,Cross-sell,2024-07-27 06:50:02,2024-08-29 17:19:49,Closed Lost,74697.0,0.0
OPP-004380,ACC-000016,PROD-0072,226,Renewal,2024-06-14 06:14:50,2024-08-29 17:05:36,Closed Won,39473.46875,1.0
OPP-004385,ACC-000044,PROD-0080,391,New Business,2024-03-11 13:25:20,2024-08-07 11:16:38,Closed Lost,75150.9375,0.0
OPP-004390,ACC-000026,PROD-0067,281,New Business,2024-04-28 17:49:30,2024-08-01 08:42:55,Closed Lost,38012.2890625,0.0
OPP-004393,ACC-000051,PROD-0081,233,Renewal,2024-01-29 21:29:43,2024-07-26 00:12:16,Closed Won,87395.5703125,1.0
OPP-004609,ACC-000006,PROD-0013,286,Renewal,2024-06-07 07:16:27,2024-08-05 23:43:09,Closed Lost,65955.21875,0.0
OPP-004621,ACC-000020,PROD-0052,98,Cross-sell,2024-03-12 20:14:51,2024-07-03 00:48:41,Closed Lost,29121.369140625,0.0
OPP-004636,ACC-000013,PROD-0086,110,Cross-sell,2024-06-14 06:17:50,2024-09-04 09:34:15,Closed Won,21087.720703125,1.0
OPP-004717,ACC-000011,PROD-0041,707,Renewal,2024-06-17 08:32:53,2024-09-04 09:06:38,Closed Won,98391.7734375,1.0
OPP-004794,ACC-000019,PROD-0054,145,New Business,2024-07-14 11:23:17,2024-07-21 03:34:17,Closed Lost,84065.703125,0.0
OPP-004830,ACC-000043,PROD-0092,890,Upsell,2024-03-22 01:02:02,2024-08-22 11:46:50,Closed Won,37897.6796875,1.0
OPP-004865,ACC-000007,PROD-0022,108,Upsell,2024-04-24 15:51:11,2024-08-20 11:35:40,Closed Lost,59516.05078125,0.0
OPP-004888,ACC-000022,PROD-0094,460,New Business,2024-06-24 14:13:52,2024-07-02 06:17:06,Closed Won,69223.7265625,1.0
OPP-004913,ACC-000052,PROD-0076,787,New Business,2024-08-14 11:33:59,2024-08-25 16:32:35,Closed Won,37033.359375,1.0
OPP-004940,ACC-000027,PROD-0051,472,Renewal,2024-06-14 08:31:10,2024-07-23 05:42:53,Closed Won,84039.578125,1.0
OPP-004998,ACC-000019,PROD-0004,336,New Business,2024-06-01 07:38:07,2024-09-26 01:55:16,Closed Lost,78640.0234375,0.0
OPP-005000,ACC-000004,PROD-0099,614,Renewal,2024-04-07 15:45:49,2024-08-31 08:38:54,Closed Lost,80806.78125,0.0
OPP-005012,ACC-000057,PROD-0099,573,Expansion,2024-03-06 20:49:51,2024-07-12 16:56:32,Closed Lost,8378.3203125,0.0
OPP-005018,ACC-000023,PROD-0017,973,Cross-sell,2024-03-20 23:12:06,2024-07-29 19:59:57,Closed Lost,8665.900390625,0.0
OPP-005026,ACC-000019,PROD-0070,741,New Business,2024-08-29 10:44:15,2024-09-17 19:23:15,Closed Won,93147.40625,1.0
OPP-005032,ACC-000009,PROD-0060,74,Renewal,2024-06-24 05:39:45,2024-09-17 10:38:53,Closed Lost,11237.919921875,0.0
OPP-005098,ACC-000034,PROD-0064,612,Upsell,2024-06-12 08:59:27,2024-08-13 03:22:42,Closed Won,24633.439453125,1.0
OPP-005229,ACC-000022,PROD-0087,595,Upsell,2024-05-17 03:25:30,2024-09-13 08:11:11,Closed Won,48098.328125,1.0
OPP-005231,ACC-000013,PROD-0093,696,Cross-sell,2024-06-30 12:38:57,2024-09-28 10:05:21,Closed Lost,19857.33984375,0.0
OPP-005265,ACC-000059,PROD-0015,830,Renewal,2024-05-15 07:21:03,2024-08-23 01:58:56,Closed Won,8245.7001953125,1.0
OPP-005274,ACC-000001,PROD-0076,750,Expansion,2024-06-16 16:39:14,2024-07-11 21:45:31,Closed Lost,53218.359375,0.0
OPP-005292,ACC-000055,PROD-0036,734,New Business,2024-05-26 06:00:32,2024-09-22 13:03:24,Closed Lost,76868.9609375,0.0
OPP-005331,ACC-000020,PROD-0076,288,Renewal,2024-03-23 09:31:24,2024-07-02 12:03:45,Closed Won,29153.05078125,1.0
OPP-005336,ACC-000036,PROD-0023,468,New Business,2024-02-13 05:04:09,2024-07-27 22:40:30,Closed Won,41232.37890625,1.0
OPP-005346,ACC-000018,PROD-0008,251,Renewal,2024-07-24 20:00:19,2024-08-30 23:33:47,Closed Won,71739.75,1.0
OPP-005545,ACC-000030,PROD-0086,569,Expansion,2024-06-27 05:21:35,2024-09-22 18:47:51,Closed Lost,41120.8515625,0.0
OPP-005560,ACC-000030,PROD-0006,840,Expansion,2024-07-08 00:12:59,2024-08-27 01:04:13,Closed Lost,78961.0078125,0.0
OPP-005570,ACC-000035,PROD-0067,828,Upsell,2024-07-16 21:34:33,2024-08-09 16:50:03,Closed Lost,32913.6484375,0.0
OPP-005581,ACC-000056,PROD-0060,174,Cross-sell,2024-06-14 20:49:10,2024-07-10 21:41:47,Closed Won,40041.171875,1.0
OPP-005658,ACC-000023,PROD-0065,801,New Business,2024-02-25 23:02:02,2024-08-03 09:30:24,Closed Lost,3476.39990234375,0.0
OPP-005684,ACC-000043,PROD-0057,195,Renewal,2024-03-02 22:23:57,2024-08-07 18:42:27,Closed Won,30465.48046875,1.0
OPP-005752,ACC-000049,PROD-0017,611,Cross-sell,2024-07-01 13:35:28,2024-07-19 01:33:27,Closed Won,58552.51171875,1.0
OPP-005862,ACC-000030,PROD-0082,718,Cross-sell,2024-06-09 18:19:52,2024-08-30 03:27:05,Closed Lost,86243.453125,0.0
OPP-005920,ACC-000021,PROD-0016,605,Renewal,2024-08-10 08:59:20,2024-08-16 11:46:27,Closed Won,7511.83984375,1.0
OPP-006284,ACC-000042,PROD-0086,131,Renewal,2024-05-10 12:13:52,2024-07-29 10:07:48,Closed Lost,4721.1201171875,0.0
OPP-006313,ACC-000007,PROD-0040,567,Cross-sell,2024-06-18 22:09:42,2024-09-24 20:16:44,Closed Lost,91434.6171875,0.0
OPP-006421,ACC-000042,PROD-0048,309,New Business,2024-08-02 15:44:17,2024-09-06 09:19:09,Closed Won,92101.078125,1.0
OPP-006521,ACC-000007,PROD-0032,32,Expansion,2024-01-26 23:27:40,2024-07-11 23:09:34,Closed Lost,1994.949951171875,0.0
OPP-006601,ACC-000005,PROD-0068,544,Upsell,2024-03-26 16:43:27,2024-07-08 17:01:29,Closed Won,61481.53125,1.0
OPP-006619,ACC-000020,PROD-0027,934,Upsell,2024-07-16 02:04:03,2024-09-18 22:42:35,Closed Won,2069.419921875,1.0
OPP-006736,ACC-000018,PROD-0002,288,Upsell,2024-06-17 21:50:30,2024-07-21 23:40:37,Closed Won,23284.830078125,1.0
OPP-006775,ACC-000021,PROD-0079,973,New Business,2024-04-18 00:57:15,2024-08-22 16:49:06,Closed Lost,69974.796875,0.0
OPP-006825,ACC-000039,PROD-0027,191,Expansion,2024-08-28 22:18:40,2024-09-20 07:52:35,Closed Won,58927.51953125,1.0
OPP-006891,ACC-000040,PROD-0009,336,Renewal,2024-06-07 01:34:10,2024-07-30 03:47:02,Closed Lost,94746.828125,0.0
OPP-006918,ACC-000002,PROD-0080,95,Cross-sell,2024-04-28 05:10:42,2024-07-30 08:58:40,Closed Lost,24309.0390625,0.0
OPP-006984,ACC-000027,PROD-0031,556,Expansion,2024-06-13 11:15:35,2024-09-06 02:33:46,Closed Lost,29038.990234375,0.0
OPP-006996,ACC-000019,PROD-0060,715,Upsell,2024-02-27 09:56:44,2024-07-09 05:23:23,Closed Lost,61414.640625,0.0
OPP-007083,ACC-000005,PROD-0032,493,Cross-sell,2024-05-17 14:03:09,2024-09-19 06:53:44,Closed Lost,50855.08984375,0.0
OPP-007182,ACC-000042,PROD-0050,264,New Business,2024-07-16 07:36:49,2024-07-27 14:42:21,Closed Won,72383.96875,1.0
OPP-007202,ACC-000057,PROD-0004,62,Cross-sell,2024-02-22 09:36:18,2024-07-05 22:52:02,Closed Lost,14608.58984375,0.0
OPP-007230,ACC-000058,PROD-0076,362,Expansion,2024-05-21 23:11:46,2024-08-16 05:41:22,Closed Won,14003.490234375,1.0
OPP-007268,ACC-000019,PROD-0045,728,Renewal,2024-03-26 17:08:06,2024-08-01 00:19:21,Closed Lost,90317.3125,0.0
OPP-007321,ACC-000011,PROD-0010,27,Cross-sell,2024-06-16 12:25:54,2024-08-19 10:44:17,Closed Won,59281.19921875,1.0
OPP-007359,ACC-000004,PROD-0086,358,Renewal,2024-09-05 13:19:48,2024-09-20 16:58:59,Closed Lost,94866.5,0.0
OPP-007406,ACC-000037,PROD-0056,199,Upsell,2024-03-22 05:53:14,2024-07-03 19:15:56,Closed Lost,5077.43994140625,0.0
OPP-007438,ACC-000018,PROD-0081,705,Cross-sell,2024-06-25 01:39:30,2024-09-03 13:37:02,Closed Won,49873.6015625,1.0
OPP-007516,ACC-000024,PROD-0072,937,New Business,2024-08-17 21:30:49,2024-08-22 09:50:30,Closed Lost,40087.03125,0.0
OPP-007584,ACC-000008,PROD-0010,793,Renewal,2024-07-10 09:17:10,2024-09-08 04:03:30,Closed Lost,69056.6015625,0.0
OPP-007700,ACC-000057,PROD-0052,221,Renewal,2024-05-23 22:51:14,2024-07-17 05:37:01,Closed Lost,17272.009765625,0.0
OPP-007791,ACC-000024,PROD-0009,753,New Business,2024-05-21 11:51:19,2024-08-11 06:24:52,Closed Lost,78328.9765625,0.0
OPP-007825,ACC-000046,PROD-0046,421,Cross-sell,2024-07-30 18:39:19,2024-08-29 22:03:14,Closed Lost,21948.94921875,0.0
OPP-007900,ACC-000013,PROD-0050,168,Upsell,2024-03-07 07:52:33,2024-08-26 11:41:23,Closed Lost,30279.919921875,0.0
OPP-007911,ACC-000040,PROD-0069,240,Cross-sell,2024-08-25 13:19:59,2024-09-15 04:00:20,Closed Lost,90144.9765625,0.0
OPP-007962,ACC-000033,PROD-0036,649,New Business,2024-05-10 10:48:22,2024-09-14 13:15:05,Closed Lost,32267.109375,0.0
OPP-008016,ACC-000027,PROD-0061,681,Expansion,2024-01-14 03:22:56,2024-07-08 09:31:46,Closed Lost,58078.08984375,0.0
OPP-008064,ACC-000029,PROD-0060,214,Expansion,2024-06-01 05:54:02,2024-08-02 09:01:16,Closed Lost,64304.421875,0.0
OPP-008109,ACC-000021,PROD-0038,737,Expansion,2024-06-01 07:32:39,2024-07-23 09:33:25,Closed Lost,16945.05078125,0.0
OPP-008219,ACC-000005,PROD-0090,968,New Business,2024-07-17 16:01:01,2024-09-01 04:47:34,Closed Lost,4442.56005859375,0.0
OPP-008226,ACC-000025,PROD-0012,251,New Business,2024-08-10 18:24:54,2024-09-29 01:27:30,Closed Lost,72128.03125,0.0
OPP-008239,ACC-000048,PROD-0099,415,Renewal,2024-03-05 15:49:28,2024-08-03 15:31:24,Closed Lost,11712.8203125,0.0
OPP-008274,ACC-000015,PROD-0038,358,Renewal,2024-01-25 11:32:51,2024-07-11 08:11:24,Closed Won,33132.94921875,1.0
OPP-008279,ACC-000004,PROD-0030,977,Expansion,2024-08-26 12:47:51,2024-09-01 01:59:53,Closed Lost,64685.3515625,0.0
OPP-008286,ACC-000055,PROD-0091,762,Renewal,2024-04-12 17:04:19,2024-08-03 14:21:50,Closed Won,42100.671875,1.0
OPP-008350,ACC-000056,PROD-0097,750,Expansion,2024-06-05 01:36:26,2024-07-16 16:39:45,Closed Lost,89225.0,0.0
OPP-008368,ACC-000028,PROD-0018,349,Renewal,2024-06-18 19:51:57,2024-07-04 21:03:45,Closed Lost,38227.08984375,0.0
OPP-008463,ACC-000022,PROD-0081,531,Cross-sell,2024-02-23 16:48:40,2024-07-22 15:14:17,Closed Won,8910.6103515625,1.0
OPP-008467,ACC-000016,PROD-0045,393,Expansion,2024-03-21 06:17:11,2024-07-28 07:09:43,Closed Won,9497.76953125,1.0
OPP-008472,ACC-000022,PROD-0061,203,Expansion,2024-08-06 14:38:11,2024-09-18 15:19:36,Closed Lost,37524.83984375,0.0
OPP-008611,ACC-000036,PROD-0017,65,Expansion,2024-08-15 05:06:41,2024-09-19 13:33:39,Closed Won,55259.66015625,1.0
OPP-008628,ACC-000040,PROD-0028,771,New Business,2024-04-11 05:49:18,2024-08-09 11:17:12,Closed Won,37467.3203125,1.0
OPP-008656,ACC-000021,PROD-0007,672,Renewal,2024-08-03 23:13:05,2024-09-25 17:49:53,Closed Won,97528.8515625,1.0
OPP-008662,ACC-000044,PROD-0043,147,Renewal,2024-06-02 10:56:55,2024-09-09 14:35:24,Closed Lost,93068.78125,0.0
OPP-008783,ACC-000046,PROD-0039,192,Expansion,2024-06-21 23:39:04,2024-07-13 07:10:58,Closed Won,92546.03125,1.0
OPP-008801,ACC-000006,PROD-0091,193,Expansion,2024-09-08 20:00:19,2024-09-14 01:22:02,Closed Won,72881.0625,1.0
OPP-008865,ACC-000041,PROD-0031,482,Expansion,2024-07-27 11:24:56,2024-09-13 23:57:06,Closed Lost,53838.828125,0.0
OPP-008875,ACC-000043,PROD-0011,409,New Business,2024-05-30 10:58:59,2024-08-15 23:22:35,Closed Lost,79288.6875,0.0
OPP-008979,ACC-000060,PROD-0051,783,Expansion,2024-07-08 15:53:17,2024-09-12 17:23:49,Closed Won,89701.53125,1.0
OPP-009121,ACC-000005,PROD-0090,96,Expansion,2024-07-03 23:28:55,2024-09-06 00:16:07,Closed Lost,75152.703125,0.0
OPP-009147,ACC-000022,PROD-0083,537,Cross-sell,2024-06-16 10:48:57,2024-07-20 11:08:08,Closed Won,12096.2001953125,1.0
OPP-009148,ACC-000052,PROD-0097,448,Cross-sell,2024-05-09 00:27:49,2024-07-24 18:16:50,Closed Won,19237.25,1.0
OPP-009254,ACC-000039,PROD-0077,405,Renewal,2024-01-18 17:24:19,2024-07-09 06:52:18,Closed Lost,67170.890625,0.0
OPP-009279,ACC-000053,PROD-0063,840,Expansion,2024-05-25 14:50:04,2024-09-20 18:10:42,Closed Lost,57228.6015625,0.0
OPP-009294,ACC-000035,PROD-0003,6,Upsell,2024-07-24 05:33:52,2024-08-07 19:03:10,Closed Won,10129.2802734375,1.0
