0,1,2,3,4,5,6,7,8,9
OPP-000052,ACC-000001,PROD-0011,183,New Business,2022-06-22 16:19:10,2022-09-05 14:30:56,Closed Lost,81240.140625,0.0
OPP-000053,ACC-000014,PROD-0053,611,Upsell,2023-08-27 13:29:11,2024-01-13 08:52:33,Closed Lost,9912.4501953125,0.0
OPP-000055,ACC-000042,PROD-0098,460,Expansion,2025-05-02 16:31:18,2025-07-03 22:39:10,Closed Lost,91910.7890625,0.0
OPP-000058,ACC-000057,PROD-0066,560,Cross-sell,2024-01-12 03:28:09,2024-04-25 08:43:16,Closed Won,35875.5390625,1.0
OPP-000061,ACC-000032,PROD-0086,927,Expansion,2022-05-03 12:20:01,2022-08-09 17:32:07,Closed Won,75100.9765625,1.0
OPP-000063,ACC-000038,PROD-0053,182,New Business,2023-11-16 13:40:31,2024-04-03 22:01:20,Closed Won,38318.578125,1.0
OPP-000067,ACC-000016,PROD-0013,336,Upsell,2025-05-31 06:27:03,2025-09-12 01:42:18,Closed Won,53260.140625,1.0
OPP-000068,ACC-000026,PROD-0002,31,Cross-sell,2022-10-15 06:15:03,2022-12-20 00:47:52,Closed Lost,29669.689453125,0.0
OPP-000075,ACC-000050,PROD-0070,944,New Business,2024-05-26 14:42:19,2024-08-03 22:44:20,Closed Lost,40827.53125,0.0
OPP-000093,ACC-000029,PROD-0069,554,Expansion,2022-06-14 00:03:41,2022-07-14 11:04:21,Closed Lost,39782.46875,0.0
OPP-000096,ACC-000054,PROD-0056,500,Upsell,2023-02-28 20:06:41,2023-07-07 09:38:07,Closed Lost,72263.59375,0.0
OPP-000097,ACC-000003,PROD-0087,733,Upsell,2022-01-27 19:10:40,2022-02-14 20:19:55,Closed Lost,70229.859375,0.0
OPP-000098,ACC-000019,PROD-0029,81,Expansion,2024-08-05 09:59:16,2024-10-19 15:12:07,Closed Lost,68394.203125,0.0
OPP-000100,ACC-000039,PROD-0084,413,New Business,2024-05-16 19:12:38,2024-09-13 17:25:36,Closed Lost,99425.296875,0.0
OPP-000107,ACC-000026,PROD-0031,445,New Business,2023-12-05 12:56:06,2024-01-05 04:47:51,Closed Lost,5357.66015625,0.0
OPP-000111,ACC-000012,PROD-0051,43,Upsell,2024-01-24 23:31:00,2024-03-29 22:05:41,Closed Lost,71944.171875,0.0
OPP-000117,ACC-000052,PROD-0054,861,New Business,2022-01-29 20:14:10,2022-05-23 16:02:07,Closed Won,54634.3203125,1.0
OPP-000119,ACC-000005,PROD-0048,978,Cross-sell,2024-05-26 04:54:37,2024-10-29 13:40:12,Closed Won,7717.2998046875,1.0
OPP-000122,ACC-000048,PROD-0047,219,New Business,2022-01-29 02:49:46,2022-03-31 02:51:58,Closed Lost,69745.2578125,0.0
OPP-000126,ACC-000044,PROD-0060,51,Expansion,2023-09-20 06:36:45,2024-03-15 21:28:55,Closed Won,99388.2109375,1.0
OPP-000127,ACC-000017,PROD-0032,877,Cross-sell,2022-01-24 16:18:26,2022-04-19 04:33:07,Closed Lost,56802.53125,0.0
OPP-000129,ACC-000026,PROD-0038,266,Expansion,2024-10-06 19:16:25,2024-11-04 23:43:58,Closed Lost,86989.140625,0.0
OPP-000137,ACC-000041,PROD-0093,798,Expansion,2023-11-11 08:52:52,2024-02-23 20:39:42,Closed Won,49783.55078125,1.0
OPP-000138,ACC-000047,PROD-0065,717,Renewal,2024-07-20 04:24:54,2024-08-13 04:08:23,Closed Lost,40779.1015625,0.0
OPP-000139,ACC-000014,PROD-0072,371,Expansion,2022-04-10 14:47:14,2022-06-12 06:53:57,Closed Lost,38466.76171875,0.0
OPP-000141,ACC-000009,PROD-0064,277,Renewal,2025-03-26 01:00:54,2025-04-24 07:12:01,Closed Lost,47851.0390625,0.0
OPP-000142,ACC-000024,PROD-0073,949,Renewal,2024-08-01 01:13:07,2024-08-07 18:37:15,Closed Lost,83210.2421875,0.0
OPP-000150,ACC-000015,PROD-0033,17,Cross-sell,2024-08-29 20:04:27,2025-02-06 09:28:00,Closed Lost,19062.80078125,0.0
OPP-000157,ACC-000057,PROD-0087,555,Cross-sell,2024-10-20 20:58:34,2024-11-27 08:48:36,Closed Won,85775.2890625,1.0
OPP-000162,ACC-000044,PROD-0008,366,Renewal,2024-09-24 23:49:52,2025-01-22 19:52:19,Closed Lost,38878.83984375,0.0
OPP-000165,ACC-000047,PROD-0009,464,Expansion,2024-01-25 08:18:05,2024-05-15 10:54:49,Closed Lost,41412.71875,0.0
OPP-000167,ACC-000048,PROD-0069,229,Upsell,2022-06-22 06:43:40,2022-10-17 01:58:12,Closed Lost,77909.046875,0.0
OPP-000173,ACC-000010,PROD-0084,893,Expansion,2021-10-30 00:47:15,2022-03-13 15:45:29,Closed Lost,96975.2421875,0.0
OPP-000174,ACC-000034,PROD-0036,626,Renewal,2024-10-21 23:45:31,2025-01-23 12:53:09,Closed Lost,19929.76953125,0.0
OPP-000178,ACC-000007,PROD-0074,431,Expansion,2024-01-23 23:01:02,2024-04-24 23:36:48,Closed Won,65023.578125,1.0
OPP-000182,ACC-000033,PROD-0020,302,Renewal,2022-04-10 08:52:08,2022-09-23 20:04:47,Closed Won,82509.5390625,1.0
OPP-000188,ACC-000054,PROD-0058,767,Renewal,2022-04-24 18:58:39,2022-06-08 17:29:11,Closed Won,51904.6484375,1.0
OPP-000192,ACC-000041,PROD-0043,756,Upsell,2021-07-21 21:30:03,2021-09-13 07:08:00,Closed Lost,87970.8984375,0.0
OPP-000195,ACC-000010,PROD-0076,569,Renewal,2024-08-24 19:09:50,2025-01-03 03:49:50,Closed Won,55774.6484375,1.0
OPP-000198,ACC-000023,PROD-0089,457,Renewal,2022-05-12 08:21:25,2022-05-26 04:34:28,Closed Lost,44783.66015625,0.0
OPP-000201,ACC-000046,PROD-0036,270,New Business,2023-05-11 23:28:05,2023-10-28 08:34:55,Closed Lost,37396.80078125,0.0
OPP-000202,ACC-000020,PROD-0062,974,Cross-sell,2024-02-12 03:22:09,2024-05-18 06:40:06,Closed Lost,75501.7265625,0.0
OPP-000206,ACC-000019,PROD-0004,937,Renewal,2023-06-09 08:14:24,2023-11-29 16:41:41,Closed Won,72837.2890625,1.0
OPP-000212,ACC-000061,PROD-0060,933,New Business,2024-01-28 23:00:01,2024-06-20 17:53:41,Closed Won,29872.060546875,1.0
OPP-000223,ACC-000029,PROD-0055,568,Renewal,2023-10-09 11:11:58,2024-01-20 10:57:04,Closed Won,49333.98828125,1.0
OPP-000226,ACC-000056,PROD-0049,834,Cross-sell,2024-06-26 08:56:50,2024-11-27 04:15:34,Closed Lost,55408.9609375,0.0
OPP-000229,ACC-000051,PROD-0071,332,Expansion,2021-12-15 09:20:08,2022-03-14 01:59:19,Closed Lost,74552.15625,0.0
OPP-000236,ACC-000020,PROD-0027,597,New Business,2023-09-12 08:21:55,2023-12-26 19:01:01,Closed Lost,10117.8203125,0.0
OPP-000237,ACC-000041,PROD-0014,968,Renewal,2023-03-05 03:10:59,2023-07-26 21:19:26,Closed Lost,80044.75,0.0
OPP-000240,ACC-000012,PROD-0091,761,Cross-sell,2023-02-20 08:58:03,2023-06-01 14:17:31,Closed Won,41020.19140625,1.0
OPP-000243,ACC-000048,PROD-0076,580,Cross-sell,2021-09-13 03:35:47,2021-10-21 00:21:47,Closed Won,10449.400390625,1.0
OPP-000244,ACC-000034,PROD-0019,132,Expansion,2022-09-23 21:40:56,2022-12-19 06:09:06,Closed Won,28509.66015625,1.0
OPP-000245,ACC-000012,PROD-0086,181,New Business,2023-03-08 21:43:53,2023-08-28 15:19:22,Closed Lost,38400.2890625,0.0
OPP-000246,ACC-000003,PROD-0010,117,New Business,2022-10-14 16:19:49,2023-03-14 21:55:35,Closed Won,53884.3203125,1.0
OPP-000249,ACC-000029,PROD-0055,813,Expansion,2023-06-15 05:59:52,2023-07-18 13:52:53,Closed Lost,27107.1796875,0.0
OPP-000257,ACC-000016,PROD-0020,297,Renewal,2025-05-02 09:11:56,2025-05-31 00:05:00,Closed Won,49891.55859375,1.0
OPP-000262,ACC-000026,PROD-0066,672,Renewal,2021-11-16 01:36:23,2022-04-06 09:23:04,Closed Won,9750.0595703125,1.0
OPP-000263,ACC-000004,PROD-0061,708,Cross-sell,2023-08-15 07:36:15,2023-09-07 07:01:19,Closed Won,94355.5,1.0
OPP-000265,ACC-000019,PROD-0051,803,Upsell,2024-10-20 06:55:48,2025-02-11 23:18:50,Closed Won,77053.15625,1.0
OPP-000270,ACC-000057,PROD-0071,230,New Business,2022-01-24 18:19:38,2022-04-12 02:09:03,Closed Won,22846.689453125,1.0
OPP-000271,ACC-000051,PROD-0099,585,Cross-sell,2023-04-02 00:20:14,2023-06-04 19:46:27,Closed Lost,40733.859375,0.0
OPP-000272,ACC-000049,PROD-0097,84,Expansion,2023-05-29 23:58:19,2023-06-04 20:04:14,Closed Won,23930.759765625,1.0
OPP-000273,ACC-000031,PROD-0085,820,New Business,2022-04-02 10:48:20,2022-06-30 13:06:39,Closed Won,53814.4296875,1.0
OPP-000274,ACC-000017,PROD-0012,746,Cross-sell,2024-01-01 14:17:05,2024-06-24 16:49:30,Closed Lost,86632.546875,0.0
OPP-000279,ACC-000004,PROD-0027,327,Cross-sell,2023-06-04 21:32:51,2023-06-23 09:48:54,Closed Won,43121.23828125,1.0
OPP-000280,ACC-000061,PROD-0076,103,Upsell,2022-07-22 01:28:21,2022-09-23 23:46:13,Closed Won,38833.6015625,1.0
OPP-000281,ACC-000006,PROD-0064,119,Expansion,2024-06-07 02:49:25,2024-10-12 01:24:31,Closed Won,78486.3984375,1.0
OPP-000285,ACC-000005,PROD-0031,568,Cross-sell,2022-03-10 07:52:09,2022-07-28 19:44:16,Closed Lost,91879.1015625,0.0
OPP-000286,ACC-000008,PROD-0074,294,Expansion,2024-08-10 15:43:48,2024-09-04 15:29:16,Closed Won,64500.12890625,1.0
OPP-000291,ACC-000061,PROD-0077,227,Cross-sell,2024-03-09 13:39:43,2024-05-20 01:06:02,Closed Lost,37555.1796875,0.0
OPP-000293,ACC-000029,PROD-0082,742,Renewal,2023-09-20 07:03:12,2024-02-05 15:12:46,Closed Lost,16450.169921875,0.0
OPP-000294,ACC-000017,PROD-0049,895,Renewal,2023-02-15 05:32:38,2023-07-07 09:01:17,Closed Lost,3232.97998046875,0.0
OPP-000296,ACC-000033,PROD-0057,797,Cross-sell,2023-09-01 10:02:12,2023-12-30 06:30:05,Closed Lost,1339.6099853515625,0.0
OPP-000297,ACC-000044,PROD-0035,996,Renewal,2022-03-03 23:13:14,2022-05-17 11:59:27,Closed Lost,14421.98046875,0.0
OPP-000300,ACC-000003,PROD-0001,280,Cross-sell,2021-09-04 18:39:58,2022-02-01 23:01:07,Closed Lost,72902.703125,0.0
OPP-000301,ACC-000057,PROD-0014,722,Expansion,2022-03-21 00:46:57,2022-09-15 04:11:18,Closed Lost,35355.8984375,0.0
OPP-000303,ACC-000060,PROD-0056,297,New Business,2023-11-24 00:46:58,2024-05-12 05:21:36,Closed Lost,95693.75,0.0
OPP-000316,ACC-000026,PROD-0079,629,Upsell,2022-10-22 09:24:27,2023-03-14 04:12:28,Closed Won,85039.0703125,1.0
OPP-000317,ACC-000059,PROD-0024,331,Upsell,2024-10-04 14:20:52,2024-12-31 06:03:42,Closed Lost,28916.439453125,0.0
OPP-000318,ACC-000020,PROD-0066,5,New Business,2022-09-20 04:14:51,2023-01-20 19:43:45,Closed Lost,8921.6298828125,0.0
OPP-000319,ACC-000061,PROD-0051,615,New Business,2022-04-05 06:33:54,2022-04-29 02:24:22,Closed Lost,53923.140625,0.0
OPP-000324,ACC-000032,PROD-0038,975,Upsell,2024-02-20 16:27:36,2024-07-19 07:27:46,Closed Won,14744.6201171875,1.0
OPP-000325,ACC-000050,PROD-0023,927,New Business,2022-07-26 18:23:24,2022-07-30 03:16:56,Closed Lost,68765.2109375,0.0
OPP-000326,ACC-000055,PROD-0001,406,Expansion,2023-06-11 01:09:59,2023-09-16 16:16:44,Closed Won,82121.2578125,1.0
OPP-000328,ACC-000043,PROD-0075,50,Upsell,2023-08-12 04:27:32,2023-11-26 17:21:28,Closed Lost,24696.58984375,0.0
OPP-000329,ACC-000006,PROD-0078,64,Cross-sell,2024-12-03 21:49:01,2024-12-06 00:36:59,Closed Lost,64966.640625,0.0
OPP-000331,ACC-000023,PROD-0077,317,Renewal,2025-03-30 19:16:44,2025-07-05 15:00:03,Closed Lost,58357.33984375,0.0
OPP-000332,ACC-000050,PROD-0045,745,Expansion,2022-07-03 02:28:36,2022-08-15 05:10:55,Closed Won,74547.078125,1.0
OPP-000333,ACC-000051,PROD-0069,787,New Business,2023-12-30 08:06:27,2024-05-07 09:27:48,Closed Lost,33818.26953125,0.0
OPP-000336,ACC-000042,PROD-0098,429,Expansion,2023-03-27 17:16:48,2023-06-22 12:34:06,Closed Lost,3623.77001953125,0.0
OPP-000341,ACC-000039,PROD-0040,198,Cross-sell,2022-07-13 17:17:49,2023-01-02 00:29:49,Closed Lost,3862.8798828125,0.0
OPP-000347,ACC-000057,PROD-0048,66,Renewal,2024-12-23 14:04:13,2025-06-02 20:01:32,Closed Won,19124.7890625,1.0
OPP-000354,ACC-000043,PROD-0048,923,Expansion,2022-12-22 18:07:53,2022-12-30 21:15:50,Closed Lost,15587.080078125,0.0
OPP-000358,ACC-000029,PROD-0083,749,Cross-sell,2024-04-29 17:09:44,2024-08-20 23:16:10,Closed Won,92720.0234375,1.0
OPP-000360,ACC-000051,PROD-0067,437,Cross-sell,2024-01-21 17:50:28,2024-03-20 16:40:46,Closed Won,12169.5498046875,1.0
OPP-000362,ACC-000056,PROD-0070,209,Expansion,2025-05-28 08:09:27,2025-06-15 08:52:53,Closed Won,42863.1015625,1.0
OPP-000366,ACC-000059,PROD-0073,953,New Business,2022-04-01 11:18:38,2022-05-03 19:11:13,Closed Won,5941.93017578125,1.0
OPP-000367,ACC-000022,PROD-0038,401,Renewal,2024-05-07 15:04:43,2024-07-02 20:23:16,Closed Lost,35153.078125,0.0
OPP-000380,ACC-000036,PROD-0063,620,Cross-sell,2023-01-09 02:32:05,2023-01-17 01:33:41,Closed Won,81663.9375,1.0
OPP-000382,ACC-000024,PROD-0095,728,Expansion,2024-10-04 09:55:56,2024-12-02 12:44:44,Closed Lost,32673.580078125,0.0
OPP-000384,ACC-000009,PROD-0093,863,Renewal,2023-01-22 02:59:34,2023-07-16 09:47:04,Closed Lost,76787.046875,0.0
OPP-000394,ACC-000043,PROD-0032,432,Cross-sell,2023-06-29 23:03:11,2023-07-27 02:04:54,Closed Lost,34122.921875,0.0
OPP-000395,ACC-000003,PROD-0096,719,Cross-sell,2022-01-04 03:05:04,2022-05-20 00:14:44,Closed Lost,7855.0400390625,0.0
OPP-000397,ACC-000030,PROD-0072,941,Expansion,2022-08-28 20:47:37,2022-11-01 19:00:59,Closed Won,32545.810546875,1.0
OPP-000400,ACC-000006,PROD-0064,710,Renewal,2023-09-21 13:57:26,2023-11-02 07:54:27,Closed Won,42904.98046875,1.0
OPP-000401,ACC-000017,PROD-0076,924,Renewal,2024-06-13 12:07:58,2024-07-25 02:22:51,Closed Won,67311.2421875,1.0
OPP-000402,ACC-000044,PROD-0085,145,Upsell,2024-02-04 08:44:47,2024-02-16 15:54:22,Closed Lost,39721.171875,0.0
OPP-000403,ACC-000021,PROD-0012,604,Upsell,2021-12-15 08:48:41,2022-04-06 07:34:29,Closed Lost,76803.328125,0.0
OPP-000405,ACC-000055,PROD-0084,932,Renewal,2024-03-01 15:45:02,2024-06-13 08:49:13,Closed Won,60229.0,1.0
OPP-000406,ACC-000004,PROD-0008,740,Upsell,2021-11-11 18:17:37,2022-02-14 16:19:35,Closed Lost,6189.10986328125,0.0
OPP-000412,ACC-000059,PROD-0092,226,Cross-sell,2024-06-30 13:21:11,2024-08-26 07:44:34,Closed Lost,4597.25,0.0
OPP-000414,ACC-000007,PROD-0072,599,New Business,2024-01-30 09:06:03,2024-07-14 00:07:32,Closed Lost,14853.150390625,0.0
OPP-000416,ACC-000031,PROD-0051,891,Upsell,2022-08-05 22:33:24,2022-11-16 23:03:26,Closed Won,54726.58984375,1.0
OPP-000419,ACC-000037,PROD-0090,705,Renewal,2022-12-30 06:20:15,2023-01-25 10:50:40,Closed Won,64714.55078125,1.0
OPP-000421,ACC-000037,PROD-0069,109,New Business,2023-11-19 14:15:26,2024-02-24 23:38:04,Closed Won,34798.44140625,1.0
OPP-000423,ACC-000021,PROD-0004,947,New Business,2024-08-04 07:42:23,2024-12-06 00:22:34,Closed Lost,13355.0498046875,0.0
OPP-000426,ACC-000056,PROD-0084,370,Cross-sell,2024-12-04 17:25:12,2025-01-09 15:50:54,Closed Lost,72121.53125,0.0
OPP-000428,ACC-000038,PROD-0026,19,Cross-sell,2024-01-31 06:01:20,2024-03-17 10:35:01,Closed Lost,73377.546875,0.0
OPP-000430,ACC-000010,PROD-0024,166,Expansion,2022-09-22 19:54:31,2022-10-31 09:56:32,Closed Won,41399.359375,1.0
OPP-000435,ACC-000035,PROD-0064,808,New Business,2024-02-25 04:35:43,2024-07-29 21:38:17,Closed Won,64948.1796875,1.0
OPP-000439,ACC-000034,PROD-0041,247,Cross-sell,2022-05-16 15:34:57,2022-10-19 21:49:20,Closed Won,86206.9921875,1.0
OPP-000440,ACC-000033,PROD-0078,298,Expansion,2024-02-09 10:04:24,2024-04-30 22:23:56,Closed Won,77540.8203125,1.0
OPP-000443,ACC-000018,PROD-0052,475,Cross-sell,2022-11-29 02:24:22,2023-02-05 23:53:36,Closed Won,6062.52978515625,1.0
OPP-000446,ACC-000023,PROD-0015,363,Expansion,2024-03-14 21:35:01,2024-04-26 03:09:00,Closed Lost,69223.640625,0.0
OPP-000449,ACC-000006,PROD-0093,743,Cross-sell,2022-05-07 02:31:44,2022-09-19 02:14:29,Closed Lost,15081.3896484375,0.0
OPP-000451,ACC-000023,PROD-0015,709,Upsell,2022-07-28 19:06:05,2022-12-30 05:40:45,Closed Lost,36984.26171875,0.0
OPP-000452,ACC-000019,PROD-0044,978,New Business,2021-10-11 22:50:26,2021-12-11 17:09:52,Closed Lost,63560.1484375,0.0
OPP-000455,ACC-000007,PROD-0054,467,Expansion,2023-10-30 22:58:35,2024-01-02 20:34:15,Closed Won,44783.921875,1.0
OPP-000459,ACC-000028,PROD-0096,506,New Business,2024-05-28 23:32:25,2024-08-02 16:45:04,Closed Lost,34223.1015625,0.0
OPP-000462,ACC-000019,PROD-0084,156,Expansion,2024-07-27 21:11:35,2024-11-16 08:33:34,Closed Lost,37560.44140625,0.0
OPP-000468,ACC-000062,PROD-0044,829,Renewal,2022-11-24 00:12:53,2023-05-05 22:07:20,Closed Lost,22149.3203125,0.0
OPP-000470,ACC-000026,PROD-0073,922,New Business,2025-05-31 06:48:38,2025-10-09 20:45:42,Closed Lost,44822.69921875,0.0
OPP-000474,ACC-000020,PROD-0082,355,Expansion,2024-11-18 01:31:36,2024-11-25 23:14:24,Closed Lost,59850.08984375,0.0
OPP-000475,ACC-000050,PROD-0007,279,Upsell,2024-03-27 13:23:18,2024-04-23 22:02:50,Closed Lost,78306.2421875,0.0
OPP-000476,ACC-000023,PROD-0039,641,Upsell,2023-07-16 13:10:59,2023-08-16 17:20:08,Closed Lost,71387.3515625,0.0
OPP-000478,ACC-000018,PROD-0049,62,Upsell,2023-06-14 02:48:36,2023-12-05 08:06:11,Closed Lost,31739.9296875,0.0
OPP-000479,ACC-000024,PROD-0031,178,Upsell,2025-03-03 15:37:50,2025-06-16 22:04:50,Closed Lost,74282.96875,0.0
OPP-000483,ACC-000046,PROD-0013,800,Renewal,2024-10-28 10:57:30,2025-04-05 13:14:59,Closed Lost,91419.1484375,0.0
OPP-000492,ACC-000061,PROD-0088,114,Renewal,2024-07-28 18:21:05,2024-12-08 10:58:53,Closed Lost,42193.5,0.0
OPP-000493,ACC-000012,PROD-0038,524,Cross-sell,2022-10-31 16:31:38,2023-02-17 11:50:25,Closed Won,60495.578125,1.0
OPP-000497,ACC-000012,PROD-0096,975,Upsell,2023-12-12 12:40:23,2024-04-24 15:18:12,Closed Won,12247.8701171875,1.0
OPP-000498,ACC-000015,PROD-0036,66,New Business,2022-11-25 21:07:13,2023-05-01 03:13:29,Closed Lost,5938.080078125,0.0
OPP-000502,ACC-000004,PROD-0041,166,Cross-sell,2022-12-29 20:43:34,2023-01-12 17:18:04,Closed Won,49542.921875,1.0
OPP-000504,ACC-000028,PROD-0010,505,New Business,2022-09-07 06:02:11,2023-02-18 12:09:53,Closed Won,41231.8515625,1.0
OPP-000506,ACC-000020,PROD-0078,421,Renewal,2022-12-07 10:14:50,2023-02-19 06:59:45,Closed Won,91471.7421875,1.0
OPP-000509,ACC-000011,PROD-0015,399,Expansion,2025-01-27 04:53:33,2025-03-01 10:21:58,Closed Won,42737.578125,1.0
OPP-000513,ACC-000014,PROD-0078,648,Expansion,2022-04-15 15:43:15,2022-08-10 05:30:57,Closed Won,91166.828125,1.0
OPP-000516,ACC-000013,PROD-0052,831,Cross-sell,2024-10-25 21:37:29,2025-03-21 20:03:21,Closed Lost,69925.140625,0.0
OPP-000521,ACC-000013,PROD-0043,667,Renewal,2024-07-05 06:28:58,2024-07-12 09:52:51,Closed Lost,40645.55078125,0.0
OPP-000522,ACC-000013,PROD-0055,464,Renewal,2022-08-24 07:53:10,2022-11-13 16:39:29,Closed Lost,69548.6484375,0.0
OPP-000523,ACC-000046,PROD-0024,313,Expansion,2021-11-10 09:47:05,2022-02-15 22:13:34,Closed Won,64987.58984375,1.0
OPP-000524,ACC-000057,PROD-0093,236,Renewal,2025-03-22 00:28:32,2025-05-08 03:58:07,Closed Lost,67697.2265625,0.0
OPP-000529,ACC-000035,PROD-0080,724,Expansion,2022-05-30 08:00:27,2022-09-10 07:09:10,Closed Lost,47278.3515625,0.0
OPP-000532,ACC-000012,PROD-0005,650,Expansion,2021-12-19 22:00:50,2022-03-03 13:59:07,Closed Won,48548.2109375,1.0
OPP-000533,ACC-000039,PROD-0023,794,Upsell,2024-10-29 22:33:42,2024-11-07 04:50:06,Closed Won,35350.44140625,1.0
OPP-000545,ACC-000038,PROD-0034,468,Renewal,2022-02-22 22:09:53,2022-04-01 20:36:55,Closed Lost,70378.828125,0.0
OPP-000546,ACC-000056,PROD-0056,599,Cross-sell,2022-12-08 22:10:07,2023-03-13 19:18:40,Closed Lost,84781.6484375,0.0
OPP-000548,ACC-000001,PROD-0084,347,Upsell,2025-03-17 02:18:10,2025-06-27 18:35:09,Closed Lost,73069.15625,0.0
OPP-000552,ACC-000048,PROD-0034,923,Upsell,2022-02-06 04:09:19,2022-07-06 14:11:54,Closed Won,44028.71875,1.0
OPP-000555,ACC-000027,PROD-0098,775,Upsell,2024-12-26 17:16:27,2025-04-06 22:41:30,Closed Won,65035.6796875,1.0
OPP-000556,ACC-000004,PROD-0086,395,New Business,2024-05-14 19:34:40,2024-06-10 14:05:04,Closed Won,51702.73828125,1.0
OPP-000561,ACC-000048,PROD-0092,251,Cross-sell,2023-02-20 16:03:53,2023-07-10 06:02:32,Closed Won,54184.48046875,1.0
OPP-000569,ACC-000049,PROD-0061,785,Expansion,2024-05-30 20:53:46,2024-11-12 13:26:25,Closed Won,6880.10009765625,1.0
OPP-000570,ACC-000055,PROD-0036,757,Renewal,2024-01-07 18:22:32,2024-06-26 01:36:28,Closed Lost,37887.4609375,0.0
OPP-000578,ACC-000042,PROD-0050,561,Upsell,2024-09-30 18:59:47,2025-02-06 18:05:08,Closed Won,2566.449951171875,1.0
OPP-000580,ACC-000012,PROD-0074,722,Renewal,2022-10-26 23:51:27,2022-11-01 08:37:23,Closed Won,42858.48828125,1.0
OPP-000582,ACC-000035,PROD-0050,386,New Business,2024-09-18 20:25:41,2024-11-19 11:07:09,Closed Lost,48970.7890625,0.0
OPP-000587,ACC-000033,PROD-0087,193,Expansion,2022-05-06 02:58:49,2022-06-13 12:18:28,Closed Lost,36178.80859375,0.0
OPP-000588,ACC-000021,PROD-0069,835,New Business,2022-09-16 17:44:06,2022-11-10 11:00:55,Closed Lost,21793.69921875,0.0
OPP-000595,ACC-000038,PROD-0095,946,Expansion,2022-08-26 03:00:52,2022-09-25 02:53:58,Closed Lost,7268.10986328125,0.0
OPP-000597,ACC-000004,PROD-0009,329,Cross-sell,2022-08-27 15:39:05,2022-09-19 21:04:31,Closed Won,19791.119140625,1.0
OPP-000598,ACC-000043,PROD-0092,103,Upsell,2021-07-22 06:32:25,2021-11-21 05:40:27,Closed Lost,99981.828125,0.0
OPP-000600,ACC-000036,PROD-0095,998,Upsell,2023-09-05 03:17:58,2023-09-26 00:24:10,Closed Won,59510.2109375,1.0
OPP-000604,ACC-000027,PROD-0065,948,Expansion,2023-10-29 23:33:54,2023-12-31 19:48:44,Closed Won,69014.390625,1.0
OPP-000614,ACC-000045,PROD-0034,210,Cross-sell,2022-10-25 06:43:32,2023-02-22 08:44:15,Closed Lost,90157.4296875,0.0
OPP-000616,ACC-000059,PROD-0079,639,Cross-sell,2022-12-06 18:49:48,2023-03-22 18:06:06,Closed Won,21394.359375,1.0
