0,1,2,3,4,5,6,7,8,9
OPP-000281,ACC-000006,PROD-0064,119,Expansion,2024-06-07 02:49:25,2024-10-12 01:24:31,Closed Won,78486.3984375,1.0
OPP-000286,ACC-000008,PROD-0074,294,Expansion,2024-08-10 15:43:48,2024-09-04 15:29:16,Closed Won,64500.12890625,1.0
OPP-000291,ACC-000061,PROD-0077,227,Cross-sell,2024-03-09 13:39:43,2024-05-20 01:06:02,Closed Lost,37555.1796875,0.0
OPP-000293,ACC-000029,PROD-0082,742,Renewal,2023-09-20 07:03:12,2024-02-05 15:12:46,Closed Lost,16450.169921875,0.0
OPP-000303,ACC-000060,PROD-0056,297,New Business,2023-11-24 00:46:58,2024-05-12 05:21:36,Closed Lost,95693.75,0.0
OPP-000317,ACC-000059,PROD-0024,331,Upsell,2024-10-04 14:20:52,2024-12-31 06:03:42,Closed Lost,28916.439453125,0.0
OPP-000324,ACC-000032,PROD-0038,975,Upsell,2024-02-20 16:27:36,2024-07-19 07:27:46,Closed Won,14744.6201171875,1.0
OPP-000329,ACC-000006,PROD-0078,64,Cross-sell,2024-12-03 21:49:01,2024-12-06 00:36:59,Closed Lost,64966.640625,0.0
OPP-000333,ACC-000051,PROD-0069,787,New Business,2023-12-30 08:06:27,2024-05-07 09:27:48,Closed Lost,33818.26953125,0.0
OPP-000358,ACC-000029,PROD-0083,749,Cross-sell,2024-04-29 17:09:44,2024-08-20 23:16:10,Closed Won,92720.0234375,1.0
OPP-000360,ACC-000051,PROD-0067,437,Cross-sell,2024-01-21 17:50:28,2024-03-20 16:40:46,Closed Won,12169.5498046875,1.0
OPP-000367,ACC-000022,PROD-0038,401,Renewal,2024-05-07 15:04:43,2024-07-02 20:23:16,Closed Lost,35153.078125,0.0
OPP-000382,ACC-000024,PROD-0095,728,Expansion,2024-10-04 09:55:56,2024-12-02 12:44:44,Closed Lost,32673.580078125,0.0
OPP-000401,ACC-000017,PROD-0076,924,Renewal,2024-06-13 12:07:58,2024-07-25 02:22:51,Closed Won,67311.2421875,1.0
OPP-000402,ACC-000044,PROD-0085,145,Upsell,2024-02-04 08:44:47,2024-02-16 15:54:22,Closed Lost,39721.171875,0.0
OPP-000405,ACC-000055,PROD-0084,932,Renewal,2024-03-01 15:45:02,2024-06-13 08:49:13,Closed Won,60229.0,1.0
OPP-000412,ACC-000059,PROD-0092,226,Cross-sell,2024-06-30 13:21:11,2024-08-26 07:44:34,Closed Lost,4597.25,0.0
OPP-000414,ACC-000007,PROD-0072,599,New Business,2024-01-30 09:06:03,2024-07-14 00:07:32,Closed Lost,14853.150390625,0.0
OPP-000421,ACC-000037,PROD-0069,109,New Business,2023-11-19 14:15:26,2024-02-24 23:38:04,Closed Won,34798.44140625,1.0
OPP-000423,ACC-000021,PROD-0004,947,New Business,2024-08-04 07:42:23,2024-12-06 00:22:34,Closed Lost,13355.0498046875,0.0
OPP-000428,ACC-000038,PROD-0026,19,Cross-sell,2024-01-31 06:01:20,2024-03-17 10:35:01,Closed Lost,73377.546875,0.0
OPP-000435,ACC-000035,PROD-0064,808,New Business,2024-02-25 04:35:43,2024-07-29 21:38:17,Closed Won,64948.1796875,1.0
OPP-000440,ACC-000033,PROD-0078,298,Expansion,2024-02-09 10:04:24,2024-04-30 22:23:56,Closed Won,77540.8203125,1.0
OPP-000446,ACC-000023,PROD-0015,363,Expansion,2024-03-14 21:35:01,2024-04-26 03:09:00,Closed Lost,69223.640625,0.0
OPP-000455,ACC-000007,PROD-0054,467,Expansion,2023-10-30 22:58:35,2024-01-02 20:34:15,Closed Won,44783.921875,1.0
OPP-000459,ACC-000028,PROD-0096,506,New Business,2024-05-28 23:32:25,2024-08-02 16:45:04,Closed Lost,34223.1015625,0.0
OPP-000462,ACC-000019,PROD-0084,156,Expansion,2024-07-27 21:11:35,2024-11-16 08:33:34,Closed Lost,37560.44140625,0.0
OPP-000474,ACC-000020,PROD-0082,355,Expansion,2024-11-18 01:31:36,2024-11-25 23:14:24,Closed Lost,59850.08984375,0.0
OPP-000475,ACC-000050,PROD-0007,279,Upsell,2024-03-27 13:23:18,2024-04-23 22:02:50,Closed Lost,78306.2421875,0.0
OPP-000492,ACC-000061,PROD-0088,114,Renewal,2024-07-28 18:21:05,2024-12-08 10:58:53,Closed Lost,42193.5,0.0
OPP-000497,ACC-000012,PROD-0096,975,Upsell,2023-12-12 12:40:23,2024-04-24 15:18:12,Closed Won,12247.8701171875,1.0
OPP-000521,ACC-000013,PROD-0043,667,Renewal,2024-07-05 06:28:58,2024-07-12 09:52:51,Closed Lost,40645.55078125,0.0
OPP-000533,ACC-000039,PROD-0023,794,Upsell,2024-10-29 22:33:42,2024-11-07 04:50:06,Closed Won,35350.44140625,1.0
OPP-000556,ACC-000004,PROD-0086,395,New Business,2024-05-14 19:34:40,2024-06-10 14:05:04,Closed Won,51702.73828125,1.0
OPP-000569,ACC-000049,PROD-0061,785,Expansion,2024-05-30 20:53:46,2024-11-12 13:26:25,Closed Won,6880.10009765625,1.0
OPP-000570,ACC-000055,PROD-0036,757,Renewal,2024-01-07 18:22:32,2024-06-26 01:36:28,Closed Lost,37887.4609375,0.0
OPP-000582,ACC-000035,PROD-0050,386,New Business,2024-09-18 20:25:41,2024-11-19 11:07:09,Closed Lost,48970.7890625,0.0
OPP-000622,ACC-000048,PROD-0053,486,Cross-sell,2024-05-12 22:02:34,2024-05-23 17:11:05,Closed Won,82187.2734375,1.0
OPP-000632,ACC-000028,PROD-0033,343,New Business,2024-03-02 10:05:49,2024-08-12 18:57:07,Closed Won,61699.73046875,1.0
OPP-000633,ACC-000028,PROD-0040,909,Upsell,2024-06-04 15:26:59,2024-10-19 10:43:45,Closed Lost,40926.94921875,0.0
OPP-000714,ACC-000020,PROD-0062,424,Cross-sell,2024-01-02 14:41:41,2024-03-27 07:59:32,Closed Lost,11642.75,0.0
OPP-000722,ACC-000039,PROD-0054,177,Cross-sell,2024-04-22 21:42:15,2024-08-31 22:17:26,Closed Won,41279.80078125,1.0
OPP-000725,ACC-000015,PROD-0088,940,Renewal,2024-07-08 11:36:48,2024-10-28 23:31:28,Closed Lost,61585.23046875,0.0
OPP-000729,ACC-000023,PROD-0040,927,Upsell,2024-01-10 13:02:02,2024-04-10 10:20:36,Closed Won,80413.9609375,1.0
OPP-000739,ACC-000056,PROD-0090,70,New Business,2024-01-11 01:20:03,2024-06-09 20:03:17,Closed Lost,41173.28125,0.0
OPP-000752,ACC-000016,PROD-0089,72,New Business,2024-12-07 14:43:44,2024-12-08 15:35:16,Closed Won,65660.390625,1.0
OPP-000787,ACC-000039,PROD-0058,472,New Business,2023-11-15 13:10:12,2024-04-23 22:09:27,Closed Lost,19794.900390625,0.0
OPP-000797,ACC-000027,PROD-0060,914,New Business,2024-02-24 19:24:27,2024-04-27 13:59:17,Closed Lost,39365.2890625,0.0
OPP-000821,ACC-000054,PROD-0096,128,Upsell,2024-03-31 19:25:55,2024-04-04 20:38:08,Closed Lost,80619.5078125,0.0
OPP-000824,ACC-000055,PROD-0072,649,New Business,2024-04-15 15:00:50,2024-07-10 10:20:49,Closed Lost,1961.0400390625,0.0
OPP-000848,ACC-000018,PROD-0074,206,Renewal,2023-08-11 10:21:59,2024-01-23 20:45:30,Closed Lost,91823.6875,0.0
OPP-000879,ACC-000003,PROD-0047,408,Cross-sell,2023-09-19 13:53:03,2024-03-11 09:11:27,Closed Won,74568.4296875,1.0
OPP-000884,ACC-000045,PROD-0056,781,Renewal,2024-03-04 06:32:38,2024-07-27 07:03:06,Closed Won,33298.46875,1.0
OPP-000885,ACC-000044,PROD-0091,20,New Business,2024-04-24 15:38:07,2024-09-02 12:04:58,Closed Lost,88615.1796875,0.0
OPP-000887,ACC-000029,PROD-0018,133,New Business,2024-03-08 23:19:02,2024-06-22 16:09:30,Closed Won,4790.35009765625,1.0
OPP-000894,ACC-000007,PROD-0016,368,New Business,2024-10-19 23:19:27,2024-10-23 01:34:42,Closed Lost,81993.5234375,0.0
OPP-000897,ACC-000029,PROD-0082,312,New Business,2023-09-02 23:11:41,2024-02-26 21:43:02,Closed Won,92202.1484375,1.0
OPP-000935,ACC-000046,PROD-0043,439,Renewal,2024-08-23 08:12:42,2024-09-15 00:04:10,Closed Lost,50343.48046875,0.0
OPP-000936,ACC-000014,PROD-0030,662,Renewal,2024-01-22 13:49:39,2024-02-26 11:35:13,Closed Won,41584.30859375,1.0
OPP-000945,ACC-000012,PROD-0059,799,New Business,2024-06-21 04:30:35,2024-08-07 01:15:44,Closed Lost,29321.119140625,0.0
OPP-000958,ACC-000036,PROD-0088,370,New Business,2024-09-09 22:42:14,2024-11-30 03:10:49,Closed Won,67552.8828125,1.0
OPP-000963,ACC-000021,PROD-0009,94,Upsell,2024-07-30 08:56:12,2024-12-02 04:14:59,Closed Lost,92590.2265625,0.0
OPP-000985,ACC-000028,PROD-0011,470,Renewal,2024-06-28 16:41:40,2024-09-13 10:33:16,Closed Won,34258.94921875,1.0
OPP-000996,ACC-000056,PROD-0046,429,Cross-sell,2024-05-17 13:47:47,2024-07-18 21:00:43,Closed Won,80180.2734375,1.0
OPP-000997,ACC-000032,PROD-0070,868,Upsell,2023-09-30 07:00:33,2024-02-10 21:26:36,Closed Won,90503.8125,1.0
OPP-001014,ACC-000058,PROD-0059,665,New Business,2023-12-23 01:25:11,2024-03-09 00:19:42,Closed Lost,11321.8603515625,0.0
OPP-001020,ACC-000011,PROD-0054,282,Renewal,2024-08-12 06:55:07,2024-12-21 18:09:08,Closed Lost,41845.4609375,0.0
OPP-001021,ACC-000061,PROD-0092,49,Expansion,2023-12-30 02:57:40,2024-05-28 17:44:19,Closed Won,58016.140625,1.0
OPP-001045,ACC-000047,PROD-0090,212,Renewal,2024-02-15 18:31:52,2024-03-05 15:00:30,Closed Lost,95951.0,0.0
OPP-001048,ACC-000016,PROD-0093,211,Cross-sell,2024-04-13 13:45:24,2024-10-05 03:56:40,Closed Won,76580.796875,1.0
OPP-001051,ACC-000049,PROD-0096,214,Renewal,2024-01-15 16:25:13,2024-05-19 14:06:07,Closed Lost,3583.64990234375,0.0
OPP-001056,ACC-000053,PROD-0002,801,Upsell,2024-01-23 22:02:56,2024-02-19 03:27:38,Closed Lost,50052.26171875,0.0
OPP-001065,ACC-000032,PROD-0099,91,Cross-sell,2024-06-13 05:34:34,2024-07-20 00:18:14,Closed Won,40632.1484375,1.0
OPP-001098,ACC-000036,PROD-0072,909,Expansion,2024-03-27 07:05:09,2024-07-01 20:14:20,Closed Lost,34723.05859375,0.0
OPP-001103,ACC-000054,PROD-0003,458,Expansion,2024-02-07 08:03:04,2024-06-12 06:13:27,Closed Lost,49254.3984375,0.0
OPP-001118,ACC-000045,PROD-0092,907,Cross-sell,2024-04-07 18:18:45,2024-08-11 02:29:28,Closed Lost,54778.609375,0.0
OPP-001139,ACC-000028,PROD-0086,401,Cross-sell,2024-10-30 14:52:52,2024-11-14 05:34:09,Closed Lost,58445.76953125,0.0
OPP-001153,ACC-000001,PROD-0039,602,Expansion,2024-05-22 18:24:27,2024-07-21 13:41:19,Closed Lost,48217.0,0.0
OPP-001176,ACC-000011,PROD-0012,67,Cross-sell,2024-03-04 04:50:12,2024-07-16 23:04:32,Closed Won,84412.2890625,1.0
OPP-001182,ACC-000010,PROD-0078,281,New Business,2024-08-13 20:36:05,2024-09-20 15:34:11,Closed Lost,15164.4404296875,0.0
OPP-001192,ACC-000020,PROD-0077,400,Renewal,2024-03-24 01:42:15,2024-05-23 19:50:02,Closed Lost,18795.529296875,0.0
OPP-001208,ACC-000005,PROD-0088,863,Renewal,2024-04-30 05:05:17,2024-08-10 19:00:08,Closed Won,55989.08984375,1.0
OPP-001233,ACC-000036,PROD-0055,74,New Business,2024-03-07 09:03:27,2024-03-18 01:52:43,Closed Won,9840.58984375,1.0
OPP-001237,ACC-000017,PROD-0064,634,Cross-sell,2024-11-12 12:54:06,2024-12-02 10:18:58,Closed Won,26893.30078125,1.0
OPP-001239,ACC-000043,PROD-0078,585,New Business,2024-02-03 01:52:54,2024-03-08 05:21:06,Closed Lost,98142.8515625,0.0
OPP-001241,ACC-000052,PROD-0024,780,Renewal,2024-01-02 17:23:24,2024-01-16 03:27:14,Closed Won,18939.220703125,1.0
OPP-001264,ACC-000031,PROD-0026,531,Expansion,2024-11-11 14:42:08,2024-12-24 00:26:04,Closed Won,86441.171875,1.0
OPP-001283,ACC-000030,PROD-0027,947,Cross-sell,2024-02-04 23:12:11,2024-04-19 00:06:02,Closed Won,12630.0302734375,1.0
OPP-001284,ACC-000059,PROD-0042,5,New Business,2024-10-18 15:03:22,2024-11-19 06:14:29,Closed Lost,13674.259765625,0.0
OPP-001308,ACC-000051,PROD-0079,365,New Business,2024-02-02 00:14:05,2024-06-16 07:40:01,Closed Lost,98862.71875,0.0
OPP-001311,ACC-000040,PROD-0088,989,Cross-sell,2024-07-16 16:50:11,2024-10-22 18:28:53,Closed Won,67154.7421875,1.0
OPP-001314,ACC-000044,PROD-0087,752,Expansion,2024-02-27 21:07:42,2024-08-07 08:49:15,Closed Won,94102.671875,1.0
OPP-001315,ACC-000043,PROD-0086,911,Upsell,2024-10-26 06:32:20,2024-12-24 18:13:53,Closed Won,56491.109375,1.0
OPP-001323,ACC-000040,PROD-0091,343,Cross-sell,2024-02-15 00:46:26,2024-04-26 07:21:22,Closed Won,81226.9921875,1.0
OPP-001337,ACC-000055,PROD-0071,328,Upsell,2024-05-28 01:28:03,2024-11-08 21:46:30,Closed Lost,9671.48046875,0.0
OPP-001342,ACC-000031,PROD-0003,721,New Business,2024-05-04 14:27:25,2024-05-13 23:23:24,Closed Won,62025.7109375,1.0
OPP-001369,ACC-000042,PROD-0042,436,Expansion,2024-05-15 00:37:14,2024-11-06 11:20:27,Closed Won,45566.51171875,1.0
OPP-001412,ACC-000052,PROD-0039,607,Expansion,2024-09-21 17:14:35,2024-11-28 10:25:23,Closed Won,9478.7900390625,1.0
OPP-001419,ACC-000059,PROD-0041,196,Cross-sell,2024-02-03 13:08:54,2024-07-29 09:26:53,Closed Won,56414.8984375,1.0
OPP-001426,ACC-000058,PROD-0064,499,Cross-sell,2023-07-28 12:55:34,2024-01-12 23:03:53,Closed Won,4932.0,1.0
OPP-001456,ACC-000008,PROD-0026,125,New Business,2024-06-14 18:51:14,2024-11-22 06:20:55,Closed Won,37272.30078125,1.0
OPP-001469,ACC-000043,PROD-0036,191,New Business,2024-03-30 15:30:19,2024-04-18 06:20:07,Closed Lost,36545.1015625,0.0
OPP-001488,ACC-000004,PROD-0005,370,Expansion,2024-03-08 12:40:42,2024-03-09 19:02:00,Closed Won,8463.349609375,1.0
OPP-001498,ACC-000017,PROD-0076,252,New Business,2024-09-10 03:25:42,2024-11-02 12:44:16,Closed Lost,43286.66015625,0.0
OPP-001499,ACC-000056,PROD-0066,947,Renewal,2024-06-16 23:06:17,2024-10-14 21:34:02,Closed Won,30467.490234375,1.0
OPP-001510,ACC-000018,PROD-0004,166,Upsell,2024-08-14 12:52:44,2024-08-26 04:19:11,Closed Won,96534.09375,1.0
OPP-001557,ACC-000012,PROD-0011,649,Expansion,2024-05-17 06:53:41,2024-10-25 13:26:23,Closed Won,21290.48046875,1.0
OPP-001578,ACC-000046,PROD-0022,607,Renewal,2024-06-15 10:50:01,2024-07-15 04:20:57,Closed Won,80369.0625,1.0
OPP-001584,ACC-000014,PROD-0081,811,Upsell,2024-02-28 00:16:50,2024-03-04 10:01:29,Closed Won,22001.619140625,1.0
OPP-001587,ACC-000019,PROD-0068,305,New Business,2024-05-23 15:34:14,2024-09-06 18:50:25,Closed Won,5877.759765625,1.0
OPP-001602,ACC-000038,PROD-0012,259,Expansion,2024-03-26 00:50:39,2024-05-31 06:08:46,Closed Won,69311.796875,1.0
OPP-001610,ACC-000014,PROD-0041,997,Upsell,2024-04-27 22:36:55,2024-09-11 06:14:05,Closed Lost,37278.640625,0.0
OPP-001633,ACC-000052,PROD-0018,661,Renewal,2024-02-14 13:56:07,2024-03-17 19:16:13,Closed Won,96590.0625,1.0
OPP-001638,ACC-000040,PROD-0045,619,Expansion,2024-07-02 14:01:34,2024-11-15 02:59:03,Closed Lost,10670.6396484375,0.0
OPP-001646,ACC-000005,PROD-0070,240,New Business,2023-12-08 01:34:47,2024-01-02 14:59:20,Closed Won,19503.3203125,1.0
OPP-001651,ACC-000002,PROD-0022,176,Upsell,2024-07-01 01:36:34,2024-07-08 19:16:20,Closed Lost,57763.859375,0.0
OPP-001674,ACC-000026,PROD-0087,356,Expansion,2024-06-28 10:51:42,2024-08-25 20:15:23,Closed Won,60678.23828125,1.0
OPP-001677,ACC-000017,PROD-0089,899,Cross-sell,2023-12-06 19:50:36,2024-04-15 07:45:55,Closed Won,38065.51171875,1.0
OPP-001688,ACC-000002,PROD-0093,516,Expansion,2024-08-08 03:15:52,2024-11-10 03:28:43,Closed Lost,25848.41015625,0.0
OPP-001704,ACC-000015,PROD-0073,58,New Business,2024-03-20 19:35:51,2024-04-28 17:03:40,Closed Won,97335.3671875,1.0
OPP-001709,ACC-000024,PROD-0031,345,New Business,2024-10-02 05:06:28,2024-11-26 04:20:32,Closed Won,64450.0703125,1.0
OPP-001713,ACC-000021,PROD-0099,174,Renewal,2023-10-12 23:11:38,2024-03-26 21:55:27,Closed Won,59309.859375,1.0
OPP-001715,ACC-000037,PROD-0079,55,Cross-sell,2024-05-06 19:13:02,2024-05-24 18:25:23,Closed Won,82173.328125,1.0
OPP-001721,ACC-000058,PROD-0045,618,Expansion,2024-01-24 12:39:54,2024-05-03 20:41:16,Closed Won,69462.8125,1.0
OPP-001752,ACC-000059,PROD-0048,954,Upsell,2024-01-13 10:23:16,2024-01-31 03:32:24,Closed Lost,15710.48046875,0.0
OPP-001794,ACC-000034,PROD-0007,314,Cross-sell,2024-03-19 15:21:28,2024-08-29 15:12:44,Closed Lost,78178.46875,0.0
OPP-001795,ACC-000047,PROD-0002,42,Cross-sell,2024-03-13 10:26:12,2024-06-14 04:38:17,Closed Lost,91720.1328125,0.0
OPP-001804,ACC-000021,PROD-0010,916,New Business,2024-06-01 02:22:53,2024-10-05 07:18:04,Closed Won,2652.820068359375,1.0
OPP-001811,ACC-000001,PROD-0027,428,Renewal,2024-01-14 22:00:56,2024-06-08 16:36:10,Closed Lost,44352.7109375,0.0
OPP-001841,ACC-000044,PROD-0005,235,Cross-sell,2024-03-12 22:44:28,2024-09-07 01:27:24,Closed Lost,71619.6328125,0.0
OPP-001850,ACC-000005,PROD-0083,948,Renewal,2024-02-29 04:22:57,2024-04-05 18:22:39,Closed Lost,75839.0,0.0
OPP-001858,ACC-000003,PROD-0095,774,Renewal,2024-05-27 15:09:18,2024-10-30 22:51:10,Closed Won,25809.640625,1.0
OPP-001864,ACC-000031,PROD-0074,708,Upsell,2023-10-06 18:21:45,2024-01-28 09:34:32,Closed Won,11614.9296875,1.0
OPP-001882,ACC-000031,PROD-0092,934,Cross-sell,2023-11-13 09:54:17,2024-03-12 12:41:17,Closed Won,89886.421875,1.0
OPP-001886,ACC-000010,PROD-0099,601,Expansion,2024-07-09 11:24:40,2024-10-25 11:46:58,Closed Lost,85100.1171875,0.0
OPP-001900,ACC-000045,PROD-0003,264,Expansion,2024-06-06 01:57:59,2024-08-16 11:39:30,Closed Lost,35669.23046875,0.0
OPP-001923,ACC-000028,PROD-0099,344,Expansion,2024-06-05 17:17:44,2024-11-01 21:14:37,Closed Won,81428.3828125,1.0
OPP-001929,ACC-000033,PROD-0006,560,New Business,2024-09-17 01:11:17,2024-12-10 18:56:49,Closed Lost,2591.81005859375,0.0
OPP-001946,ACC-000043,PROD-0077,425,Renewal,2024-09-12 17:24:07,2024-10-02 11:08:28,Closed Won,44123.51953125,1.0
OPP-001947,ACC-000012,PROD-0061,349,New Business,2024-10-25 22:37:37,2024-11-19 23:32:48,Closed Won,13153.8203125,1.0
OPP-001972,ACC-000043,PROD-0054,611,Renewal,2024-09-26 05:31:44,2024-09-29 22:42:01,Closed Lost,19038.279296875,0.0
OPP-001974,ACC-000001,PROD-0085,524,Cross-sell,2024-07-14 13:07:15,2024-08-21 17:47:49,Closed Lost,71604.09375,0.0
OPP-001984,ACC-000011,PROD-0038,787,New Business,2024-07-02 00:47:18,2024-10-03 05:07:22,Closed Won,39614.76953125,1.0
OPP-001999,ACC-000026,PROD-0066,586,Renewal,2024-09-23 09:07:49,2024-11-24 09:46:57,Closed Won,81721.7109375,1.0
OPP-002009,ACC-000053,PROD-0045,769,New Business,2024-07-24 08:55:54,2024-08-02 06:10:52,Closed Lost,54750.71875,0.0
OPP-002015,ACC-000021,PROD-0007,331,Cross-sell,2024-08-15 04:18:02,2024-10-15 18:21:29,Closed Won,60428.359375,1.0
OPP-002034,ACC-000021,PROD-0043,1000,Cross-sell,2024-05-10 20:11:41,2024-08-15 07:26:31,Closed Lost,68925.6796875,0.0
OPP-002035,ACC-000009,PROD-0077,410,Upsell,2024-05-07 15:15:52,2024-05-29 01:24:03,Closed Won,89576.828125,1.0
OPP-002037,ACC-000019,PROD-0050,244,New Business,2023-09-18 11:59:40,2024-01-25 09:03:06,Closed Lost,62494.05078125,0.0
OPP-002038,ACC-000030,PROD-0057,328,Upsell,2024-05-14 12:10:22,2024-06-01 00:19:44,Closed Won,55563.41015625,1.0
OPP-002043,ACC-000012,PROD-0009,799,Upsell,2024-06-12 06:35:26,2024-10-05 22:47:12,Closed Won,11568.9697265625,1.0
OPP-002050,ACC-000043,PROD-0017,363,New Business,2024-01-08 19:28:34,2024-06-21 16:56:19,Closed Lost,4870.81982421875,0.0
OPP-002075,ACC-000047,PROD-0048,264,Upsell,2024-10-03 14:49:39,2024-12-31 21:34:44,Closed Lost,80017.9921875,0.0
OPP-002091,ACC-000046,PROD-0100,212,Renewal,2024-01-23 18:15:04,2024-06-04 15:34:22,Closed Lost,45568.26953125,0.0
OPP-002095,ACC-000062,PROD-0025,74,New Business,2024-02-21 17:31:30,2024-03-12 10:28:20,Closed Lost,28327.109375,0.0
OPP-002096,ACC-000007,PROD-0047,497,New Business,2024-09-21 10:58:28,2024-10-07 07:34:14,Closed Won,81102.84375,1.0
OPP-002130,ACC-000031,PROD-0014,325,Cross-sell,2024-10-21 07:12:48,2024-12-20 03:30:12,Closed Lost,7602.43994140625,0.0
OPP-002137,ACC-000054,PROD-0055,266,Cross-sell,2024-07-14 09:49:24,2024-09-28 23:04:11,Closed Lost,7301.47998046875,0.0
OPP-002140,ACC-000046,PROD-0009,857,New Business,2024-05-12 04:28:09,2024-08-16 10:36:54,Closed Lost,87974.8984375,0.0
OPP-002142,ACC-000019,PROD-0017,761,Cross-sell,2023-11-05 20:17:20,2024-03-18 22:21:50,Closed Lost,42850.19140625,0.0
OPP-002144,ACC-000026,PROD-0041,151,Renewal,2023-12-04 11:16:21,2024-03-05 16:47:05,Closed Lost,29375.810546875,0.0
OPP-002146,ACC-000007,PROD-0013,708,Renewal,2023-11-19 00:07:47,2024-05-03 21:41:46,Closed Won,98059.5703125,1.0
OPP-002170,ACC-000038,PROD-0020,88,New Business,2024-02-24 17:07:19,2024-05-01 23:29:33,Closed Won,11263.2099609375,1.0
OPP-002177,ACC-000029,PROD-0009,382,Upsell,2024-04-20 18:32:35,2024-06-08 04:43:55,Closed Lost,23956.630859375,0.0
OPP-002179,ACC-000052,PROD-0030,557,Cross-sell,2024-03-31 08:00:28,2024-05-31 22:29:49,Closed Lost,23109.869140625,0.0
OPP-002199,ACC-000037,PROD-0023,50,Renewal,2024-06-13 16:56:29,2024-09-13 21:54:05,Closed Lost,64952.87109375,0.0
