opportunity_id,account_id,product_id,product_usage,opportunity_type,created_date,close_date,status,revenue_amount,probability
OPP-000137,ACC-000041,PROD-0093,798,Expansion,2023-11-11 08:52:52,2024-02-23 20:39:42,Closed Won,49783.55,1
OPP-000138,ACC-000047,PROD-0065,717,Renewal,2024-07-20 04:24:54,2024-08-13 04:08:23,Closed Lost,40779.1,0
OPP-000141,ACC-000009,PROD-0064,277,Renewal,2025-03-26 01:00:54,2025-04-24 07:12:01,Closed Lost,47851.04,0
OPP-000142,ACC-000024,PROD-0073,949,Renewal,2024-08-01 01:13:07,2024-08-07 18:37:15,Closed Lost,83210.24,0
OPP-000150,ACC-000015,PROD-0033,17,Cross-sell,2024-08-29 20:04:27,2025-02-06 09:28:00,Closed Lost,19062.8,0
OPP-000157,ACC-000057,PROD-0087,555,Cross-sell,2024-10-20 20:58:34,2024-11-27 08:48:36,Closed Won,85775.29,1
OPP-000162,ACC-000044,PROD-0008,366,Renewal,2024-09-24 23:49:52,2025-01-22 19:52:19,Closed Lost,38878.84,0
OPP-000165,ACC-000047,PROD-0009,464,Expansion,2024-01-25 08:18:05,2024-05-15 10:54:49,Closed Lost,41412.72,0
OPP-000174,ACC-000034,PROD-0036,626,Renewal,2024-10-21 23:45:31,2025-01-23 12:53:09,Closed Lost,19929.77,0
OPP-000178,ACC-000007,PROD-0074,431,Expansion,2024-01-23 23:01:02,2024-04-24 23:36:48,Closed Won,65023.58,1
OPP-000195,ACC-000010,PROD-0076,569,Renewal,2024-08-24 19:09:50,2025-01-03 03:49:50,Closed Won,55774.65,1
OPP-000202,ACC-000020,PROD-0062,974,Cross-sell,2024-02-12 03:22:09,2024-05-18 06:40:06,Closed Lost,75501.73,0
OPP-000206,ACC-000019,PROD-0004,937,Renewal,2023-06-09 08:14:24,2023-11-29 16:41:41,Closed Won,72837.29,1
OPP-000212,ACC-000061,PROD-0060,933,New Business,2024-01-28 23:00:01,2024-06-20 17:53:41,Closed Won,29872.06,1
OPP-000223,ACC-000029,PROD-0055,568,Renewal,2023-10-09 11:11:58,2024-01-20 10:57:04,Closed Won,49333.99,1
OPP-000226,ACC-000056,PROD-0049,834,Cross-sell,2024-06-26 08:56:50,2024-11-27 04:15:34,Closed Lost,55408.96,0
OPP-000236,ACC-000020,PROD-0027,597,New Business,2023-09-12 08:21:55,2023-12-26 19:01:01,Closed Lost,10117.82,0
OPP-000257,ACC-000016,PROD-0020,297,Renewal,2025-05-02 09:11:56,2025-05-31 00:05:00,Closed Won,49891.56,1
OPP-000265,ACC-000019,PROD-0051,803,Upsell,2024-10-20 06:55:48,2025-02-11 23:18:50,Closed Won,77053.16,1
OPP-000274,ACC-000017,PROD-0012,746,Cross-sell,2024-01-01 14:17:05,2024-06-24 16:49:30,Closed Lost,86632.55,0
OPP-000281,ACC-000006,PROD-0064,119,Expansion,2024-06-07 02:49:25,2024-10-12 01:24:31,Closed Won,78486.4,1
OPP-000286,ACC-000008,PROD-0074,294,Expansion,2024-08-10 15:43:48,2024-09-04 15:29:16,Closed Won,64500.13,1
OPP-000291,ACC-000061,PROD-0077,227,Cross-sell,2024-03-09 13:39:43,2024-05-20 01:06:02,Closed Lost,37555.18,0
OPP-000293,ACC-000029,PROD-0082,742,Renewal,2023-09-20 07:03:12,2024-02-05 15:12:46,Closed Lost,16450.17,0
OPP-000296,ACC-000033,PROD-0057,797,Cross-sell,2023-09-01 10:02:12,2023-12-30 06:30:05,Closed Lost,1339.61,0
OPP-000303,ACC-000060,PROD-0056,297,New Business,2023-11-24 00:46:58,2024-05-12 05:21:36,Closed Lost,95693.75,0
OPP-000317,ACC-000059,PROD-0024,331,Upsell,2024-10-04 14:20:52,2024-12-31 06:03:42,Closed Lost,28916.44,0
OPP-000324,ACC-000032,PROD-0038,975,Upsell,2024-02-20 16:27:36,2024-07-19 07:27:46,Closed Won,14744.62,1
OPP-000328,ACC-000043,PROD-0075,50,Upsell,2023-08-12 04:27:32,2023-11-26 17:21:28,Closed Lost,24696.59,0
OPP-000329,ACC-000006,PROD-0078,64,Cross-sell,2024-12-03 21:49:01,2024-12-06 00:36:59,Closed Lost,64966.64,0
OPP-000331,ACC-000023,PROD-0077,317,Renewal,2025-03-30 19:16:44,2025-07-05 15:00:03,Closed Lost,58357.34,0
OPP-000333,ACC-000051,PROD-0069,787,New Business,2023-12-30 08:06:27,2024-05-07 09:27:48,Closed Lost,33818.27,0
OPP-000347,ACC-000057,PROD-0048,66,Renewal,2024-12-23 14:04:13,2025-06-02 20:01:32,Closed Won,19124.79,1
OPP-000358,ACC-000029,PROD-0083,749,Cross-sell,2024-04-29 17:09:44,2024-08-20 23:16:10,Closed Won,92720.02,1
OPP-000360,ACC-000051,PROD-0067,437,Cross-sell,2024-01-21 17:50:28,2024-03-20 16:40:46,Closed Won,12169.55,1
OPP-000362,ACC-000056,PROD-0070,209,Expansion,2025-05-28 08:09:27,2025-06-15 08:52:53,Closed Won,42863.1,1
OPP-000367,ACC-000022,PROD-0038,401,Renewal,2024-05-07 15:04:43,2024-07-02 20:23:16,Closed Lost,35153.08,0
OPP-000382,ACC-000024,PROD-0095,728,Expansion,2024-10-04 09:55:56,2024-12-02 12:44:44,Closed Lost,32673.58,0
OPP-000400,ACC-000006,PROD-0064,710,Renewal,2023-09-21 13:57:26,2023-11-02 07:54:27,Closed Won,42904.98,1
OPP-000401,ACC-000017,PROD-0076,924,Renewal,2024-06-13 12:07:58,2024-07-25 02:22:51,Closed Won,67311.24,1
OPP-000402,ACC-000044,PROD-0085,145,Upsell,2024-02-04 08:44:47,2024-02-16 15:54:22,Closed Lost,39721.17,0
OPP-000405,ACC-000055,PROD-0084,932,Renewal,2024-03-01 15:45:02,2024-06-13 08:49:13,Closed Won,60229,1
OPP-000412,ACC-000059,PROD-0092,226,Cross-sell,2024-06-30 13:21:11,2024-08-26 07:44:34,Closed Lost,4597.25,0
OPP-000414,ACC-000007,PROD-0072,599,New Business,2024-01-30 09:06:03,2024-07-14 00:07:32,Closed Lost,14853.15,0
OPP-000421,ACC-000037,PROD-0069,109,New Business,2023-11-19 14:15:26,2024-02-24 23:38:04,Closed Won,34798.44,1
OPP-000423,ACC-000021,PROD-0004,947,New Business,2024-08-04 07:42:23,2024-12-06 00:22:34,Closed Lost,13355.05,0
OPP-000426,ACC-000056,PROD-0084,370,Cross-sell,2024-12-04 17:25:12,2025-01-09 15:50:54,Closed Lost,72121.53,0
OPP-000428,ACC-000038,PROD-0026,19,Cross-sell,2024-01-31 06:01:20,2024-03-17 10:35:01,Closed Lost,73377.55,0
OPP-000435,ACC-000035,PROD-0064,808,New Business,2024-02-25 04:35:43,2024-07-29 21:38:17,Closed Won,64948.18,1
OPP-000440,ACC-000033,PROD-0078,298,Expansion,2024-02-09 10:04:24,2024-04-30 22:23:56,Closed Won,77540.82,1
OPP-000446,ACC-000023,PROD-0015,363,Expansion,2024-03-14 21:35:01,2024-04-26 03:09:00,Closed Lost,69223.64,0
OPP-000455,ACC-000007,PROD-0054,467,Expansion,2023-10-30 22:58:35,2024-01-02 20:34:15,Closed Won,44783.92,1
OPP-000459,ACC-000028,PROD-0096,506,New Business,2024-05-28 23:32:25,2024-08-02 16:45:04,Closed Lost,34223.1,0
OPP-000462,ACC-000019,PROD-0084,156,Expansion,2024-07-27 21:11:35,2024-11-16 08:33:34,Closed Lost,37560.44,0
OPP-000470,ACC-000026,PROD-0073,922,New Business,2025-05-31 06:48:38,2025-10-09 20:45:42,Closed Lost,44822.7,0
OPP-000474,ACC-000020,PROD-0082,355,Expansion,2024-11-18 01:31:36,2024-11-25 23:14:24,Closed Lost,59850.09,0
OPP-000475,ACC-000050,PROD-0007,279,Upsell,2024-03-27 13:23:18,2024-04-23 22:02:50,Closed Lost,78306.24,0
OPP-000478,ACC-000018,PROD-0049,62,Upsell,2023-06-14 02:48:36,2023-12-05 08:06:11,Closed Lost,31739.93,0
OPP-000479,ACC-000024,PROD-0031,178,Upsell,2025-03-03 15:37:50,2025-06-16 22:04:50,Closed Lost,74282.97,0
OPP-000483,ACC-000046,PROD-0013,800,Renewal,2024-10-28 10:57:30,2025-04-05 13:14:59,Closed Lost,91419.15,0
OPP-000492,ACC-000061,PROD-0088,114,Renewal,2024-07-28 18:21:05,2024-12-08 10:58:53,Closed Lost,42193.5,0
OPP-000497,ACC-000012,PROD-0096,975,Upsell,2023-12-12 12:40:23,2024-04-24 15:18:12,Closed Won,12247.87,1
OPP-000509,ACC-000011,PROD-0015,399,Expansion,2025-01-27 04:53:33,2025-03-01 10:21:58,Closed Won,42737.58,1
OPP-000516,ACC-000013,PROD-0052,831,Cross-sell,2024-10-25 21:37:29,2025-03-21 20:03:21,Closed Lost,69925.14,0
OPP-000521,ACC-000013,PROD-0043,667,Renewal,2024-07-05 06:28:58,2024-07-12 09:52:51,Closed Lost,40645.55,0
OPP-000524,ACC-000057,PROD-0093,236,Renewal,2025-03-22 00:28:32,2025-05-08 03:58:07,Closed Lost,67697.23,0
OPP-000533,ACC-000039,PROD-0023,794,Upsell,2024-10-29 22:33:42,2024-11-07 04:50:06,Closed Won,35350.44,1
OPP-000548,ACC-000001,PROD-0084,347,Upsell,2025-03-17 02:18:10,2025-06-27 18:35:09,Closed Lost,73069.16,0
OPP-000555,ACC-000027,PROD-0098,775,Upsell,2024-12-26 17:16:27,2025-04-06 22:41:30,Closed Won,65035.68,1
OPP-000556,ACC-000004,PROD-0086,395,New Business,2024-05-14 19:34:40,2024-06-10 14:05:04,Closed Won,51702.74,1
OPP-000569,ACC-000049,PROD-0061,785,Expansion,2024-05-30 20:53:46,2024-11-12 13:26:25,Closed Won,6880.1,1
OPP-000570,ACC-000055,PROD-0036,757,Renewal,2024-01-07 18:22:32,2024-06-26 01:36:28,Closed Lost,37887.46,0
OPP-000578,ACC-000042,PROD-0050,561,Upsell,2024-09-30 18:59:47,2025-02-06 18:05:08,Closed Won,2566.45,1
OPP-000582,ACC-000035,PROD-0050,386,New Business,2024-09-18 20:25:41,2024-11-19 11:07:09,Closed Lost,48970.79,0
OPP-000604,ACC-000027,PROD-0065,948,Expansion,2023-10-29 23:33:54,2023-12-31 19:48:44,Closed Won,69014.39,1
OPP-000622,ACC-000048,PROD-0053,486,Cross-sell,2024-05-12 22:02:34,2024-05-23 17:11:05,Closed Won,82187.27,1
OPP-000632,ACC-000028,PROD-0033,343,New Business,2024-03-02 10:05:49,2024-08-12 18:57:07,Closed Won,61699.73,1
OPP-000633,ACC-000028,PROD-0040,909,Upsell,2024-06-04 15:26:59,2024-10-19 10:43:45,Closed Lost,40926.95,0
OPP-000638,ACC-000003,PROD-0036,9,Expansion,2024-12-19 10:10:29,2025-01-27 21:36:26,Closed Won,91088.94,1
OPP-000640,ACC-000018,PROD-0054,902,New Business,2024-09-18 17:01:30,2025-01-27 23:30:25,Closed Lost,25259.79,0
OPP-000645,ACC-000036,PROD-0018,92,Renewal,2024-09-14 13:52:03,2025-02-11 00:21:41,Closed Won,19056.91,1
OPP-000666,ACC-000025,PROD-0013,20,Renewal,2025-04-19 23:52:38,2025-08-18 19:02:08,Closed Lost,35445.53,0
OPP-000671,ACC-000004,PROD-0059,132,Upsell,2025-05-23 11:49:30,2025-09-30 15:47:28,Closed Won,54294.76,1
OPP-000683,ACC-000045,PROD-0044,88,Renewal,2025-02-01 10:10:50,2025-03-07 14:10:24,Closed Won,92215.27,1
OPP-000708,ACC-000001,PROD-0050,287,New Business,2023-10-27 18:44:56,2023-11-28 15:50:13,Closed Won,33135.14,1
OPP-000714,ACC-000020,PROD-0062,424,Cross-sell,2024-01-02 14:41:41,2024-03-27 07:59:32,Closed Lost,11642.75,0
OPP-000722,ACC-000039,PROD-0054,177,Cross-sell,2024-04-22 21:42:15,2024-08-31 22:17:26,Closed Won,41279.8,1
OPP-000725,ACC-000015,PROD-0088,940,Renewal,2024-07-08 11:36:48,2024-10-28 23:31:28,Closed Lost,61585.23,0
OPP-000729,ACC-000023,PROD-0040,927,Upsell,2024-01-10 13:02:02,2024-04-10 10:20:36,Closed Won,80413.96,1
OPP-000732,ACC-000005,PROD-0062,36,Upsell,2024-12-26 12:58:10,2025-03-23 23:49:38,Closed Lost,96915.05,0
OPP-000739,ACC-000056,PROD-0090,70,New Business,2024-01-11 01:20:03,2024-06-09 20:03:17,Closed Lost,41173.28,0
OPP-000743,ACC-000028,PROD-0007,815,New Business,2023-08-05 10:23:15,2023-12-09 16:15:16,Closed Lost,34221.73,0
OPP-000751,ACC-000036,PROD-0060,847,Upsell,2024-09-13 09:44:26,2025-01-15 22:20:03,Closed Won,41792.5,1
OPP-000752,ACC-000016,PROD-0089,72,New Business,2024-12-07 14:43:44,2024-12-08 15:35:16,Closed Won,65660.39,1
OPP-000769,ACC-000021,PROD-0034,675,New Business,2024-11-13 13:07:07,2025-05-10 20:57:32,Closed Lost,18427.57,0
OPP-000774,ACC-000044,PROD-0027,52,Expansion,2025-05-20 03:47:51,2025-07-27 00:11:12,Closed Won,42886.96,1
OPP-000776,ACC-000003,PROD-0042,938,Renewal,2023-12-20 19:21:55,2023-12-23 09:12:13,Closed Lost,5771.58,0
OPP-000778,ACC-000045,PROD-0007,280,Expansion,2023-08-30 11:42:37,2023-11-17 23:24:24,Closed Won,89640.74,1
OPP-000785,ACC-000058,PROD-0092,443,New Business,2023-10-29 05:38:59,2023-11-09 13:14:27,Closed Won,14010.91,1
OPP-000787,ACC-000039,PROD-0058,472,New Business,2023-11-15 13:10:12,2024-04-23 22:09:27,Closed Lost,19794.9,0
OPP-000797,ACC-000027,PROD-0060,914,New Business,2024-02-24 19:24:27,2024-04-27 13:59:17,Closed Lost,39365.29,0
OPP-000803,ACC-000036,PROD-0062,690,Cross-sell,2023-10-23 09:13:49,2023-12-04 09:34:06,Closed Won,85359.28,1
OPP-000811,ACC-000041,PROD-0052,58,Expansion,2025-06-03 16:55:03,2025-08-13 15:58:50,Closed Lost,13612.08,0
OPP-000821,ACC-000054,PROD-0096,128,Upsell,2024-03-31 19:25:55,2024-04-04 20:38:08,Closed Lost,80619.51,0
OPP-000823,ACC-000003,PROD-0029,269,New Business,2025-04-03 04:46:12,2025-07-07 16:57:45,Closed Lost,10230.4,0
OPP-000824,ACC-000055,PROD-0072,649,New Business,2024-04-15 15:00:50,2024-07-10 10:20:49,Closed Lost,1961.04,0
OPP-000830,ACC-000015,PROD-0032,624,Expansion,2025-02-23 18:32:53,2025-05-24 07:47:44,Closed Lost,39925.26,0
OPP-000831,ACC-000026,PROD-0039,73,Renewal,2025-04-16 16:53:52,2025-09-17 21:34:14,Closed Lost,2675.22,0
OPP-000848,ACC-000018,PROD-0074,206,Renewal,2023-08-11 10:21:59,2024-01-23 20:45:30,Closed Lost,91823.69,0
OPP-000879,ACC-000003,PROD-0047,408,Cross-sell,2023-09-19 13:53:03,2024-03-11 09:11:27,Closed Won,74568.43,1
OPP-000884,ACC-000045,PROD-0056,781,Renewal,2024-03-04 06:32:38,2024-07-27 07:03:06,Closed Won,33298.47,1
OPP-000885,ACC-000044,PROD-0091,20,New Business,2024-04-24 15:38:07,2024-09-02 12:04:58,Closed Lost,88615.18,0
OPP-000887,ACC-000029,PROD-0018,133,New Business,2024-03-08 23:19:02,2024-06-22 16:09:30,Closed Won,4790.35,1
OPP-000888,ACC-000043,PROD-0035,700,New Business,2024-11-19 08:59:16,2025-03-12 22:15:07,Closed Won,20551.65,1
OPP-000894,ACC-000007,PROD-0016,368,New Business,2024-10-19 23:19:27,2024-10-23 01:34:42,Closed Lost,81993.52,0
OPP-000897,ACC-000029,PROD-0082,312,New Business,2023-09-02 23:11:41,2024-02-26 21:43:02,Closed Won,92202.15,1
OPP-000907,ACC-000030,PROD-0005,818,New Business,2025-06-01 04:36:42,2025-09-26 05:47:58,Closed Lost,66270.46,0
OPP-000910,ACC-000032,PROD-0036,400,Cross-sell,2024-07-31 21:11:55,2025-01-01 07:39:51,Closed Lost,75022.41,0
OPP-000918,ACC-000029,PROD-0046,582,Renewal,2023-12-05 11:29:51,2023-12-16 12:03:48,Closed Lost,4068.26,0
OPP-000933,ACC-000010,PROD-0070,665,Cross-sell,2025-02-20 05:00:27,2025-04-12 02:30:28,Closed Won,37103.1,1
OPP-000935,ACC-000046,PROD-0043,439,Renewal,2024-08-23 08:12:42,2024-09-15 00:04:10,Closed Lost,50343.48,0
OPP-000936,ACC-000014,PROD-0030,662,Renewal,2024-01-22 13:49:39,2024-02-26 11:35:13,Closed Won,41584.31,1
OPP-000937,ACC-000053,PROD-0053,37,Upsell,2025-05-12 09:53:24,2025-09-05 07:44:19,Closed Lost,18616.38,0
OPP-000945,ACC-000012,PROD-0059,799,New Business,2024-06-21 04:30:35,2024-08-07 01:15:44,Closed Lost,29321.12,0
OPP-000949,ACC-000053,PROD-0089,842,Renewal,2025-02-26 15:57:22,2025-03-06 02:10:08,Closed Lost,88725.54,0
OPP-000958,ACC-000036,PROD-0088,370,New Business,2024-09-09 22:42:14,2024-11-30 03:10:49,Closed Won,67552.88,1
OPP-000963,ACC-000021,PROD-0009,94,Upsell,2024-07-30 08:56:12,2024-12-02 04:14:59,Closed Lost,92590.23,0
OPP-000968,ACC-000049,PROD-0022,355,Renewal,2025-01-26 07:32:21,2025-04-04 07:42:30,Closed Won,66647.55,1
OPP-000980,ACC-000055,PROD-0069,9,Expansion,2024-08-30 16:14:14,2025-01-24 18:48:18,Closed Lost,15631.87,0
OPP-000981,ACC-000032,PROD-0085,955,Cross-sell,2025-05-31 13:30:08,2025-09-12 23:13:45,Closed Won,34159.7,1
OPP-000985,ACC-000028,PROD-0011,470,Renewal,2024-06-28 16:41:40,2024-09-13 10:33:16,Closed Won,34258.95,1
OPP-000989,ACC-000014,PROD-0054,912,New Business,2025-03-11 12:02:04,2025-06-04 22:02:35,Closed Lost,96293.54,0
OPP-000996,ACC-000056,PROD-0046,429,Cross-sell,2024-05-17 13:47:47,2024-07-18 21:00:43,Closed Won,80180.27,1
OPP-000997,ACC-000032,PROD-0070,868,Upsell,2023-09-30 07:00:33,2024-02-10 21:26:36,Closed Won,90503.81,1
OPP-001000,ACC-000022,PROD-0018,78,Upsell,2025-05-24 04:31:02,2025-09-05 08:31:25,Closed Won,70784.4,1
OPP-001014,ACC-000058,PROD-0059,665,New Business,2023-12-23 01:25:11,2024-03-09 00:19:42,Closed Lost,11321.86,0
OPP-001020,ACC-000011,PROD-0054,282,Renewal,2024-08-12 06:55:07,2024-12-21 18:09:08,Closed Lost,41845.46,0
OPP-001021,ACC-000061,PROD-0092,49,Expansion,2023-12-30 02:57:40,2024-05-28 17:44:19,Closed Won,58016.14,1
OPP-001045,ACC-000047,PROD-0090,212,Renewal,2024-02-15 18:31:52,2024-03-05 15:00:30,Closed Lost,95951,0
OPP-001047,ACC-000037,PROD-0012,634,Upsell,2025-06-25 11:44:55,2025-10-19 20:38:06,Closed Lost,79525.17,0
OPP-001048,ACC-000016,PROD-0093,211,Cross-sell,2024-04-13 13:45:24,2024-10-05 03:56:40,Closed Won,76580.8,1
OPP-001051,ACC-000049,PROD-0096,214,Renewal,2024-01-15 16:25:13,2024-05-19 14:06:07,Closed Lost,3583.65,0
OPP-001056,ACC-000053,PROD-0002,801,Upsell,2024-01-23 22:02:56,2024-02-19 03:27:38,Closed Lost,50052.26,0
OPP-001059,ACC-000022,PROD-0077,750,Upsell,2024-09-27 04:24:37,2025-03-21 22:14:06,Closed Lost,49795.86,0
OPP-001065,ACC-000032,PROD-0099,91,Cross-sell,2024-06-13 05:34:34,2024-07-20 00:18:14,Closed Won,40632.15,1
OPP-001069,ACC-000006,PROD-0067,623,Renewal,2025-06-21 21:07:33,2025-07-07 13:58:46,Closed Won,75103.06,1
OPP-001089,ACC-000046,PROD-0045,793,Upsell,2024-12-12 05:08:29,2025-02-02 14:34:08,Closed Won,20997.33,1
OPP-001098,ACC-000036,PROD-0072,909,Expansion,2024-03-27 07:05:09,2024-07-01 20:14:20,Closed Lost,34723.06,0
OPP-001103,ACC-000054,PROD-0003,458,Expansion,2024-02-07 08:03:04,2024-06-12 06:13:27,Closed Lost,49254.4,0
OPP-001114,ACC-000037,PROD-0076,26,New Business,2024-10-17 23:13:50,2025-01-13 13:11:29,Closed Lost,84215.67,0
OPP-001118,ACC-000045,PROD-0092,907,Cross-sell,2024-04-07 18:18:45,2024-08-11 02:29:28,Closed Lost,54778.61,0
OPP-001128,ACC-000045,PROD-0048,24,Expansion,2025-05-03 20:18:55,2025-07-19 20:02:49,Closed Won,10365.71,1
OPP-001129,ACC-000023,PROD-0047,799,Cross-sell,2023-12-08 05:52:13,2023-12-09 23:07:51,Closed Lost,13648.91,0
OPP-001132,ACC-000006,PROD-0094,1,Upsell,2024-10-08 06:20:34,2025-01-12 13:04:29,Closed Won,34159.96,1
OPP-001136,ACC-000014,PROD-0005,55,Cross-sell,2025-01-29 18:09:43,2025-06-21 01:48:14,Closed Won,2554.32,1
OPP-001139,ACC-000028,PROD-0086,401,Cross-sell,2024-10-30 14:52:52,2024-11-14 05:34:09,Closed Lost,58445.77,0
OPP-001151,ACC-000026,PROD-0077,338,Cross-sell,2025-06-20 02:37:41,2025-08-29 19:18:31,Closed Won,19479.8,1
OPP-001153,ACC-000001,PROD-0039,602,Expansion,2024-05-22 18:24:27,2024-07-21 13:41:19,Closed Lost,48217,0
OPP-001164,ACC-000040,PROD-0019,612,Expansion,2024-09-21 21:28:28,2025-02-18 17:39:39,Closed Won,75370.14,1
OPP-001169,ACC-000007,PROD-0009,708,Renewal,2023-11-06 22:04:22,2023-11-15 13:22:09,Closed Won,79110.33,1
OPP-001175,ACC-000046,PROD-0050,649,Upsell,2025-04-21 04:12:22,2025-05-12 21:46:52,Closed Lost,76518.19,0
OPP-001176,ACC-000011,PROD-0012,67,Cross-sell,2024-03-04 04:50:12,2024-07-16 23:04:32,Closed Won,84412.29,1
OPP-001182,ACC-000010,PROD-0078,281,New Business,2024-08-13 20:36:05,2024-09-20 15:34:11,Closed Lost,15164.44,0
OPP-001192,ACC-000020,PROD-0077,400,Renewal,2024-03-24 01:42:15,2024-05-23 19:50:02,Closed Lost,18795.53,0
OPP-001195,ACC-000047,PROD-0092,729,Cross-sell,2025-01-14 12:50:02,2025-06-22 03:59:38,Closed Lost,60848.62,0
OPP-001208,ACC-000005,PROD-0088,863,Renewal,2024-04-30 05:05:17,2024-08-10 19:00:08,Closed Won,55989.09,1
OPP-001212,ACC-000040,PROD-0062,100,New Business,2025-03-17 16:19:56,2025-06-30 20:53:22,Closed Lost,23451.38,0
OPP-001233,ACC-000036,PROD-0055,74,New Business,2024-03-07 09:03:27,2024-03-18 01:52:43,Closed Won,9840.59,1
OPP-001237,ACC-000017,PROD-0064,634,Cross-sell,2024-11-12 12:54:06,2024-12-02 10:18:58,Closed Won,26893.3,1
OPP-001239,ACC-000043,PROD-0078,585,New Business,2024-02-03 01:52:54,2024-03-08 05:21:06,Closed Lost,98142.85,0
OPP-001241,ACC-000052,PROD-0024,780,Renewal,2024-01-02 17:23:24,2024-01-16 03:27:14,Closed Won,18939.22,1
OPP-001246,ACC-000036,PROD-0054,773,Cross-sell,2023-08-09 20:34:54,2023-12-04 09:22:38,Closed Lost,92861.83,0
OPP-001262,ACC-000019,PROD-0009,55,Cross-sell,2023-10-24 13:47:21,2023-11-21 05:47:26,Closed Lost,18724.89,0
OPP-001264,ACC-000031,PROD-0026,531,Expansion,2024-11-11 14:42:08,2024-12-24 00:26:04,Closed Won,86441.17,1
OPP-001281,ACC-000039,PROD-0022,933,New Business,2024-11-08 10:17:45,2025-04-22 23:18:39,Closed Won,85118.93,1
OPP-001283,ACC-000030,PROD-0027,947,Cross-sell,2024-02-04 23:12:11,2024-04-19 00:06:02,Closed Won,12630.03,1
OPP-001284,ACC-000059,PROD-0042,5,New Business,2024-10-18 15:03:22,2024-11-19 06:14:29,Closed Lost,13674.26,0
OPP-001286,ACC-000037,PROD-0031,932,New Business,2025-03-26 00:35:53,2025-06-29 14:01:51,Closed Lost,30434.85,0
OPP-001298,ACC-000046,PROD-0016,130,Upsell,2024-12-03 20:13:21,2025-05-07 16:19:54,Closed Won,45290.36,1
OPP-001299,ACC-000039,PROD-0061,631,Cross-sell,2024-10-10 16:57:15,2025-01-12 03:19:59,Closed Lost,49852.52,0
OPP-001304,ACC-000026,PROD-0047,203,New Business,2023-09-19 03:49:14,2023-12-16 14:55:33,Closed Lost,81886.55,0
OPP-001308,ACC-000051,PROD-0079,365,New Business,2024-02-02 00:14:05,2024-06-16 07:40:01,Closed Lost,98862.72,0
