Pipeline_ID,Account_ID,Stage,Stage_Entry_Date,Expected_Close_Date,Deal_Size,Probability
PIPE-000064,ACC-000001,Needs Analysis,2024-12-07 08:20:01,2025-01-19 17:46:04,249223.21,0.47
PIPE-000065,ACC-000044,Prospecting,2022-09-19 23:37:23,2023-01-21 00:31:50,145144.07,0.15
PIPE-000066,ACC-000004,Closed Won,2022-05-24 12:20:03,2022-08-03 16:43:31,126333.9,1
PIPE-000067,ACC-000047,Development,2023-04-18 13:59:28,2023-07-21 06:36:40,380308.08,0
PIPE-000068,ACC-000060,Closed Lost,2025-04-09 14:02:51,2025-09-10 06:37:17,392227.81,0
PIPE-000069,ACC-000024,Prospecting,2024-01-04 20:50:13,2024-03-01 07:11:51,221589.03,0.1
PIPE-000070,ACC-000056,Qualification,2021-10-17 11:36:35,2021-12-24 10:44:57,313134.27,0.29
PIPE-000071,ACC-000047,Development,2022-09-18 13:23:41,2023-03-11 23:53:55,273818.7,0
PIPE-000072,ACC-000031,Closed Won,2024-05-06 09:31:49,2024-05-08 13:43:52,460662.13,1
PIPE-000073,ACC-000020,Closed Won,2025-04-10 09:43:59,2025-08-08 21:31:56,491420.77,1
PIPE-000074,ACC-000033,Proposal,2022-10-10 03:49:00,2022-12-31 12:03:19,422065.6,0.75
PIPE-000075,ACC-000014,Closed Lost,2021-11-23 23:09:05,2022-02-19 06:08:08,406152.38,0
PIPE-000076,ACC-000008,Prospecting,2022-09-01 16:38:37,2022-11-13 00:15:52,149950.79,0.06
PIPE-000077,ACC-000025,Prospecting,2022-11-06 08:19:18,2023-01-25 22:36:58,385429.25,0.14
PIPE-000078,ACC-000012,Negotiation,2022-04-28 02:16:14,2022-09-30 06:08:25,229017.44,0.8
PIPE-000079,ACC-000016,Closed Won,2023-07-27 17:42:53,2023-11-13 15:04:54,215981.67,1
PIPE-000080,ACC-000004,Closed Won,2024-09-25 12:23:47,2024-10-04 00:09:11,49244.06,1
PIPE-000081,ACC-000022,Prospecting,2022-01-01 15:45:15,2022-04-13 16:30:24,395694.94,0.16
PIPE-000082,ACC-000034,Qualification,2023-07-21 02:32:57,2023-08-09 23:53:44,408127.34,0.35
PIPE-000083,ACC-000021,Negotiation,2024-07-18 16:34:17,2024-09-21 00:25:25,56304.64,0.81
PIPE-000084,ACC-000002,Closed Lost,2021-11-14 18:34:52,2021-12-29 20:28:27,295705.28,0
PIPE-000085,ACC-000006,Prospecting,2024-12-10 01:04:56,2025-05-29 02:07:21,140609.48,0.15
PIPE-000086,ACC-000016,Prospecting,2021-07-12 00:58:01,2021-07-14 01:32:49,126943.88,0.08
PIPE-000087,ACC-000025,Prospecting,2023-03-05 19:06:08,2023-04-12 11:55:23,277553.68,0.06
PIPE-000088,ACC-000050,Prospecting,2022-10-02 13:43:34,2022-10-10 10:50:02,397820.66,0.15
PIPE-000089,ACC-000020,Proposal,2024-01-04 07:28:07,2024-03-26 12:20:15,73678.53,0.64
PIPE-000090,ACC-000020,Prospecting,2024-11-21 14:55:27,2024-12-11 08:52:51,311189.41,0.06
PIPE-000091,ACC-000018,Development,2022-03-27 03:11:03,2022-09-14 18:40:26,85804.43,0
PIPE-000092,ACC-000030,Qualification,2024-03-27 06:37:21,2024-07-20 07:22:58,164935.98,0.29
PIPE-000093,ACC-000046,Prospecting,2023-12-06 03:46:08,2024-01-08 01:47:40,453427.94,0.14
PIPE-000094,ACC-000024,Negotiation,2023-02-04 03:42:03,2023-07-10 23:25:40,329168.02,0.91
PIPE-000095,ACC-000001,Needs Analysis,2022-02-14 17:59:44,2022-06-28 12:29:36,292052.68,0.47
PIPE-000096,ACC-000047,Negotiation,2025-05-11 12:59:42,2025-10-12 22:48:54,97164.28,0.87
PIPE-000097,ACC-000006,Closed Won,2022-06-17 14:12:27,2022-11-13 22:14:57,145377.06,1
PIPE-000098,ACC-000035,Needs Analysis,2023-02-20 04:53:38,2023-03-14 14:10:30,156905.53,0.56
PIPE-000099,ACC-000037,Closed Lost,2023-10-20 11:16:51,2024-03-18 16:50:57,391959.07,0
PIPE-000100,ACC-000013,Needs Analysis,2021-12-18 09:39:42,2022-02-28 10:24:35,153545.87,0.59
PIPE-000101,ACC-000022,Closed Lost,2023-05-11 16:08:10,2023-09-04 22:37:12,381297.25,0
PIPE-000102,ACC-000035,Qualification,2023-06-23 15:19:15,2023-09-18 15:05:22,231382.11,0.23
PIPE-000103,ACC-000010,Prospecting,2023-03-22 04:30:52,2023-05-17 23:10:27,117421.58,0.06
PIPE-000104,ACC-000016,Closed Won,2025-06-05 16:16:43,2025-07-02 06:22:31,275822.68,1
PIPE-000105,ACC-000033,Closed Lost,2022-05-07 14:55:48,2022-08-07 08:59:02,221014.53,0
PIPE-000106,ACC-000057,Needs Analysis,2023-09-30 17:31:26,2024-02-17 12:51:02,312859.74,0.52
PIPE-000107,ACC-000047,Prospecting,2023-08-17 00:18:41,2023-10-18 10:33:20,251830.96,0.15
PIPE-000108,ACC-000001,Negotiation,2021-08-25 00:42:42,2021-11-21 23:19:43,55359.09,0.8
PIPE-000109,ACC-000035,Prospecting,2025-05-18 16:34:49,2025-09-06 02:01:20,364472.63,0.09
PIPE-000110,ACC-000060,Closed Won,2024-06-29 17:40:19,2024-07-06 10:43:34,327290.47,1
PIPE-000111,ACC-000039,Development,2024-03-20 06:06:53,2024-07-22 07:37:19,21262.09,0
PIPE-000112,ACC-000002,Qualification,2025-06-05 23:02:43,2025-08-05 16:34:13,285270.66,0.27
PIPE-000113,ACC-000057,Qualification,2023-06-14 10:06:38,2023-08-27 01:27:15,394870.86,0.29
PIPE-000114,ACC-000041,Closed Won,2022-12-21 11:21:44,2023-01-21 20:57:57,363859.77,1
PIPE-000115,ACC-000003,Qualification,2022-04-30 17:06:52,2022-09-25 12:54:14,461793.98,0.31
PIPE-000116,ACC-000054,Development,2024-10-26 00:57:52,2024-10-28 21:17:07,260880,0
PIPE-000117,ACC-000039,Development,2024-10-23 17:08:33,2024-12-10 22:57:58,364515.55,0
PIPE-000118,ACC-000002,Closed Won,2025-01-16 04:36:31,2025-02-26 15:54:48,359658.73,1
PIPE-000119,ACC-000035,Needs Analysis,2024-06-07 22:59:43,2024-10-21 21:50:05,467712.83,0.51
PIPE-000120,ACC-000048,Prospecting,2022-10-27 14:00:03,2023-02-28 08:22:00,366979.03,0.19
PIPE-000121,ACC-000052,Prospecting,2025-03-25 23:03:55,2025-03-30 20:06:53,466820.03,0.16
PIPE-000122,ACC-000037,Proposal,2021-12-09 05:41:54,2022-01-13 20:19:18,247535.5,0.69
PIPE-000123,ACC-000029,Proposal,2022-06-17 03:32:13,2022-07-20 14:37:06,157558.4,0.69
PIPE-000124,ACC-000028,Negotiation,2023-11-29 15:05:37,2023-12-01 17:25:53,324292.66,0.89
PIPE-000125,ACC-000047,Closed Lost,2024-12-31 19:54:07,2025-01-11 15:18:20,228587.81,0
PIPE-000126,ACC-000019,Negotiation,2024-11-03 01:00:42,2024-11-24 03:21:14,192425.8,0.89
PIPE-000127,ACC-000012,Proposal,2024-09-11 07:38:48,2024-10-04 21:51:33,53024.94,0.8
PIPE-000128,ACC-000040,Qualification,2024-06-28 03:51:27,2024-07-30 16:59:42,326958.04,0.36
PIPE-000129,ACC-000030,Development,2024-12-02 20:07:01,2025-01-24 13:52:07,308423.21,0
PIPE-000130,ACC-000040,Proposal,2024-02-08 03:58:34,2024-03-25 22:51:55,361553.74,0.75
PIPE-000131,ACC-000019,Closed Won,2022-09-06 18:28:38,2022-09-28 09:20:23,13787.63,1
PIPE-000132,ACC-000032,Needs Analysis,2024-03-03 04:18:20,2024-05-12 01:02:58,44724.99,0.56
PIPE-000133,ACC-000043,Closed Lost,2024-05-28 19:07:37,2024-09-05 04:01:28,109901.71,0
PIPE-000134,ACC-000049,Development,2025-05-12 01:53:58,2025-11-06 04:31:35,66533.92,0
PIPE-000135,ACC-000055,Negotiation,2022-02-18 06:56:46,2022-03-18 07:00:34,397570.54,0.83
PIPE-000136,ACC-000059,Closed Won,2021-11-05 14:49:35,2022-04-23 17:38:10,479202.89,1
PIPE-000137,ACC-000038,Development,2022-03-14 17:27:54,2022-08-30 12:34:28,458343.61,0
PIPE-000138,ACC-000020,Prospecting,2021-11-05 19:35:01,2022-04-02 01:15:12,394964.72,0.14
PIPE-000139,ACC-000010,Needs Analysis,2023-01-25 12:39:55,2023-02-10 06:59:57,322543.33,0.43
PIPE-000140,ACC-000019,Qualification,2021-12-06 08:56:59,2021-12-15 20:32:05,348823.7,0.28
PIPE-000141,ACC-000013,Development,2023-11-02 12:31:08,2024-02-16 11:13:08,16949.63,0
PIPE-000142,ACC-000016,Needs Analysis,2025-04-10 18:07:48,2025-09-17 12:22:44,474164.63,0.45
PIPE-000143,ACC-000051,Closed Won,2021-06-28 23:57:43,2021-11-13 01:41:19,67100.7,1
PIPE-000144,ACC-000060,Qualification,2024-01-23 03:25:01,2024-05-08 10:19:19,410531.32,0.2
PIPE-000145,ACC-000051,Proposal,2023-11-23 23:47:09,2024-01-30 16:52:00,228688.15,0.65
PIPE-000146,ACC-000005,Negotiation,2025-06-05 21:26:54,2025-06-16 11:12:08,334223.81,0.83
PIPE-000147,ACC-000005,Needs Analysis,2023-02-21 03:26:04,2023-05-12 04:58:25,453790.04,0.55
PIPE-000148,ACC-000045,Qualification,2024-11-25 03:43:25,2025-02-06 12:17:21,156877.72,0.33
PIPE-000149,ACC-000029,Negotiation,2024-01-18 10:35:33,2024-06-20 09:56:02,432183.24,0.89
PIPE-000150,ACC-000036,Closed Lost,2024-06-26 21:15:05,2024-12-08 13:36:27,229953.05,0
PIPE-000151,ACC-000003,Closed Lost,2022-06-15 12:03:46,2022-08-21 21:40:05,387565.43,0
PIPE-000152,ACC-000034,Needs Analysis,2023-03-05 07:11:03,2023-08-14 23:12:19,134755.96,0.58
PIPE-000153,ACC-000045,Prospecting,2021-11-21 10:09:31,2022-04-09 10:57:42,248708.25,0.07
PIPE-000154,ACC-000034,Qualification,2022-08-22 12:25:32,2023-02-07 21:36:22,376531.26,0.29
PIPE-000155,ACC-000056,Closed Won,2021-09-27 14:12:53,2021-10-03 07:51:41,259485.91,1
PIPE-000156,ACC-000052,Needs Analysis,2023-10-28 14:54:21,2024-03-18 04:29:21,259806.22,0.43
PIPE-000157,ACC-000034,Closed Won,2021-11-27 08:15:18,2022-01-25 20:23:49,24885.57,1
PIPE-000158,ACC-000013,Negotiation,2024-05-12 17:47:56,2024-07-20 18:05:35,427363.19,0.91
PIPE-000159,ACC-000030,Proposal,2022-01-14 20:20:53,2022-07-07 19:27:07,88122.3,0.61
PIPE-000160,ACC-000039,Closed Lost,2024-03-22 18:16:09,2024-09-12 02:55:52,114152.98,0
PIPE-000161,ACC-000007,Closed Lost,2024-12-10 10:34:55,2025-03-28 11:55:57,33583.72,0
PIPE-000162,ACC-000039,Closed Won,2023-02-28 02:21:26,2023-03-03 06:43:22,362976.82,1
PIPE-000163,ACC-000017,Closed Lost,2023-03-15 18:22:56,2023-06-28 19:17:17,291866.03,0
PIPE-000164,ACC-000022,Prospecting,2024-01-05 05:59:08,2024-02-05 13:38:29,265553.4,0.12
PIPE-000165,ACC-000056,Needs Analysis,2024-12-03 12:28:25,2024-12-21 13:01:33,159222.82,0.41
PIPE-000166,ACC-000030,Prospecting,2023-07-19 16:17:21,2023-12-11 03:27:03,297887.18,0.19
PIPE-000167,ACC-000010,Qualification,2022-10-18 08:55:52,2022-12-09 06:22:45,55657.41,0.38
PIPE-000168,ACC-000033,Proposal,2023-08-02 02:17:05,2023-12-21 12:33:37,360016.18,0.66
PIPE-000169,ACC-000010,Development,2021-07-23 23:34:44,2021-10-26 08:41:10,229359.64,0
PIPE-000170,ACC-000033,Development,2022-07-24 06:21:26,2022-11-18 19:10:13,255840.18,0
PIPE-000171,ACC-000053,Negotiation,2024-05-01 18:08:37,2024-09-20 20:43:02,408670.77,0.91
PIPE-000172,ACC-000005,Closed Lost,2022-11-26 11:35:27,2022-12-31 01:48:14,40753.34,0
PIPE-000173,ACC-000018,Negotiation,2022-01-30 06:07:28,2022-03-29 20:32:05,164400.68,0.85
PIPE-000174,ACC-000010,Closed Won,2024-01-28 03:43:26,2024-05-28 07:24:32,13086.16,1
PIPE-000175,ACC-000015,Needs Analysis,2022-08-12 15:32:54,2022-12-19 22:43:28,103093.09,0.49
PIPE-000176,ACC-000046,Qualification,2024-01-26 01:30:26,2024-05-31 18:10:54,106594.18,0.21
PIPE-000177,ACC-000040,Prospecting,2023-10-24 16:14:59,2024-02-15 05:05:17,273168.93,0.05
PIPE-000178,ACC-000006,Development,2023-05-17 12:03:31,2023-08-03 23:33:10,222386.68,0
PIPE-000179,ACC-000023,Proposal,2025-04-11 15:30:38,2025-05-27 03:33:35,40973.07,0.76
PIPE-000180,ACC-000053,Needs Analysis,2023-11-29 14:21:01,2023-12-24 01:33:41,412896.54,0.42
PIPE-000181,ACC-000058,Negotiation,2023-02-06 07:22:07,2023-02-13 02:10:28,170613.06,0.84
PIPE-000182,ACC-000011,Closed Lost,2021-09-10 03:26:58,2021-12-07 07:03:16,413525.77,0
PIPE-000183,ACC-000048,Prospecting,2023-03-04 06:59:12,2023-06-23 18:00:08,346278.39,0.09
PIPE-000184,ACC-000019,Qualification,2022-09-20 11:19:48,2022-10-07 11:26:23,456113.32,0.36
PIPE-000185,ACC-000056,Proposal,2024-06-09 02:10:11,2024-08-30 06:35:39,313516.8,0.75
PIPE-000186,ACC-000050,Qualification,2022-11-16 20:12:34,2023-03-29 17:06:04,34780.85,0.32
PIPE-000187,ACC-000034,Development,2023-11-12 10:22:58,2024-02-11 15:09:50,468018.25,0
PIPE-000188,ACC-000045,Closed Won,2021-08-08 17:15:37,2022-01-02 01:16:28,188502.02,1
PIPE-000189,ACC-000039,Negotiation,2025-04-14 21:05:22,2025-04-30 01:10:00,101893.29,0.87
PIPE-000190,ACC-000028,Negotiation,2022-12-21 14:36:29,2023-01-16 01:55:06,78742.21,0.86
PIPE-000191,ACC-000053,Needs Analysis,2025-06-06 03:45:39,2025-10-05 15:30:10,374569.13,0.49
PIPE-000192,ACC-000006,Negotiation,2022-12-21 06:45:04,2023-01-01 10:31:01,227902.87,0.83
PIPE-000193,ACC-000039,Needs Analysis,2024-09-16 18:18:49,2025-02-22 00:13:44,74664.23,0.4
PIPE-000194,ACC-000005,Development,2023-04-08 03:19:41,2023-05-26 16:12:17,94821.41,0
PIPE-000195,ACC-000047,Closed Won,2024-09-16 12:08:58,2025-03-04 01:43:30,319889.48,1
PIPE-000196,ACC-000051,Needs Analysis,2022-12-02 16:01:31,2023-01-30 07:35:34,247042.67,0.51
PIPE-000197,ACC-000015,Qualification,2021-12-16 17:38:29,2022-04-19 23:41:01,419681.27,0.36
PIPE-000198,ACC-000025,Proposal,2024-12-31 17:06:49,2025-05-19 14:55:39,219360.39,0.64
PIPE-000199,ACC-000035,Negotiation,2023-05-02 21:59:27,2023-07-29 01:08:37,315974.75,0.92
PIPE-000200,ACC-000040,Closed Won,2023-09-23 07:23:53,2024-01-24 19:15:04,395236.09,1
PIPE-000201,ACC-000013,Closed Won,2022-11-26 16:28:09,2023-01-09 21:41:43,66829.02,1
PIPE-000202,ACC-000034,Closed Won,2021-08-08 05:51:50,2021-10-01 23:32:15,485473.57,1
PIPE-000203,ACC-000018,Prospecting,2022-10-14 09:27:43,2022-12-15 08:19:34,172660.67,0.11
PIPE-000204,ACC-000037,Negotiation,2023-02-20 19:53:14,2023-05-23 04:27:51,331988.22,0.85
PIPE-000205,ACC-000052,Prospecting,2024-10-18 12:25:38,2025-04-08 23:37:50,106086,0.16
PIPE-000206,ACC-000014,Closed Lost,2025-04-09 23:57:35,2025-09-30 23:41:56,3249.74,0
PIPE-000207,ACC-000020,Closed Won,2022-12-16 05:09:11,2023-04-21 09:15:02,258648.24,1
PIPE-000208,ACC-000039,Needs Analysis,2023-12-14 12:28:23,2024-03-24 03:31:58,74555.52,0.52
PIPE-000209,ACC-000007,Negotiation,2025-06-23 22:08:08,2025-12-19 18:53:12,92376.71,0.82
PIPE-000210,ACC-000016,Proposal,2024-05-22 09:16:57,2024-06-04 15:43:04,371022.35,0.8
PIPE-000211,ACC-000036,Closed Won,2023-11-07 12:38:43,2024-03-09 11:46:22,480909.06,1
PIPE-000212,ACC-000024,Development,2025-01-04 23:31:00,2025-03-25 08:47:42,291713.72,0
PIPE-000213,ACC-000019,Negotiation,2022-07-12 06:49:23,2022-12-23 14:29:47,358411.73,0.82
PIPE-000214,ACC-000017,Closed Lost,2022-01-25 18:55:09,2022-05-31 01:14:03,472203.72,0
PIPE-000215,ACC-000045,Qualification,2022-10-08 07:52:50,2023-03-05 08:24:00,51113.26,0.21
PIPE-000216,ACC-000050,Qualification,2024-07-21 00:07:16,2024-08-31 14:49:46,112530.18,0.31
PIPE-000217,ACC-000025,Development,2022-05-03 10:24:53,2022-07-05 07:28:02,444401.94,0
PIPE-000218,ACC-000021,Closed Won,2021-07-12 03:57:00,2021-10-25 07:50:25,263517.84,1
PIPE-000219,ACC-000036,Prospecting,2025-06-11 08:48:23,2025-10-17 16:38:53,417666.23,0.06
PIPE-000220,ACC-000052,Development,2022-12-28 08:20:04,2023-01-15 18:50:31,192584.64,0
PIPE-000221,ACC-000050,Needs Analysis,2025-03-10 15:03:34,2025-04-02 23:37:31,154647.92,0.49
PIPE-000222,ACC-000050,Negotiation,2022-01-11 23:29:58,2022-07-07 06:52:00,486437.55,0.84
PIPE-000223,ACC-000033,Closed Lost,2023-06-20 11:06:05,2023-08-10 22:06:45,150188.96,0
PIPE-000224,ACC-000057,Closed Won,2025-05-05 14:44:17,2025-08-14 01:53:22,426478.45,1
PIPE-000225,ACC-000018,Qualification,2025-06-02 09:42:22,2025-10-07 17:33:27,344409.94,0.23
PIPE-000226,ACC-000038,Qualification,2024-07-08 02:23:16,2024-07-28 12:44:42,274004.79,0.36
PIPE-000227,ACC-000007,Proposal,2023-02-14 07:09:04,2023-03-14 23:45:49,358574.03,0.64
PIPE-000228,ACC-000007,Prospecting,2023-04-12 16:51:28,2023-09-05 09:27:51,407470.68,0.15
PIPE-000229,ACC-000017,Prospecting,2024-10-25 11:43:46,2025-02-24 17:58:05,155757.35,0.16
PIPE-000230,ACC-000038,Needs Analysis,2023-09-30 03:09:36,2023-12-11 14:22:36,93725.67,0.46
PIPE-000231,ACC-000037,Needs Analysis,2022-03-25 03:01:26,2022-09-19 09:06:05,402408.7,0.42
PIPE-000232,ACC-000030,Closed Won,2025-06-14 22:56:08,2025-06-20 17:59:08,302338.25,1
PIPE-000233,ACC-000008,Closed Won,2022-12-08 08:05:03,2023-03-02 08:54:56,60730.57,1
PIPE-000234,ACC-000039,Needs Analysis,2024-04-28 00:15:57,2024-07-18 07:46:02,18972.52,0.6
PIPE-000235,ACC-000016,Needs Analysis,2021-07-09 06:53:08,2021-09-13 01:05:48,319146.86,0.54
PIPE-000236,ACC-000009,Needs Analysis,2024-06-10 15:21:55,2024-10-01 09:54:10,118352.93,0.56
PIPE-000237,ACC-000023,Proposal,2023-11-21 15:12:39,2024-03-12 12:55:54,335080.44,0.75
PIPE-000238,ACC-000039,Negotiation,2024-08-08 07:03:03,2024-12-30 13:23:37,267850,0.86
PIPE-000239,ACC-000018,Closed Lost,2022-04-25 07:34:15,2022-05-24 17:17:30,31992.68,0
PIPE-000240,ACC-000012,Proposal,2025-03-23 13:35:19,2025-07-27 13:53:57,124011.42,0.69
PIPE-000241,ACC-000006,Closed Won,2021-10-06 12:11:32,2022-01-27 09:50:34,218882.48,1
PIPE-000242,ACC-000031,Development,2023-06-16 04:17:57,2023-11-13 05:44:07,424426.96,0
PIPE-000243,ACC-000018,Development,2022-08-25 14:54:45,2022-11-12 13:34:04,363761.55,0
PIPE-000244,ACC-000035,Negotiation,2023-01-31 16:58:39,2023-04-19 06:05:51,132180.73,0.86
PIPE-000245,ACC-000014,Proposal,2022-05-15 12:33:44,2022-09-16 00:50:05,106265.41,0.6
PIPE-000246,ACC-000047,Closed Won,2023-10-01 05:57:45,2023-10-30 23:35:11,82634.06,1
PIPE-000247,ACC-000024,Negotiation,2023-01-27 11:06:56,2023-04-17 20:39:08,154632.27,0.95
PIPE-000248,ACC-000029,Needs Analysis,2024-01-15 04:54:25,2024-01-25 03:28:31,303466.04,0.6
PIPE-000249,ACC-000024,Qualification,2022-02-28 02:52:49,2022-07-29 07:01:05,133050.84,0.38
PIPE-000250,ACC-000014,Closed Won,2023-09-23 12:10:19,2023-12-19 16:37:00,400162.22,1
PIPE-000251,ACC-000061,Closed Won,2024-03-15 06:49:15,2024-05-31 16:53:01,477755.45,1
PIPE-000252,ACC-000010,Prospecting,2021-11-18 04:09:16,2022-04-24 21:41:49,195132.64,0.12
