Opportunity_ID,Account_ID,Product_ID,Product_Usage,Opportunity_Type,Created_Date,Close_Date,Status,Revenue_Amount,Probability
OPP-000062,ACC-000062,PROD-0053,578,Expansion,2023-06-10 00:41:39,,Proposal,2096.88,0.32
OPP-000063,ACC-000038,PROD-0053,182,New Business,2023-11-16 13:40:31,2024-04-03 22:01:20,Closed Won,38318.58,1
OPP-000064,ACC-000010,PROD-0076,937,Upsell,2021-07-31 22:52:36,,Qualified,79321.43,0.3
OPP-000065,ACC-000031,PROD-0052,570,Renewal,2021-08-29 07:48:21,,Proposal,71301.44,0.36
OPP-000066,ACC-000020,PROD-0016,253,Upsell,2022-07-17 21:10:34,,Negotiation,18093.99,0.78
OPP-000067,ACC-000016,PROD-0013,336,Upsell,2025-05-31 06:27:03,2025-09-12 01:42:18,Closed Won,53260.14,1
OPP-000068,ACC-000026,PROD-0002,31,Cross-sell,2022-10-15 06:15:03,2022-12-20 00:47:52,Closed Lost,29669.69,0
OPP-000069,ACC-000010,PROD-0079,742,Cross-sell,2023-07-29 15:44:57,,Qualified,95701.82,0.27
OPP-000070,ACC-000019,PROD-0094,959,Cross-sell,2023-03-01 16:44:13,,Proposal,22554.99,0.36
OPP-000071,ACC-000010,PROD-0082,864,Renewal,2024-08-27 22:37:35,,Proposal,14107.13,0.46
OPP-000072,ACC-000025,PROD-0039,164,Expansion,2022-02-27 11:18:32,,Qualified,30388.3,0.41
OPP-000073,ACC-000034,PROD-0024,240,Expansion,2021-07-27 02:41:42,,Negotiation,4067.04,0.88
OPP-000074,ACC-000007,PROD-0080,966,Upsell,2022-12-19 06:37:14,,Negotiation,90668.66,0.89
OPP-000075,ACC-000050,PROD-0070,944,New Business,2024-05-26 14:42:19,2024-08-03 22:44:20,Closed Lost,40827.53,0
OPP-000076,ACC-000041,PROD-0001,460,Renewal,2023-01-01 15:11:09,,Proposal,41494.97,0.43
OPP-000077,ACC-000049,PROD-0098,668,New Business,2024-02-24 20:01:44,,Qualified,85107.84,0.48
OPP-000078,ACC-000008,PROD-0091,168,Expansion,2022-10-11 05:16:01,,Negotiation,96472.15,0.86
OPP-000079,ACC-000007,PROD-0002,54,Renewal,2022-06-30 12:04:50,,Open,50090.94,0.49
OPP-000080,ACC-000015,PROD-0054,89,Expansion,2023-08-16 05:44:16,,Proposal,96633.82,0.4
OPP-000081,ACC-000039,PROD-0093,73,Expansion,2022-08-31 03:12:59,,Proposal,52048,0.44
OPP-000082,ACC-000052,PROD-0038,873,New Business,2024-12-10 19:17:19,,Negotiation,84816.24,0.75
OPP-000083,ACC-000002,PROD-0057,768,Renewal,2021-10-02 21:37:04,,Proposal,86734.14,0.39
OPP-000084,ACC-000001,PROD-0089,858,Renewal,2024-02-25 16:57:33,,Open,32813.92,0.57
OPP-000085,ACC-000059,PROD-0089,571,Cross-sell,2022-08-02 20:42:42,,Negotiation,48848.8,0.78
OPP-000086,ACC-000006,PROD-0035,361,Expansion,2025-03-24 13:11:31,,Open,97188.45,0.12
OPP-000087,ACC-000001,PROD-0045,355,Cross-sell,2023-02-20 00:29:40,,Proposal,73163.06,0.4
OPP-000088,ACC-000046,PROD-0080,402,New Business,2025-04-11 18:19:28,,Qualified,25638.76,0.21
OPP-000089,ACC-000031,PROD-0001,52,Cross-sell,2024-12-15 09:51:38,,Negotiation,59195.39,0.7
OPP-000090,ACC-000020,PROD-0016,553,Cross-sell,2021-08-13 08:17:49,,Negotiation,99451.64,0.64
OPP-000091,ACC-000006,PROD-0070,25,Expansion,2023-11-07 15:22:02,,Qualified,59268.07,0.48
OPP-000092,ACC-000016,PROD-0066,381,Upsell,2022-09-06 20:06:45,,Proposal,40534.68,0.49
OPP-000093,ACC-000029,PROD-0069,554,Expansion,2022-06-14 00:03:41,2022-07-14 11:04:21,Closed Lost,39782.47,0
OPP-000094,ACC-000019,PROD-0089,448,Upsell,2022-12-11 12:26:24,,Qualified,21458.01,0.42
OPP-000095,ACC-000004,PROD-0025,620,New Business,2025-04-22 06:50:56,,Open,27101.06,0.11
OPP-000096,ACC-000054,PROD-0056,500,Upsell,2023-02-28 20:06:41,2023-07-07 09:38:07,Closed Lost,72263.59,0
OPP-000097,ACC-000003,PROD-0087,733,Upsell,2022-01-27 19:10:40,2022-02-14 20:19:55,Closed Lost,70229.86,0
OPP-000098,ACC-000019,PROD-0029,81,Expansion,2024-08-05 09:59:16,2024-10-19 15:12:07,Closed Lost,68394.2,0
OPP-000099,ACC-000035,PROD-0036,567,Upsell,2023-09-15 11:29:49,,Negotiation,5657.52,0.64
OPP-000100,ACC-000039,PROD-0084,413,New Business,2024-05-16 19:12:38,2024-09-13 17:25:36,Closed Lost,99425.3,0
OPP-000101,ACC-000015,PROD-0077,927,Cross-sell,2025-03-15 06:23:52,,Open,48128.83,0.67
OPP-000102,ACC-000045,PROD-0008,885,Expansion,2024-02-25 06:58:34,,Proposal,91934.85,0.32
OPP-000103,ACC-000048,PROD-0010,843,Upsell,2024-05-30 01:10:23,,Proposal,34556.89,0.38
OPP-000104,ACC-000025,PROD-0053,136,Expansion,2022-06-16 20:51:30,,Open,25571.52,0.52
OPP-000105,ACC-000001,PROD-0018,768,Cross-sell,2023-04-07 21:02:36,,Open,74246.45,0.28
OPP-000106,ACC-000029,PROD-0001,222,Upsell,2022-07-06 23:01:45,,Open,40727.19,0.3
OPP-000107,ACC-000026,PROD-0031,445,New Business,2023-12-05 12:56:06,2024-01-05 04:47:51,Closed Lost,5357.66,0
OPP-000108,ACC-000018,PROD-0002,639,Upsell,2023-04-22 01:29:46,,Proposal,12947.62,0.48
OPP-000109,ACC-000004,PROD-0095,243,Cross-sell,2022-10-26 20:12:08,,Qualified,15173.08,0.3
OPP-000110,ACC-000050,PROD-0059,776,Upsell,2025-05-11 19:07:21,,Negotiation,47281.6,0.79
OPP-000111,ACC-000012,PROD-0051,43,Upsell,2024-01-24 23:31:00,2024-03-29 22:05:41,Closed Lost,71944.17,0
OPP-000112,ACC-000053,PROD-0064,957,New Business,2023-05-27 07:58:11,,Negotiation,26521.17,0.61
OPP-000113,ACC-000019,PROD-0096,571,New Business,2023-10-18 21:40:06,,Proposal,69655.09,0.37
OPP-000114,ACC-000041,PROD-0072,124,Upsell,2022-01-19 06:33:00,,Qualified,59929.05,0.26
OPP-000115,ACC-000055,PROD-0037,781,Renewal,2022-05-15 18:11:55,,Negotiation,98054.74,0.71
OPP-000116,ACC-000008,PROD-0064,632,Cross-sell,2024-04-07 03:40:20,,Open,32174.84,0.34
OPP-000117,ACC-000052,PROD-0054,861,New Business,2022-01-29 20:14:10,2022-05-23 16:02:07,Closed Won,54634.32,1
OPP-000118,ACC-000049,PROD-0054,924,Cross-sell,2023-10-17 12:51:44,,Open,13977.1,0.31
OPP-000119,ACC-000005,PROD-0048,978,Cross-sell,2024-05-26 04:54:37,2024-10-29 13:40:12,Closed Won,7717.3,1
OPP-000120,ACC-000052,PROD-0013,324,Cross-sell,2022-05-08 20:24:03,,Open,35339.24,0.36
OPP-000121,ACC-000005,PROD-0027,252,New Business,2025-02-27 13:19:40,,Proposal,31451.48,0.32
OPP-000122,ACC-000048,PROD-0047,219,New Business,2022-01-29 02:49:46,2022-03-31 02:51:58,Closed Lost,69745.26,0
OPP-000123,ACC-000008,PROD-0074,956,Cross-sell,2024-06-02 04:03:56,,Qualified,76088.66,0.36
OPP-000124,ACC-000048,PROD-0039,868,Renewal,2024-06-27 23:07:07,,Qualified,58492.91,0.24
OPP-000125,ACC-000057,PROD-0042,731,Renewal,2025-04-24 13:34:28,,Proposal,27120.47,0.44
OPP-000126,ACC-000044,PROD-0060,51,Expansion,2023-09-20 06:36:45,2024-03-15 21:28:55,Closed Won,99388.21,1
OPP-000127,ACC-000017,PROD-0032,877,Cross-sell,2022-01-24 16:18:26,2022-04-19 04:33:07,Closed Lost,56802.53,0
OPP-000128,ACC-000013,PROD-0019,707,Upsell,2025-05-10 15:46:59,,Qualified,70161.69,0.26
OPP-000129,ACC-000026,PROD-0038,266,Expansion,2024-10-06 19:16:25,2024-11-04 23:43:58,Closed Lost,86989.14,0
OPP-000130,ACC-000060,PROD-0059,386,Upsell,2024-04-12 23:49:18,,Proposal,65621.34,0.43
OPP-000131,ACC-000046,PROD-0021,230,Upsell,2025-06-16 23:36:23,,Qualified,86879.15,0.27
OPP-000132,ACC-000037,PROD-0013,258,Cross-sell,2023-11-23 00:39:00,,Qualified,7460.61,0.44
OPP-000133,ACC-000019,PROD-0018,218,Renewal,2025-05-23 06:08:49,,Negotiation,66324.45,0.6
OPP-000134,ACC-000044,PROD-0062,340,Cross-sell,2022-03-01 02:10:56,,Negotiation,33497.31,0.62
OPP-000135,ACC-000060,PROD-0057,332,Upsell,2022-11-03 18:50:44,,Open,69282.89,0.47
OPP-000136,ACC-000001,PROD-0092,853,New Business,2021-10-11 22:01:10,,Open,98483.45,0.23
OPP-000137,ACC-000041,PROD-0093,798,Expansion,2023-11-11 08:52:52,2024-02-23 20:39:42,Closed Won,49783.55,1
OPP-000138,ACC-000047,PROD-0065,717,Renewal,2024-07-20 04:24:54,2024-08-13 04:08:23,Closed Lost,40779.1,0
OPP-000139,ACC-000014,PROD-0072,371,Expansion,2022-04-10 14:47:14,2022-06-12 06:53:57,Closed Lost,38466.76,0
OPP-000140,ACC-000020,PROD-0018,646,Cross-sell,2025-01-22 17:23:47,,Negotiation,73064.69,0.82
OPP-000141,ACC-000009,PROD-0064,277,Renewal,2025-03-26 01:00:54,2025-04-24 07:12:01,Closed Lost,47851.04,0
OPP-000142,ACC-000024,PROD-0073,949,Renewal,2024-08-01 01:13:07,2024-08-07 18:37:15,Closed Lost,83210.24,0
OPP-000143,ACC-000033,PROD-0085,366,Renewal,2024-09-29 15:12:52,,Qualified,88420.78,0.42
OPP-000144,ACC-000029,PROD-0035,323,Renewal,2022-11-05 15:15:28,,Proposal,64923.2,0.46
OPP-000145,ACC-000050,PROD-0074,696,Upsell,2025-03-26 19:25:27,,Open,84025.64,0.52
OPP-000146,ACC-000039,PROD-0091,519,Cross-sell,2023-04-02 18:15:52,,Open,59338.45,0.47
OPP-000147,ACC-000039,PROD-0090,820,Expansion,2023-03-29 10:18:21,,Qualified,15149.32,0.29
OPP-000148,ACC-000048,PROD-0029,999,New Business,2022-10-12 19:21:57,,Proposal,89425.64,0.33
OPP-000149,ACC-000060,PROD-0069,825,Cross-sell,2023-05-17 18:07:59,,Qualified,66392.76,0.29
OPP-000150,ACC-000015,PROD-0033,17,Cross-sell,2024-08-29 20:04:27,2025-02-06 09:28:00,Closed Lost,19062.8,0
OPP-000151,ACC-000009,PROD-0025,837,Upsell,2025-04-17 13:18:53,,Proposal,70616.7,0.45
OPP-000152,ACC-000041,PROD-0021,350,Renewal,2024-03-13 21:07:14,,Open,74905.8,0.52
OPP-000153,ACC-000010,PROD-0017,210,Upsell,2025-06-17 07:48:42,,Open,64653.04,0.49
OPP-000154,ACC-000019,PROD-0009,398,Cross-sell,2024-08-18 13:01:29,,Proposal,39057.55,0.52
OPP-000155,ACC-000042,PROD-0048,411,Renewal,2022-08-27 21:35:23,,Negotiation,75011.75,0.68
OPP-000156,ACC-000002,PROD-0097,696,Upsell,2022-02-19 15:05:54,,Negotiation,43409.75,0.72
OPP-000157,ACC-000057,PROD-0087,555,Cross-sell,2024-10-20 20:58:34,2024-11-27 08:48:36,Closed Won,85775.29,1
OPP-000158,ACC-000004,PROD-0070,61,Expansion,2021-12-11 10:27:23,,Proposal,42300.9,0.34
OPP-000159,ACC-000058,PROD-0041,751,Upsell,2022-01-18 22:06:53,,Open,41228.85,0.27
OPP-000160,ACC-000021,PROD-0042,770,Renewal,2022-04-11 13:34:39,,Negotiation,35854.44,0.68
OPP-000161,ACC-000001,PROD-0007,396,Renewal,2021-08-08 06:28:09,,Proposal,34420.27,0.42
OPP-000162,ACC-000044,PROD-0008,366,Renewal,2024-09-24 23:49:52,2025-01-22 19:52:19,Closed Lost,38878.84,0
OPP-000163,ACC-000020,PROD-0034,71,Upsell,2024-02-11 23:09:42,,Proposal,61550.61,0.3
OPP-000164,ACC-000013,PROD-0068,417,Renewal,2022-08-17 03:05:17,,Proposal,2681.87,0.55
OPP-000165,ACC-000047,PROD-0009,464,Expansion,2024-01-25 08:18:05,2024-05-15 10:54:49,Closed Lost,41412.72,0
OPP-000166,ACC-000059,PROD-0028,525,Renewal,2024-02-04 20:14:23,,Qualified,7015.55,0.42
OPP-000167,ACC-000048,PROD-0069,229,Upsell,2022-06-22 06:43:40,2022-10-17 01:58:12,Closed Lost,77909.05,0
OPP-000168,ACC-000038,PROD-0099,444,Cross-sell,2022-06-24 06:07:16,,Qualified,82543.58,0.45
OPP-000169,ACC-000037,PROD-0063,139,New Business,2022-06-22 06:45:58,,Negotiation,99013.23,0.78
OPP-000170,ACC-000034,PROD-0002,306,Cross-sell,2024-05-31 09:02:02,,Negotiation,46939.83,0.75
OPP-000171,ACC-000033,PROD-0002,587,Renewal,2021-08-08 02:13:45,,Negotiation,64381.76,0.87
OPP-000172,ACC-000038,PROD-0081,780,Cross-sell,2023-01-07 15:57:44,,Proposal,14895.23,0.3
OPP-000173,ACC-000010,PROD-0084,893,Expansion,2021-10-30 00:47:15,2022-03-13 15:45:29,Closed Lost,96975.24,0
OPP-000174,ACC-000034,PROD-0036,626,Renewal,2024-10-21 23:45:31,2025-01-23 12:53:09,Closed Lost,19929.77,0
OPP-000175,ACC-000043,PROD-0059,483,Upsell,2022-01-22 20:50:26,,Negotiation,44241.85,0.8
OPP-000176,ACC-000005,PROD-0066,921,New Business,2023-08-17 21:44:48,,Open,99349.55,0.51
OPP-000177,ACC-000049,PROD-0093,133,New Business,2025-02-02 00:02:55,,Proposal,78884.08,0.42
OPP-000178,ACC-000007,PROD-0074,431,Expansion,2024-01-23 23:01:02,2024-04-24 23:36:48,Closed Won,65023.58,1
OPP-000179,ACC-000024,PROD-0093,562,Upsell,2024-07-08 15:43:33,,Open,75917.66,0.2
OPP-000180,ACC-000014,PROD-0013,870,Expansion,2024-04-02 15:23:59,,Open,70279.59,0.33
OPP-000181,ACC-000042,PROD-0088,89,Cross-sell,2023-01-30 11:56:45,,Negotiation,98190.88,0.74
OPP-000182,ACC-000033,PROD-0020,302,Renewal,2022-04-10 08:52:08,2022-09-23 20:04:47,Closed Won,82509.54,1
OPP-000183,ACC-000054,PROD-0003,956,Expansion,2023-02-20 11:17:43,,Open,24321.09,0.38
OPP-000184,ACC-000040,PROD-0065,969,Cross-sell,2023-08-01 00:08:55,,Proposal,98088.91,0.37
OPP-000185,ACC-000003,PROD-0091,833,New Business,2023-07-04 16:01:21,,Open,82568.28,0.62
OPP-000186,ACC-000043,PROD-0071,288,Renewal,2022-01-28 04:34:29,,Open,58511.57,0.52
OPP-000187,ACC-000021,PROD-0041,208,Upsell,2022-03-10 00:07:39,,Proposal,8662,0.56
OPP-000188,ACC-000054,PROD-0058,767,Renewal,2022-04-24 18:58:39,2022-06-08 17:29:11,Closed Won,51904.65,1
OPP-000189,ACC-000038,PROD-0039,379,Upsell,2021-08-17 15:20:01,,Proposal,76448.45,0.35
OPP-000190,ACC-000017,PROD-0071,525,Renewal,2023-03-25 07:02:12,,Open,21330.94,0.11
OPP-000191,ACC-000006,PROD-0020,244,Renewal,2024-09-28 05:48:11,,Proposal,68444.62,0.58
OPP-000192,ACC-000041,PROD-0043,756,Upsell,2021-07-21 21:30:03,2021-09-13 07:08:00,Closed Lost,87970.9,0
OPP-000193,ACC-000034,PROD-0083,397,Cross-sell,2023-04-01 05:07:34,,Qualified,51563.61,0.39
OPP-000194,ACC-000059,PROD-0052,398,Upsell,2022-06-09 07:09:04,,Qualified,4628.15,0.24
OPP-000195,ACC-000010,PROD-0076,569,Renewal,2024-08-24 19:09:50,2025-01-03 03:49:50,Closed Won,55774.65,1
OPP-000196,ACC-000060,PROD-0056,678,Upsell,2022-05-09 15:54:45,,Negotiation,90309.89,0.73
OPP-000197,ACC-000021,PROD-0059,524,Renewal,2024-09-17 17:41:16,,Proposal,86362.97,0.56
OPP-000198,ACC-000023,PROD-0089,457,Renewal,2022-05-12 08:21:25,2022-05-26 04:34:28,Closed Lost,44783.66,0
OPP-000199,ACC-000057,PROD-0028,103,New Business,2022-03-30 15:40:57,,Negotiation,34686.1,0.8
OPP-000200,ACC-000003,PROD-0046,131,Cross-sell,2025-06-07 18:38:29,,Qualified,52954.96,0.42
OPP-000201,ACC-000046,PROD-0036,270,New Business,2023-05-11 23:28:05,2023-10-28 08:34:55,Closed Lost,37396.8,0
OPP-000202,ACC-000020,PROD-0062,974,Cross-sell,2024-02-12 03:22:09,2024-05-18 06:40:06,Closed Lost,75501.73,0
OPP-000203,ACC-000013,PROD-0052,549,Cross-sell,2024-06-01 03:06:33,,Open,33105.64,0.55
OPP-000204,ACC-000048,PROD-0005,597,Renewal,2022-11-15 06:42:56,,Qualified,87955.8,0.22
OPP-000205,ACC-000015,PROD-0082,997,New Business,2025-03-06 01:26:22,,Negotiation,36358.89,0.77
OPP-000206,ACC-000019,PROD-0004,937,Renewal,2023-06-09 08:14:24,2023-11-29 16:41:41,Closed Won,72837.29,1
OPP-000207,ACC-000061,PROD-0018,628,Renewal,2022-07-16 22:29:50,,Negotiation,22644.35,0.71
OPP-000208,ACC-000061,PROD-0064,375,Expansion,2023-04-23 18:09:36,,Open,60540.58,0.52
OPP-000209,ACC-000026,PROD-0072,793,Expansion,2023-03-19 12:15:21,,Qualified,71356.37,0.3
OPP-000210,ACC-000046,PROD-0085,312,Expansion,2024-10-16 09:06:40,,Qualified,99597.05,0.23
OPP-000211,ACC-000048,PROD-0048,71,New Business,2021-09-01 13:07:31,,Proposal,63056.05,0.37
OPP-000212,ACC-000061,PROD-0060,933,New Business,2024-01-28 23:00:01,2024-06-20 17:53:41,Closed Won,29872.06,1
OPP-000213,ACC-000008,PROD-0045,761,Upsell,2024-12-30 02:55:24,,Qualified,36316.92,0.39
OPP-000214,ACC-000060,PROD-0079,118,Cross-sell,2023-02-09 11:06:20,,Open,44753.39,0.3
OPP-000215,ACC-000043,PROD-0013,415,Upsell,2024-07-21 08:45:54,,Proposal,8108.72,0.39
OPP-000216,ACC-000049,PROD-0039,858,Renewal,2022-10-27 15:23:34,,Negotiation,39273.79,0.77
OPP-000217,ACC-000045,PROD-0063,831,New Business,2023-03-02 20:43:56,,Open,3557.21,0.7
OPP-000218,ACC-000026,PROD-0037,681,Expansion,2024-02-03 12:16:58,,Qualified,97138.25,0.25
OPP-000219,ACC-000041,PROD-0045,993,Cross-sell,2025-06-26 11:22:24,,Qualified,57938.66,0.45
OPP-000220,ACC-000058,PROD-0025,426,Renewal,2024-08-24 22:56:12,,Open,46508.29,0.46
OPP-000221,ACC-000005,PROD-0001,143,Renewal,2023-12-04 00:59:26,,Negotiation,91611.79,0.64
OPP-000222,ACC-000055,PROD-0017,137,Expansion,2024-01-07 00:24:49,,Qualified,27597.82,0.47
OPP-000223,ACC-000029,PROD-0055,568,Renewal,2023-10-09 11:11:58,2024-01-20 10:57:04,Closed Won,49333.99,1
OPP-000224,ACC-000005,PROD-0042,154,New Business,2024-03-20 22:37:25,,Qualified,28331.74,0.21
OPP-000225,ACC-000016,PROD-0100,879,Cross-sell,2025-03-20 01:17:04,,Negotiation,46334.2,0.69
OPP-000226,ACC-000056,PROD-0049,834,Cross-sell,2024-06-26 08:56:50,2024-11-27 04:15:34,Closed Lost,55408.96,0
OPP-000227,ACC-000038,PROD-0097,366,Renewal,2021-08-27 09:33:33,,Qualified,89469.16,0.43
OPP-000228,ACC-000032,PROD-0088,450,New Business,2023-09-15 08:56:02,,Open,81377.39,0.28
OPP-000229,ACC-000051,PROD-0071,332,Expansion,2021-12-15 09:20:08,2022-03-14 01:59:19,Closed Lost,74552.16,0
OPP-000230,ACC-000060,PROD-0035,799,New Business,2023-06-08 08:12:40,,Negotiation,87625.48,0.76
OPP-000231,ACC-000037,PROD-0001,308,Expansion,2025-01-03 06:54:00,,Open,95713.5,0.14
OPP-000232,ACC-000045,PROD-0011,383,Renewal,2025-03-23 03:15:12,,Qualified,29948.66,0.23
OPP-000233,ACC-000051,PROD-0076,469,Upsell,2021-09-02 11:06:31,,Proposal,47189.12,0.36
